"full_name","team.name","season","venue.name","mean_disposals","min_disposals","max_disposals","games_played"
"Aaron Black","Geelong Cats",2017,"GIANTS Stadium",15,15,15,1
"Aaron Black","Geelong Cats",2017,"Heritage Bank Stadium",15,15,15,1
"Aaron Black","Geelong Cats",2017,"MCG",12,12,12,1
"Aaron Black","Geelong Cats",2017,"Marvel Stadium",21,21,21,1
"Aaron Black","Geelong Cats",2018,"GMHBA Stadium",12,6,18,2
"Aaron Black","Geelong Cats",2018,"Heritage Bank Stadium",16,16,16,1
"Aaron Black","North Melbourne",2014,"Adelaide Oval",9,9,9,1
"Aaron Black","North Melbourne",2014,"Blundstone Arena",10,10,10,2
"Aaron Black","North Melbourne",2014,"Domain Stadium",10,10,10,2
"Aaron Black","North Melbourne",2014,"GMHBA Stadium",6,6,6,1
"Aaron Black","North Melbourne",2014,"Gabba",10,10,10,1
"Aaron Black","North Melbourne",2014,"MCG",12.5,12,13,2
"Aaron Black","North Melbourne",2014,"Manuka Oval",9,9,9,1
"Aaron Black","North Melbourne",2014,"Marvel Stadium",10.73,7,17,11
"Aaron Black","North Melbourne",2014,"SCG",12,12,12,1
"Aaron Black","North Melbourne",2015,"Marvel Stadium",8.67,6,10,3
"Aaron Black","West Coast Eagles",2022,"Marvel Stadium",15,15,15,1
"Aaron Cadman","GWS Giants",2023,"Adelaide Oval",6,6,6,1
"Aaron Cadman","GWS Giants",2023,"GIANTS Stadium",3.33,2,5,3
"Aaron Cadman","GWS Giants",2023,"GMHBA Stadium",4,4,4,1
"Aaron Cadman","GWS Giants",2023,"MCG",7,7,7,1
"Aaron Cadman","GWS Giants",2023,"Manuka Oval",4.67,3,6,3
"Aaron Cadman","GWS Giants",2023,"Mars Stadium",3,3,3,1
"Aaron Cadman","GWS Giants",2023,"Norwood Oval",6,6,6,1
"Aaron Cadman","GWS Giants",2023,"SCG",4,4,4,1
"Aaron Edwards","Richmond",2014,"MCG",12.33,6,16,3
"Aaron Francis","Essendon",2016,"Adelaide Oval",7,7,7,1
"Aaron Francis","Essendon",2016,"Marvel Stadium",12,8,16,2
"Aaron Francis","Essendon",2017,"Domain Stadium",13,13,13,1
"Aaron Francis","Essendon",2017,"MCG",9,9,9,1
"Aaron Francis","Essendon",2018,"Adelaide Oval",19,19,19,1
"Aaron Francis","Essendon",2018,"MCG",10,7,13,2
"Aaron Francis","Essendon",2018,"Marvel Stadium",13.5,13,14,2
"Aaron Francis","Essendon",2019,"Adelaide Oval",17,17,17,1
"Aaron Francis","Essendon",2019,"GIANTS Stadium",11,11,11,1
"Aaron Francis","Essendon",2019,"Heritage Bank Stadium",9,9,9,1
"Aaron Francis","Essendon",2019,"MCG",12.67,8,16,6
"Aaron Francis","Essendon",2019,"Marvel Stadium",13.6,10,16,5
"Aaron Francis","Essendon",2019,"Optus Stadium",12,12,12,1
"Aaron Francis","Essendon",2019,"SCG",12,12,12,1
"Aaron Francis","Essendon",2020,"Adelaide Oval",9,9,9,1
"Aaron Francis","Essendon",2020,"Heritage Bank Stadium",11,10,13,3
"Aaron Francis","Essendon",2020,"MCG",14,14,14,1
"Aaron Francis","Essendon",2020,"Marvel Stadium",10,10,10,1
"Aaron Francis","Essendon",2020,"SCG",11,11,11,1
"Aaron Francis","Essendon",2020,"TIO Stadium",2,2,2,1
"Aaron Francis","Essendon",2021,"Adelaide Oval",9,9,9,1
"Aaron Francis","Essendon",2021,"GIANTS Stadium",14,14,14,1
"Aaron Francis","Essendon",2021,"GMHBA Stadium",15,15,15,1
"Aaron Francis","Essendon",2021,"Gabba",14,14,14,1
"Aaron Francis","Essendon",2021,"MCG",8,5,10,3
"Aaron Francis","Essendon",2021,"Marvel Stadium",14,8,20,5
"Aaron Francis","Essendon",2021,"Optus Stadium",3,3,3,1
"Aaron Francis","Essendon",2021,"SCG",11,11,11,1
"Aaron Francis","Essendon",2022,"MCG",4,4,4,1
"Aaron Francis","Essendon",2022,"Marvel Stadium",10,9,11,2
"Aaron Francis","Essendon",2022,"SCG",4,4,4,1
"Aaron Francis","Sydney Swans",2023,"Adelaide Oval",9,9,9,1
"Aaron Francis","Sydney Swans",2023,"GIANTS Stadium",8,8,8,1
"Aaron Francis","Sydney Swans",2023,"GMHBA Stadium",7,7,7,1
"Aaron Francis","Sydney Swans",2023,"Gabba",12,12,12,1
"Aaron Francis","Sydney Swans",2023,"MCG",8.5,7,10,2
"Aaron Francis","Sydney Swans",2023,"Marvel Stadium",9,9,9,1
"Aaron Francis","Sydney Swans",2023,"SCG",9.88,0,16,8
"Aaron Hall","Gold Coast Suns",2014,"Adelaide Oval",12,12,12,1
"Aaron Hall","Gold Coast Suns",2014,"Cazalys Stadium",7,7,7,1
"Aaron Hall","Gold Coast Suns",2014,"Domain Stadium",10.5,6,15,2
"Aaron Hall","Gold Coast Suns",2014,"Gabba",16,16,16,1
"Aaron Hall","Gold Coast Suns",2014,"Heritage Bank Stadium",15.71,11,22,7
"Aaron Hall","Gold Coast Suns",2014,"MCG",10,10,10,1
"Aaron Hall","Gold Coast Suns",2014,"Marvel Stadium",11.33,10,14,3
"Aaron Hall","Gold Coast Suns",2015,"Adelaide Oval",24,24,24,1
"Aaron Hall","Gold Coast Suns",2015,"Cazalys Stadium",17,17,17,1
"Aaron Hall","Gold Coast Suns",2015,"Domain Stadium",3,3,3,1
"Aaron Hall","Gold Coast Suns",2015,"GMHBA Stadium",14,14,14,1
"Aaron Hall","Gold Coast Suns",2015,"Gabba",28,28,28,1
"Aaron Hall","Gold Coast Suns",2015,"Heritage Bank Stadium",18.43,4,31,7
"Aaron Hall","Gold Coast Suns",2015,"MCG",29,29,29,1
"Aaron Hall","Gold Coast Suns",2015,"Manuka Oval",15,15,15,1
"Aaron Hall","Gold Coast Suns",2015,"SCG",31,31,31,1
"Aaron Hall","Gold Coast Suns",2016,"Cazalys Stadium",29,29,29,1
"Aaron Hall","Gold Coast Suns",2016,"Domain Stadium",26,20,32,2
"Aaron Hall","Gold Coast Suns",2016,"GIANTS Stadium",32,32,32,1
"Aaron Hall","Gold Coast Suns",2016,"GMHBA Stadium",28,28,28,1
"Aaron Hall","Gold Coast Suns",2016,"Gabba",26,26,26,1
"Aaron Hall","Gold Coast Suns",2016,"Heritage Bank Stadium",28.88,19,40,8
"Aaron Hall","Gold Coast Suns",2016,"Marvel Stadium",27.5,26,29,2
"Aaron Hall","Gold Coast Suns",2016,"University of Tasmania Stadium",20,20,20,1
"Aaron Hall","Gold Coast Suns",2017,"Adelaide Arena at Jiangwan Stadium",37,37,37,1
"Aaron Hall","Gold Coast Suns",2017,"Adelaide Oval",23,23,23,1
"Aaron Hall","Gold Coast Suns",2017,"Cazalys Stadium",23,23,23,1
"Aaron Hall","Gold Coast Suns",2017,"Domain Stadium",14,14,14,1
"Aaron Hall","Gold Coast Suns",2017,"GIANTS Stadium",19,19,19,1
"Aaron Hall","Gold Coast Suns",2017,"Gabba",26,26,26,1
"Aaron Hall","Gold Coast Suns",2017,"Heritage Bank Stadium",27.33,21,40,9
"Aaron Hall","Gold Coast Suns",2017,"MCG",23,23,23,1
"Aaron Hall","Gold Coast Suns",2017,"Marvel Stadium",23.5,18,29,2
"Aaron Hall","Gold Coast Suns",2017,"TIO Traeger Park",29,29,29,1
"Aaron Hall","Gold Coast Suns",2018,"Adelaide Arena at Jiangwan Stadium",29,29,29,1
"Aaron Hall","Gold Coast Suns",2018,"Gabba",23,23,23,1
"Aaron Hall","Gold Coast Suns",2018,"Heritage Bank Stadium",8,8,8,1
"Aaron Hall","Gold Coast Suns",2018,"Marvel Stadium",20,20,20,1
"Aaron Hall","Gold Coast Suns",2018,"Optus Stadium",15.5,5,26,2
"Aaron Hall","North Melbourne",2019,"Adelaide Oval",20,20,20,1
"Aaron Hall","North Melbourne",2019,"MCG",16,16,16,1
"Aaron Hall","North Melbourne",2019,"Marvel Stadium",21,16,26,3
"Aaron Hall","North Melbourne",2019,"Optus Stadium",19,19,19,1
"Aaron Hall","North Melbourne",2020,"Adelaide Oval",17,17,17,1
"Aaron Hall","North Melbourne",2020,"GIANTS Stadium",10,10,10,1
"Aaron Hall","North Melbourne",2020,"Gabba",12.5,12,13,2
"Aaron Hall","North Melbourne",2020,"Heritage Bank Stadium",16.86,10,23,7
"Aaron Hall","North Melbourne",2020,"Marvel Stadium",12.25,5,21,4
"Aaron Hall","North Melbourne",2021,"Adelaide Oval",37,37,37,1
"Aaron Hall","North Melbourne",2021,"Blundstone Arena",29.6,17,36,5
"Aaron Hall","North Melbourne",2021,"GMHBA Stadium",8,8,8,1
"Aaron Hall","North Melbourne",2021,"Heritage Bank Stadium",17,3,31,2
"Aaron Hall","North Melbourne",2021,"MCG",38,38,38,1
"Aaron Hall","North Melbourne",2021,"Marvel Stadium",30.12,23,37,8
"Aaron Hall","North Melbourne",2021,"Optus Stadium",24,24,24,1
"Aaron Hall","North Melbourne",2021,"University of Tasmania Stadium",28,28,28,1
"Aaron Hall","North Melbourne",2022,"Adelaide Oval",28,28,28,1
"Aaron Hall","North Melbourne",2022,"Blundstone Arena",34,30,38,2
"Aaron Hall","North Melbourne",2022,"GMHBA Stadium",3,3,3,1
"Aaron Hall","North Melbourne",2022,"Gabba",25,25,25,1
"Aaron Hall","North Melbourne",2022,"MCG",31,31,31,1
"Aaron Hall","North Melbourne",2022,"Marvel Stadium",19.75,14,26,4
"Aaron Hall","North Melbourne",2022,"SCG",25,25,25,1
"Aaron Hall","North Melbourne",2023,"Blundstone Arena",25,25,25,1
"Aaron Hall","North Melbourne",2023,"Heritage Bank Stadium",22,22,22,1
"Aaron Hall","North Melbourne",2023,"MCG",30,30,30,1
"Aaron Hall","North Melbourne",2023,"Marvel Stadium",21,15,27,3
"Aaron Mullett","Carlton",2018,"Adelaide Oval",17,17,17,1
"Aaron Mullett","Carlton",2018,"Blundstone Arena",19,19,19,1
"Aaron Mullett","Carlton",2018,"MCG",13.71,6,16,7
"Aaron Mullett","Carlton",2018,"Marvel Stadium",15.75,8,28,4
"Aaron Mullett","North Melbourne",2014,"Adelaide Oval",14,14,14,1
"Aaron Mullett","North Melbourne",2014,"Blundstone Arena",12,9,15,2
"Aaron Mullett","North Melbourne",2014,"Domain Stadium",19,19,19,2
"Aaron Mullett","North Melbourne",2014,"Gabba",17,17,17,1
"Aaron Mullett","North Melbourne",2014,"MCG",15,13,17,2
"Aaron Mullett","North Melbourne",2014,"Manuka Oval",6,6,6,1
"Aaron Mullett","North Melbourne",2014,"Marvel Stadium",16,7,22,7
"Aaron Mullett","North Melbourne",2014,"SCG",8,8,8,1
"Aaron Mullett","North Melbourne",2015,"MCG",3,3,3,1
"Aaron Mullett","North Melbourne",2015,"Marvel Stadium",12.67,7,17,3
"Aaron Mullett","North Melbourne",2016,"Adelaide Oval",18,18,18,1
"Aaron Mullett","North Melbourne",2016,"Blundstone Arena",14,14,14,1
"Aaron Mullett","North Melbourne",2016,"Domain Stadium",12,12,12,1
"Aaron Mullett","North Melbourne",2016,"MCG",9,9,9,1
"Aaron Mullett","North Melbourne",2016,"Marvel Stadium",16.9,10,28,10
"Aaron Mullett","North Melbourne",2017,"Adelaide Oval",27,27,27,1
"Aaron Mullett","North Melbourne",2017,"Blundstone Arena",24,20,28,2
"Aaron Mullett","North Melbourne",2017,"Domain Stadium",19,19,19,1
"Aaron Mullett","North Melbourne",2017,"Gabba",21,21,21,1
"Aaron Mullett","North Melbourne",2017,"Heritage Bank Stadium",21,21,21,1
"Aaron Mullett","North Melbourne",2017,"MCG",17,17,17,1
"Aaron Mullett","North Melbourne",2017,"Marvel Stadium",18.7,11,24,10
"Aaron Mullett","North Melbourne",2017,"University of Tasmania Stadium",20,20,20,1
"Aaron Naughton","Western Bulldogs",2018,"MCG",18,18,18,2
"Aaron Naughton","Western Bulldogs",2018,"Manuka Oval",11,11,11,1
"Aaron Naughton","Western Bulldogs",2018,"Mars Stadium",16,12,20,2
"Aaron Naughton","Western Bulldogs",2018,"Marvel Stadium",10.45,1,15,11
"Aaron Naughton","Western Bulldogs",2018,"Optus Stadium",7,3,11,2
"Aaron Naughton","Western Bulldogs",2019,"Adelaide Oval",6,6,6,1
"Aaron Naughton","Western Bulldogs",2019,"GIANTS Stadium",8,8,8,1
"Aaron Naughton","Western Bulldogs",2019,"GMHBA Stadium",10,10,10,1
"Aaron Naughton","Western Bulldogs",2019,"Gabba",14,14,14,1
"Aaron Naughton","Western Bulldogs",2019,"MCG",9.5,8,11,2
"Aaron Naughton","Western Bulldogs",2019,"Mars Stadium",12,9,15,2
"Aaron Naughton","Western Bulldogs",2019,"Marvel Stadium",12.08,5,20,12
"Aaron Naughton","Western Bulldogs",2019,"Optus Stadium",9.5,7,12,2
"Aaron Naughton","Western Bulldogs",2020,"Adelaide Oval",13,13,13,1
"Aaron Naughton","Western Bulldogs",2020,"Cazalys Stadium",4,4,4,1
"Aaron Naughton","Western Bulldogs",2020,"Gabba",6,6,6,1
"Aaron Naughton","Western Bulldogs",2020,"Heritage Bank Stadium",7.75,4,10,4
"Aaron Naughton","Western Bulldogs",2020,"Marvel Stadium",7,2,10,3
"Aaron Naughton","Western Bulldogs",2020,"SCG",4,4,4,1
"Aaron Naughton","Western Bulldogs",2021,"Adelaide Oval",11,11,11,1
"Aaron Naughton","Western Bulldogs",2021,"GMHBA Stadium",4,4,4,1
"Aaron Naughton","Western Bulldogs",2021,"Heritage Bank Stadium",9,9,9,1
"Aaron Naughton","Western Bulldogs",2021,"MCG",11.67,9,15,3
"Aaron Naughton","Western Bulldogs",2021,"Manuka Oval",13,13,13,1
"Aaron Naughton","Western Bulldogs",2021,"Mars Stadium",11.5,5,18,2
"Aaron Naughton","Western Bulldogs",2021,"Marvel Stadium",11.44,7,15,9
"Aaron Naughton","Western Bulldogs",2021,"Optus Stadium",17,15,19,2
"Aaron Naughton","Western Bulldogs",2021,"University of Tasmania Stadium",8,8,8,1
"Aaron Naughton","Western Bulldogs",2022,"Adelaide Oval",15,15,15,1
"Aaron Naughton","Western Bulldogs",2022,"GIANTS Stadium",10,10,10,1
"Aaron Naughton","Western Bulldogs",2022,"GMHBA Stadium",8,8,8,1
"Aaron Naughton","Western Bulldogs",2022,"Gabba",10,10,10,1
"Aaron Naughton","Western Bulldogs",2022,"MCG",14,14,14,2
"Aaron Naughton","Western Bulldogs",2022,"Mars Stadium",11.5,8,15,2
"Aaron Naughton","Western Bulldogs",2022,"Marvel Stadium",10.9,8,16,10
"Aaron Naughton","Western Bulldogs",2022,"Optus Stadium",11,11,11,1
"Aaron Naughton","Western Bulldogs",2022,"SCG",16,16,16,1
"Aaron Naughton","Western Bulldogs",2022,"University of Tasmania Stadium",15,15,15,1
"Aaron Naughton","Western Bulldogs",2023,"Adelaide Oval",13,13,13,1
"Aaron Naughton","Western Bulldogs",2023,"GMHBA Stadium",11,11,11,1
"Aaron Naughton","Western Bulldogs",2023,"MCG",10.5,10,11,2
"Aaron Naughton","Western Bulldogs",2023,"Manuka Oval",11,11,11,1
"Aaron Naughton","Western Bulldogs",2023,"Mars Stadium",11.5,9,14,2
"Aaron Naughton","Western Bulldogs",2023,"Marvel Stadium",11.58,6,15,12
"Aaron Naughton","Western Bulldogs",2023,"Optus Stadium",11,11,11,1
"Aaron Naughton","Western Bulldogs",2023,"SCG",15,15,15,1
"Aaron Naughton","Western Bulldogs",2023,"TIO Stadium",13,13,13,1
"Aaron Naughton","Western Bulldogs",2023,"University of Tasmania Stadium",10,10,10,1
"Aaron Sandilands","Fremantle",2014,"Adelaide Oval",14,14,14,1
"Aaron Sandilands","Fremantle",2014,"Domain Stadium",13.17,7,21,12
"Aaron Sandilands","Fremantle",2014,"GMHBA Stadium",15,15,15,1
"Aaron Sandilands","Fremantle",2014,"Gabba",11,11,11,1
"Aaron Sandilands","Fremantle",2014,"MCG",9.5,8,11,2
"Aaron Sandilands","Fremantle",2014,"Marvel Stadium",16,13,19,2
"Aaron Sandilands","Fremantle",2014,"SCG",11,11,11,1
"Aaron Sandilands","Fremantle",2014,"TIO Stadium",11,11,11,1
"Aaron Sandilands","Fremantle",2015,"Adelaide Oval",7,7,7,1
"Aaron Sandilands","Fremantle",2015,"Domain Stadium",13.08,8,21,12
"Aaron Sandilands","Fremantle",2015,"GMHBA Stadium",11,11,11,1
"Aaron Sandilands","Fremantle",2015,"Heritage Bank Stadium",10,10,10,1
"Aaron Sandilands","Fremantle",2015,"MCG",10,10,10,2
"Aaron Sandilands","Fremantle",2015,"Marvel Stadium",13.67,10,17,3
"Aaron Sandilands","Fremantle",2015,"University of Tasmania Stadium",16,16,16,1
"Aaron Sandilands","Fremantle",2016,"Domain Stadium",8.2,3,15,5
"Aaron Sandilands","Fremantle",2017,"Adelaide Oval",12,12,12,1
"Aaron Sandilands","Fremantle",2017,"Domain Stadium",10.14,2,15,7
"Aaron Sandilands","Fremantle",2017,"MCG",13.5,13,14,2
"Aaron Sandilands","Fremantle",2018,"Adelaide Oval",16,16,16,1
"Aaron Sandilands","Fremantle",2018,"MCG",11,11,11,1
"Aaron Sandilands","Fremantle",2018,"Manuka Oval",15,15,15,1
"Aaron Sandilands","Fremantle",2018,"Marvel Stadium",13,13,13,1
"Aaron Sandilands","Fremantle",2018,"Optus Stadium",10.5,7,14,6
"Aaron Sandilands","Fremantle",2018,"SCG",6,6,6,1
"Aaron Sandilands","Fremantle",2019,"Marvel Stadium",10,8,12,2
"Aaron Sandilands","Fremantle",2019,"Optus Stadium",13.25,8,16,4
"Aaron Young","Gold Coast Suns",2018,"Adelaide Arena at Jiangwan Stadium",15,15,15,1
"Aaron Young","Gold Coast Suns",2018,"Adelaide Oval",13,13,13,1
"Aaron Young","Gold Coast Suns",2018,"Cazalys Stadium",27,27,27,1
"Aaron Young","Gold Coast Suns",2018,"GIANTS Stadium",15,15,15,1
"Aaron Young","Gold Coast Suns",2018,"GMHBA Stadium",13,13,13,1
"Aaron Young","Gold Coast Suns",2018,"Gabba",18.5,18,19,2
"Aaron Young","Gold Coast Suns",2018,"Heritage Bank Stadium",11.86,6,18,7
"Aaron Young","Gold Coast Suns",2018,"MCG",13,13,13,1
"Aaron Young","Gold Coast Suns",2018,"Mars Stadium",22,22,22,1
"Aaron Young","Gold Coast Suns",2018,"Marvel Stadium",12.5,9,16,2
"Aaron Young","Gold Coast Suns",2018,"Optus Stadium",15,13,17,2
"Aaron Young","Gold Coast Suns",2018,"SCG",17,17,17,1
"Aaron Young","Gold Coast Suns",2018,"University of Tasmania Stadium",17,17,17,1
"Aaron Young","Gold Coast Suns",2019,"Heritage Bank Stadium",11,11,11,1
"Aaron Young","Gold Coast Suns",2019,"Optus Stadium",10,10,10,1
"Aaron Young","Port Adelaide",2014,"Adelaide Oval",10.12,5,16,8
"Aaron Young","Port Adelaide",2014,"Domain Stadium",6,6,6,1
"Aaron Young","Port Adelaide",2014,"Heritage Bank Stadium",3,3,3,1
"Aaron Young","Port Adelaide",2014,"Manuka Oval",18,18,18,1
"Aaron Young","Port Adelaide",2014,"Marvel Stadium",15,15,15,1
"Aaron Young","Port Adelaide",2014,"SCG",13,13,13,1
"Aaron Young","Port Adelaide",2014,"TIO Traeger Park",17,17,17,1
"Aaron Young","Port Adelaide",2015,"Adelaide Oval",13.43,7,25,7
"Aaron Young","Port Adelaide",2015,"Heritage Bank Stadium",6,6,6,1
"Aaron Young","Port Adelaide",2015,"Marvel Stadium",14.33,8,18,3
"Aaron Young","Port Adelaide",2016,"Adelaide Oval",15.55,8,22,11
"Aaron Young","Port Adelaide",2016,"Domain Stadium",14,14,14,1
"Aaron Young","Port Adelaide",2016,"Gabba",22,22,22,1
"Aaron Young","Port Adelaide",2016,"Heritage Bank Stadium",8,8,8,1
"Aaron Young","Port Adelaide",2016,"MCG",17.5,11,24,2
"Aaron Young","Port Adelaide",2016,"Manuka Oval",9,9,9,1
"Aaron Young","Port Adelaide",2016,"Marvel Stadium",19,17,21,2
"Aaron Young","Port Adelaide",2016,"SCG",22,22,22,1
"Aaron Young","Port Adelaide",2016,"TIO Traeger Park",17,17,17,1
"Aaron Young","Port Adelaide",2017,"Adelaide Oval",12.25,5,16,8
"Aaron Young","Port Adelaide",2017,"GMHBA Stadium",11,11,11,1
"Aaron Young","Port Adelaide",2017,"Gabba",8,8,8,1
"Aaron Young","Port Adelaide",2017,"MCG",12,12,12,1
"Aaron Young","Port Adelaide",2017,"Manuka Oval",11,11,11,1
"Aaron Young","Port Adelaide",2017,"SCG",17,17,17,1
"Aaron vandenBerg","Melbourne",2015,"Adelaide Oval",19,19,19,1
"Aaron vandenBerg","Melbourne",2015,"MCG",16.45,5,29,11
"Aaron vandenBerg","Melbourne",2015,"Manuka Oval",16,16,16,1
"Aaron vandenBerg","Melbourne",2015,"TIO Traeger Park",19,19,19,1
"Aaron vandenBerg","Melbourne",2016,"Adelaide Oval",10,10,10,1
"Aaron vandenBerg","Melbourne",2016,"Blundstone Arena",8,8,8,1
"Aaron vandenBerg","Melbourne",2016,"GMHBA Stadium",16,16,16,1
"Aaron vandenBerg","Melbourne",2016,"MCG",15.5,10,18,8
"Aaron vandenBerg","Melbourne",2016,"Marvel Stadium",12,12,12,1
"Aaron vandenBerg","Melbourne",2016,"SCG",13,13,13,1
"Aaron vandenBerg","Melbourne",2016,"TIO Stadium",22,22,22,1
"Aaron vandenBerg","Melbourne",2018,"MCG",15,10,21,3
"Aaron vandenBerg","Melbourne",2018,"Optus Stadium",14,14,14,1
"Aaron vandenBerg","Melbourne",2020,"Adelaide Oval",8.5,6,11,2
"Aaron vandenBerg","Melbourne",2020,"Cazalys Stadium",14,14,14,1
"Aaron vandenBerg","Melbourne",2020,"GIANTS Stadium",12,11,13,2
"Aaron vandenBerg","Melbourne",2020,"Gabba",15.5,13,18,2
"Aaron vandenBerg","Melbourne",2020,"Heritage Bank Stadium",13,11,15,2
"Aaron vandenBerg","Melbourne",2020,"MCG",10.5,7,14,2
"Aaron vandenBerg","Melbourne",2020,"TIO Traeger Park",9,9,9,1
"Aaron vandenBerg","Melbourne",2021,"MCG",5.33,0,16,3
"Aaron vandenBerg","Melbourne",2021,"Optus Stadium",11,11,11,1
"Adam Carter","West Coast Eagles",2014,"Domain Stadium",9,9,9,1
"Adam Carter","West Coast Eagles",2014,"Heritage Bank Stadium",11,11,11,1
"Adam Cerra","Carlton",2022,"Adelaide Oval",24,24,24,1
"Adam Cerra","Carlton",2022,"GIANTS Stadium",24,24,24,1
"Adam Cerra","Carlton",2022,"Gabba",22,22,22,1
"Adam Cerra","Carlton",2022,"Heritage Bank Stadium",15,15,15,1
"Adam Cerra","Carlton",2022,"MCG",23.86,2,32,7
"Adam Cerra","Carlton",2022,"Marvel Stadium",21.8,13,27,5
"Adam Cerra","Carlton",2022,"Optus Stadium",29.5,27,32,2
"Adam Cerra","Carlton",2023,"Adelaide Oval",23,23,23,1
"Adam Cerra","Carlton",2023,"GIANTS Stadium",28,28,28,1
"Adam Cerra","Carlton",2023,"MCG",26.75,20,33,8
"Adam Cerra","Carlton",2023,"Marvel Stadium",25,17,39,6
"Adam Cerra","Carlton",2023,"Optus Stadium",28.5,27,30,2
"Adam Cerra","Carlton",2023,"SCG",24,24,24,1
"Adam Cerra","Fremantle",2018,"GMHBA Stadium",14,14,14,1
"Adam Cerra","Fremantle",2018,"MCG",14.5,11,18,2
"Adam Cerra","Fremantle",2018,"Manuka Oval",7,7,7,1
"Adam Cerra","Fremantle",2018,"Marvel Stadium",13.5,13,14,2
"Adam Cerra","Fremantle",2018,"Optus Stadium",13.23,7,30,13
"Adam Cerra","Fremantle",2018,"SCG",15,15,15,1
"Adam Cerra","Fremantle",2018,"TIO Stadium",23,23,23,1
"Adam Cerra","Fremantle",2019,"Adelaide Oval",20.5,16,25,2
"Adam Cerra","Fremantle",2019,"Heritage Bank Stadium",14,14,14,1
"Adam Cerra","Fremantle",2019,"MCG",12,12,12,1
"Adam Cerra","Fremantle",2019,"Manuka Oval",15,15,15,1
"Adam Cerra","Fremantle",2019,"Marvel Stadium",14.33,10,20,3
"Adam Cerra","Fremantle",2019,"Optus Stadium",15.91,11,24,11
"Adam Cerra","Fremantle",2019,"University of Tasmania Stadium",9,9,9,1
"Adam Cerra","Fremantle",2020,"Cazalys Stadium",24,18,30,2
"Adam Cerra","Fremantle",2020,"Gabba",13,13,13,1
"Adam Cerra","Fremantle",2020,"Heritage Bank Stadium",15.17,11,17,6
"Adam Cerra","Fremantle",2020,"Marvel Stadium",15,15,15,1
"Adam Cerra","Fremantle",2020,"Optus Stadium",18.29,13,26,7
"Adam Cerra","Fremantle",2021,"Adelaide Oval",15.5,4,27,2
"Adam Cerra","Fremantle",2021,"Heritage Bank Stadium",30,30,30,1
"Adam Cerra","Fremantle",2021,"MCG",24,24,24,2
"Adam Cerra","Fremantle",2021,"Marvel Stadium",22,19,28,3
"Adam Cerra","Fremantle",2021,"Optus Stadium",23.78,18,33,9
"Adam Cerra","Fremantle",2021,"University of Tasmania Stadium",26,26,26,1
"Adam Cooney","Essendon",2015,"Accor Stadium",13,13,13,1
"Adam Cooney","Essendon",2015,"Domain Stadium",20,20,20,1
"Adam Cooney","Essendon",2015,"GIANTS Stadium",20,20,20,1
"Adam Cooney","Essendon",2015,"MCG",16.25,15,17,4
"Adam Cooney","Essendon",2015,"Marvel Stadium",17.25,13,19,4
"Adam Cooney","Essendon",2016,"Adelaide Oval",24.5,23,26,2
"Adam Cooney","Essendon",2016,"Domain Stadium",17,13,21,2
"Adam Cooney","Essendon",2016,"Heritage Bank Stadium",14,14,14,1
"Adam Cooney","Essendon",2016,"MCG",24.2,20,28,5
"Adam Cooney","Essendon",2016,"Marvel Stadium",24.67,19,33,9
"Adam Cooney","Essendon",2016,"SCG",17,17,17,1
"Adam Cooney","Western Bulldogs",2014,"Domain Stadium",26,26,26,1
"Adam Cooney","Western Bulldogs",2014,"Heritage Bank Stadium",19,19,19,1
"Adam Cooney","Western Bulldogs",2014,"MCG",25,25,25,1
"Adam Cooney","Western Bulldogs",2014,"Manuka Oval",17,17,17,1
"Adam Cooney","Western Bulldogs",2014,"Marvel Stadium",20,4,26,13
"Adam Cooney","Western Bulldogs",2014,"University of Tasmania Stadium",7,7,7,1
"Adam Goodes","Sydney Swans",2014,"Accor Stadium",12.5,10,15,2
"Adam Goodes","Sydney Swans",2014,"Adelaide Oval",14,14,14,1
"Adam Goodes","Sydney Swans",2014,"Domain Stadium",10,10,10,1
"Adam Goodes","Sydney Swans",2014,"Gabba",15,15,15,1
"Adam Goodes","Sydney Swans",2014,"Heritage Bank Stadium",13,13,13,1
"Adam Goodes","Sydney Swans",2014,"MCG",12.33,5,16,3
"Adam Goodes","Sydney Swans",2014,"Marvel Stadium",10.5,7,14,2
"Adam Goodes","Sydney Swans",2014,"SCG",15,11,18,6
"Adam Goodes","Sydney Swans",2015,"Accor Stadium",15.67,9,23,3
"Adam Goodes","Sydney Swans",2015,"Adelaide Oval",6,6,6,1
"Adam Goodes","Sydney Swans",2015,"Domain Stadium",15,15,15,1
"Adam Goodes","Sydney Swans",2015,"GIANTS Stadium",26,26,26,1
"Adam Goodes","Sydney Swans",2015,"GMHBA Stadium",12,12,12,1
"Adam Goodes","Sydney Swans",2015,"Gabba",17,17,17,1
"Adam Goodes","Sydney Swans",2015,"Heritage Bank Stadium",17,17,17,1
"Adam Goodes","Sydney Swans",2015,"MCG",15,12,18,2
"Adam Goodes","Sydney Swans",2015,"Marvel Stadium",14.5,14,15,2
"Adam Goodes","Sydney Swans",2015,"SCG",14.17,11,21,6
"Adam Kennedy","GWS Giants",2014,"Adelaide Oval",18,18,18,1
"Adam Kennedy","GWS Giants",2014,"Domain Stadium",20.5,20,21,2
"Adam Kennedy","GWS Giants",2014,"GIANTS Stadium",16.5,14,19,8
