"full_name","team.name","season","venue.name","mean_disposals","min_disposals","max_disposals","games_played"
"Darcy Parish","Essendon",2017,"Adelaide Oval",24,24,24,1
"Darcy Parish","Essendon",2017,"Domain Stadium",18,18,18,1
"Darcy Parish","Essendon",2017,"Gabba",17,17,17,1
"Darcy Parish","Essendon",2017,"Heritage Bank Stadium",21,21,21,1
"Darcy Parish","Essendon",2017,"MCG",24.43,22,28,7
"Darcy Parish","Essendon",2017,"Marvel Stadium",18.62,11,29,8
"Darcy Parish","Essendon",2018,"Adelaide Oval",22,22,22,1
"Darcy Parish","Essendon",2018,"Heritage Bank Stadium",26,26,26,1
"Darcy Parish","Essendon",2018,"MCG",19.2,13,28,5
"Darcy Parish","Essendon",2018,"Marvel Stadium",19.86,14,26,7
"Darcy Parish","Essendon",2018,"Optus Stadium",22,22,22,1
"Darcy Parish","Essendon",2019,"Adelaide Oval",18,18,18,1
"Darcy Parish","Essendon",2019,"Heritage Bank Stadium",19,19,19,1
"Darcy Parish","Essendon",2019,"MCG",24.88,19,31,8
"Darcy Parish","Essendon",2019,"Marvel Stadium",17.14,7,24,7
"Darcy Parish","Essendon",2019,"Optus Stadium",24.5,22,27,2
"Darcy Parish","Essendon",2019,"SCG",10,10,10,1
"Darcy Parish","Essendon",2020,"Adelaide Oval",22.67,22,24,3
"Darcy Parish","Essendon",2020,"Gabba",22.67,16,29,3
"Darcy Parish","Essendon",2020,"Heritage Bank Stadium",19.33,13,25,6
"Darcy Parish","Essendon",2020,"MCG",11,10,12,2
"Darcy Parish","Essendon",2020,"Marvel Stadium",12,12,12,1
"Darcy Parish","Essendon",2020,"SCG",17,17,17,1
"Darcy Parish","Essendon",2020,"TIO Stadium",22,22,22,1
"Darcy Parish","Essendon",2021,"Adelaide Oval",16,16,16,1
"Darcy Parish","Essendon",2021,"GIANTS Stadium",35,35,35,1
"Darcy Parish","Essendon",2021,"GMHBA Stadium",38.5,34,43,2
"Darcy Parish","Essendon",2021,"Gabba",26,26,26,1
"Darcy Parish","Essendon",2021,"Heritage Bank Stadium",24.5,15,34,2
"Darcy Parish","Essendon",2021,"MCG",32,21,42,5
"Darcy Parish","Essendon",2021,"Marvel Stadium",29,18,39,6
"Darcy Parish","Essendon",2021,"Optus Stadium",40,36,44,2
"Darcy Parish","Essendon",2021,"SCG",25,25,25,1
"Darcy Parish","Essendon",2021,"University of Tasmania Stadium",24,24,24,1
"Darcy Parish","Essendon",2022,"Adelaide Oval",39,39,39,1
"Darcy Parish","Essendon",2022,"GIANTS Stadium",28,28,28,1
"Darcy Parish","Essendon",2022,"MCG",29.14,10,44,7
"Darcy Parish","Essendon",2022,"Marvel Stadium",33.17,29,38,6
"Darcy Parish","Essendon",2022,"SCG",31,31,31,1
"Darcy Parish","Essendon",2023,"Adelaide Oval",35.5,34,37,2
"Darcy Parish","Essendon",2023,"GIANTS Stadium",25,25,25,1
"Darcy Parish","Essendon",2023,"GMHBA Stadium",24,24,24,1
"Darcy Parish","Essendon",2023,"MCG",32.5,27,38,6
"Darcy Parish","Essendon",2023,"Marvel Stadium",30.86,24,39,7
"Darcy Parish","Essendon",2023,"Optus Stadium",24,24,24,1
"Darcy Tucker","Fremantle",2016,"Adelaide Oval",13,13,13,1
"Darcy Tucker","Fremantle",2016,"Domain Stadium",16.43,8,22,7
"Darcy Tucker","Fremantle",2016,"GIANTS Stadium",14,14,14,1
"Darcy Tucker","Fremantle",2016,"Gabba",19,19,19,1
"Darcy Tucker","Fremantle",2016,"MCG",8,8,8,1
"Darcy Tucker","Fremantle",2016,"TIO Stadium",8,8,8,1
"Darcy Tucker","Fremantle",2017,"Adelaide Oval",18.5,17,20,2
"Darcy Tucker","Fremantle",2017,"Domain Stadium",13.6,8,17,10
"Darcy Tucker","Fremantle",2017,"GIANTS Stadium",23,23,23,1
"Darcy Tucker","Fremantle",2017,"GMHBA Stadium",18,18,18,1
"Darcy Tucker","Fremantle",2017,"Gabba",18,18,18,1
"Darcy Tucker","Fremantle",2017,"MCG",13,13,13,1
"Darcy Tucker","Fremantle",2017,"Marvel Stadium",13,11,15,2
"Darcy Tucker","Fremantle",2017,"SCG",18,18,18,1
"Darcy Tucker","Fremantle",2018,"Adelaide Oval",12,12,12,1
"Darcy Tucker","Fremantle",2018,"MCG",16,15,17,2
"Darcy Tucker","Fremantle",2018,"Manuka Oval",15,15,15,1
"Darcy Tucker","Fremantle",2018,"Marvel Stadium",11.5,10,13,2
"Darcy Tucker","Fremantle",2018,"Optus Stadium",15,11,22,9
"Darcy Tucker","Fremantle",2018,"SCG",18,18,18,1
"Darcy Tucker","Fremantle",2018,"TIO Stadium",8,8,8,1
"Darcy Tucker","Fremantle",2019,"Adelaide Oval",17,16,18,2
"Darcy Tucker","Fremantle",2019,"Heritage Bank Stadium",16,16,16,1
"Darcy Tucker","Fremantle",2019,"MCG",20,18,22,2
"Darcy Tucker","Fremantle",2019,"Manuka Oval",25,25,25,1
"Darcy Tucker","Fremantle",2019,"Marvel Stadium",19.67,14,23,3
"Darcy Tucker","Fremantle",2019,"Optus Stadium",19,10,28,12
"Darcy Tucker","Fremantle",2019,"University of Tasmania Stadium",18,18,18,1
"Darcy Tucker","Fremantle",2020,"Gabba",17,17,17,1
"Darcy Tucker","Fremantle",2020,"Heritage Bank Stadium",16.25,14,20,4
"Darcy Tucker","Fremantle",2020,"Marvel Stadium",23,23,23,1
"Darcy Tucker","Fremantle",2020,"Optus Stadium",3.5,0,7,2
"Darcy Tucker","Fremantle",2021,"Adelaide Oval",20,20,20,1
"Darcy Tucker","Fremantle",2021,"Blundstone Arena",7,7,7,1
"Darcy Tucker","Fremantle",2021,"Gabba",18,18,18,1
"Darcy Tucker","Fremantle",2021,"Heritage Bank Stadium",20,20,20,1
"Darcy Tucker","Fremantle",2021,"MCG",21,21,21,1
"Darcy Tucker","Fremantle",2021,"Marvel Stadium",15.5,14,17,2
"Darcy Tucker","Fremantle",2021,"Optus Stadium",18.25,13,25,8
"Darcy Tucker","Fremantle",2021,"University of Tasmania Stadium",9,9,9,1
"Darcy Tucker","Fremantle",2022,"Adelaide Oval",15,15,15,1
"Darcy Tucker","Fremantle",2022,"GMHBA Stadium",17,17,17,1
"Darcy Tucker","Fremantle",2022,"Heritage Bank Stadium",12,12,12,1
"Darcy Tucker","Fremantle",2022,"MCG",12,12,12,1
"Darcy Tucker","Fremantle",2022,"Manuka Oval",0,0,0,1
"Darcy Tucker","Fremantle",2022,"Marvel Stadium",9,0,18,2
"Darcy Tucker","Fremantle",2022,"Optus Stadium",10.86,6,16,7
"Darcy Tucker","North Melbourne",2023,"Adelaide Hills",16,16,16,1
"Darcy Tucker","North Melbourne",2023,"Adelaide Oval",22,22,22,1
"Darcy Tucker","North Melbourne",2023,"Blundstone Arena",12,3,16,4
"Darcy Tucker","North Melbourne",2023,"GMHBA Stadium",12,12,12,1
"Darcy Tucker","North Melbourne",2023,"Heritage Bank Stadium",17,17,17,1
"Darcy Tucker","North Melbourne",2023,"MCG",17.5,17,18,2
"Darcy Tucker","North Melbourne",2023,"Marvel Stadium",20,15,24,6
"Darcy Tucker","North Melbourne",2023,"Optus Stadium",17,17,17,1
"Darcy Tucker","North Melbourne",2023,"University of Tasmania Stadium",6,6,6,1
"Darcy Wilmot","Brisbane Lions",2023,"Adelaide Hills",10,10,10,1
"Darcy Wilmot","Brisbane Lions",2023,"Adelaide Oval",11.5,11,12,2
"Darcy Wilmot","Brisbane Lions",2023,"Gabba",17.18,8,23,11
"Darcy Wilmot","Brisbane Lions",2023,"Heritage Bank Stadium",21,21,21,1
"Darcy Wilmot","Brisbane Lions",2023,"MCG",17.5,17,18,2
"Darcy Wilmot","Brisbane Lions",2023,"Manuka Oval",8,8,8,1
"Darcy Wilmot","Brisbane Lions",2023,"Marvel Stadium",13.5,8,16,4
"Darcy Wilmot","Brisbane Lions",2023,"Optus Stadium",16,16,16,1
"Darragh Joyce","Brisbane Lions",2023,"Adelaide Hills",13,13,13,1
"Darragh Joyce","Brisbane Lions",2023,"Gabba",7.5,6,9,2
"Darragh Joyce","Brisbane Lions",2023,"Manuka Oval",7,7,7,1
"Darragh Joyce","Brisbane Lions",2023,"Marvel Stadium",8,8,8,1
"Darragh Joyce","St Kilda",2018,"Adelaide Oval",3,3,3,1
"Darragh Joyce","St Kilda",2018,"MCG",10,10,10,1
"Darragh Joyce","St Kilda",2019,"Adelaide Arena at Jiangwan Stadium",15,15,15,1
"Darragh Joyce","St Kilda",2019,"Manuka Oval",11,11,11,1
"Darragh Joyce","St Kilda",2019,"Marvel Stadium",18,18,18,1
"Darragh Joyce","St Kilda",2021,"Adelaide Oval",9,9,9,1
"Darragh Joyce","St Kilda",2021,"GMHBA Stadium",9,9,9,1
"Darragh Joyce","St Kilda",2021,"Heritage Bank Stadium",9,9,9,1
"Darragh Joyce","St Kilda",2021,"Marvel Stadium",10,8,12,2
"Darragh Joyce","St Kilda",2022,"Marvel Stadium",7,7,7,1
"Darragh Joyce","St Kilda",2022,"Optus Stadium",11,11,11,1
"Darragh Joyce","St Kilda",2022,"SCG",0,0,0,1
"Darren Glass","West Coast Eagles",2014,"Domain Stadium",13.4,8,20,5
"Darren Glass","West Coast Eagles",2014,"MCG",15,8,22,2
"Darren Glass","West Coast Eagles",2014,"University of Tasmania Stadium",10,10,10,1
"Darren Minchington","Hawthorn",2020,"Adelaide Oval",7.5,6,9,2
"Darren Minchington","Hawthorn",2020,"GIANTS Stadium",13,13,13,1
"Darren Minchington","Hawthorn",2020,"SCG",11,11,11,1
"Darren Minchington","St Kilda",2014,"Marvel Stadium",9.33,6,12,3
"Darren Minchington","St Kilda",2015,"Blundstone Arena",11,11,11,1
"Darren Minchington","St Kilda",2015,"Marvel Stadium",9,8,10,4
"Darren Minchington","St Kilda",2016,"Heritage Bank Stadium",13,13,13,1
"Darren Minchington","St Kilda",2016,"MCG",11.5,8,15,2
"Darren Minchington","St Kilda",2016,"Marvel Stadium",10.67,6,16,9
"Darren Minchington","St Kilda",2016,"University of Tasmania Stadium",14,14,14,1
"Darren Minchington","St Kilda",2017,"Marvel Stadium",13.75,9,17,4
"Darren Minchington","St Kilda",2017,"University of Tasmania Stadium",14,14,14,1
"David Armitage","St Kilda",2014,"Adelaide Oval",22,22,22,1
"David Armitage","St Kilda",2014,"Blundstone Arena",29,29,29,1
"David Armitage","St Kilda",2014,"Domain Stadium",17,17,17,1
"David Armitage","St Kilda",2014,"GMHBA Stadium",21,21,21,1
"David Armitage","St Kilda",2014,"Heritage Bank Stadium",20,20,20,1
"David Armitage","St Kilda",2014,"MCG",26,26,26,1
"David Armitage","St Kilda",2014,"Marvel Stadium",21.62,14,29,8
"David Armitage","St Kilda",2014,"SCG",22,22,22,1
"David Armitage","St Kilda",2015,"Adelaide Oval",26.5,22,31,2
"David Armitage","St Kilda",2015,"Blundstone Arena",28,28,28,1
"David Armitage","St Kilda",2015,"Domain Stadium",27,27,27,1
"David Armitage","St Kilda",2015,"GIANTS Stadium",24,24,24,1
"David Armitage","St Kilda",2015,"Gabba",31,31,31,1
"David Armitage","St Kilda",2015,"Heritage Bank Stadium",36,36,36,1
"David Armitage","St Kilda",2015,"MCG",26.5,20,33,2
"David Armitage","St Kilda",2015,"Marvel Stadium",28.91,20,45,11
"David Armitage","St Kilda",2015,"Westpac Stadium",27,27,27,1
"David Armitage","St Kilda",2016,"Adelaide Oval",26.5,25,28,2
"David Armitage","St Kilda",2016,"Domain Stadium",20,20,20,1
"David Armitage","St Kilda",2016,"Heritage Bank Stadium",17,17,17,1
"David Armitage","St Kilda",2016,"MCG",19,18,20,3
"David Armitage","St Kilda",2016,"Marvel Stadium",21.14,14,30,14
"David Armitage","St Kilda",2016,"University of Tasmania Stadium",35,35,35,1
"David Armitage","St Kilda",2017,"Marvel Stadium",16.5,16,17,2
"David Armitage","St Kilda",2018,"Adelaide Oval",30,30,30,1
"David Armitage","St Kilda",2018,"Heritage Bank Stadium",25,25,25,1
"David Armitage","St Kilda",2018,"MCG",26,26,26,1
"David Armitage","St Kilda",2018,"Marvel Stadium",19.09,8,27,11
"David Armitage","St Kilda",2018,"Optus Stadium",8,8,8,1
"David Armitage","St Kilda",2019,"Marvel Stadium",16,16,16,1
"David Armitage","St Kilda",2019,"Riverway Stadium",17,17,17,1
"David Astbury","Richmond",2014,"Gabba",14,14,14,1
"David Astbury","Richmond",2014,"Heritage Bank Stadium",14,14,14,1
"David Astbury","Richmond",2014,"MCG",14.4,8,18,5
"David Astbury","Richmond",2014,"Marvel Stadium",8,8,8,1
"David Astbury","Richmond",2015,"Blundstone Arena",6,6,6,1
"David Astbury","Richmond",2015,"Gabba",14,14,14,1
"David Astbury","Richmond",2015,"MCG",11,11,11,2
"David Astbury","Richmond",2016,"Adelaide Oval",23,23,23,1
"David Astbury","Richmond",2016,"Blundstone Arena",9,9,9,1
"David Astbury","Richmond",2016,"Domain Stadium",10,10,10,1
"David Astbury","Richmond",2016,"MCG",13.67,9,19,12
"David Astbury","Richmond",2016,"Manuka Oval",10,10,10,1
"David Astbury","Richmond",2016,"Marvel Stadium",16,11,21,2
"David Astbury","Richmond",2016,"SCG",9,9,9,1
"David Astbury","Richmond",2017,"Adelaide Oval",18.5,17,20,2
"David Astbury","Richmond",2017,"Domain Stadium",19,19,19,1
"David Astbury","Richmond",2017,"GIANTS Stadium",14,14,14,1
"David Astbury","Richmond",2017,"GMHBA Stadium",15,15,15,1
"David Astbury","Richmond",2017,"Gabba",16,16,16,1
"David Astbury","Richmond",2017,"Heritage Bank Stadium",19,19,19,1
"David Astbury","Richmond",2017,"MCG",13.82,10,19,11
"David Astbury","Richmond",2017,"Marvel Stadium",17.75,15,20,4
"David Astbury","Richmond",2018,"Adelaide Oval",15,14,16,2
"David Astbury","Richmond",2018,"GIANTS Stadium",18,18,18,1
"David Astbury","Richmond",2018,"Heritage Bank Stadium",10,10,10,1
"David Astbury","Richmond",2018,"MCG",15.83,9,21,12
"David Astbury","Richmond",2018,"Marvel Stadium",16.33,14,20,3
"David Astbury","Richmond",2018,"Optus Stadium",7,7,7,1
"David Astbury","Richmond",2019,"Adelaide Oval",12,12,12,1
"David Astbury","Richmond",2019,"GIANTS Stadium",16,16,16,1
"David Astbury","Richmond",2019,"Heritage Bank Stadium",10,10,10,1
"David Astbury","Richmond",2019,"MCG",13.25,9,20,12
"David Astbury","Richmond",2019,"Marvel Stadium",15.67,12,20,3
"David Astbury","Richmond",2019,"Optus Stadium",17,17,17,1
"David Astbury","Richmond",2020,"Adelaide Oval",14,14,14,1
"David Astbury","Richmond",2020,"MCG",15,14,17,3
"David Astbury","Richmond",2020,"Marvel Stadium",14,14,14,1
"David Astbury","Richmond",2021,"Adelaide Oval",14,14,14,1
"David Astbury","Richmond",2021,"Gabba",12,12,12,1
"David Astbury","Richmond",2021,"Heritage Bank Stadium",15,15,15,1
"David Astbury","Richmond",2021,"MCG",14.3,9,20,10
"David Astbury","Richmond",2021,"Marvel Stadium",11,7,14,3
"David Astbury","Richmond",2021,"Optus Stadium",16,16,16,1
"David Cuningham","Carlton",2016,"Gabba",7,7,7,1
"David Cuningham","Carlton",2016,"MCG",12,11,13,2
"David Cuningham","Carlton",2017,"Domain Stadium",13,13,13,1
"David Cuningham","Carlton",2017,"Gabba",12,12,12,1
"David Cuningham","Carlton",2017,"Heritage Bank Stadium",10,10,10,1
"David Cuningham","Carlton",2017,"MCG",13.5,10,17,2
"David Cuningham","Carlton",2017,"Marvel Stadium",13.67,7,19,3
"David Cuningham","Carlton",2018,"Blundstone Arena",10,10,10,1
"David Cuningham","Carlton",2018,"GMHBA Stadium",5,5,5,1
"David Cuningham","Carlton",2018,"MCG",14,14,14,1
"David Cuningham","Carlton",2018,"Marvel Stadium",21,21,21,1
"David Cuningham","Carlton",2018,"SCG",11,11,11,1
"David Cuningham","Carlton",2019,"GMHBA Stadium",9,9,9,1
"David Cuningham","Carlton",2019,"MCG",22,21,23,3
"David Cuningham","Carlton",2019,"Marvel Stadium",13.25,11,15,4
"David Cuningham","Carlton",2019,"University of Tasmania Stadium",16,16,16,1
"David Cuningham","Carlton",2020,"GMHBA Stadium",9,9,9,1
"David Cuningham","Carlton",2020,"Gabba",11.33,9,14,3
"David Cuningham","Carlton",2020,"Heritage Bank Stadium",10.67,8,14,3
"David Cuningham","Carlton",2020,"MCG",18,8,28,2
"David Cuningham","Carlton",2020,"Marvel Stadium",11.5,11,12,2
"David Cuningham","Carlton",2020,"Optus Stadium",4,4,4,1
"David Cuningham","Carlton",2021,"MCG",12.5,0,25,2
"David Cuningham","Carlton",2021,"Marvel Stadium",14.5,12,17,2
"David Cuningham","Carlton",2023,"Heritage Bank Stadium",12,12,12,1
"David Cuningham","Carlton",2023,"MCG",12.5,10,16,4
"David Cuningham","Carlton",2023,"Marvel Stadium",17.5,14,24,4
"David Cuningham","Carlton",2023,"Optus Stadium",16,16,16,1
"David Ellard","Carlton",2014,"Domain Stadium",13,13,13,1
"David Ellard","Carlton",2014,"Gabba",6,6,6,1
"David Ellard","Carlton",2014,"MCG",11.25,8,15,4
"David Ellard","Carlton",2014,"Marvel Stadium",12.17,5,18,6
"David Ellard","Carlton",2014,"SCG",5,5,5,1
"David Ellard","Carlton",2015,"Domain Stadium",10,10,10,1
"David Ellard","Carlton",2015,"GIANTS Stadium",3,3,3,1
"David Ellard","Carlton",2015,"Gabba",12,12,12,1
"David Ellard","Carlton",2015,"MCG",9.75,7,12,4
"David Ellard","Carlton",2015,"Marvel Stadium",12,6,18,2
"David Ellard","Carlton",2015,"Westpac Stadium",14,14,14,1
"David Hale","Hawthorn",2014,"Accor Stadium",11,11,11,1
"David Hale","Hawthorn",2014,"Adelaide Oval",6,6,6,1
"David Hale","Hawthorn",2014,"Domain Stadium",9,9,9,1
"David Hale","Hawthorn",2014,"Heritage Bank Stadium",7,7,7,1
"David Hale","Hawthorn",2014,"MCG",10,5,14,10
"David Hale","Hawthorn",2014,"Marvel Stadium",5,4,6,2
"David Hale","Hawthorn",2014,"University of Tasmania Stadium",14.67,10,19,3
"David Hale","Hawthorn",2015,"Accor Stadium",8,8,8,1
"David Hale","Hawthorn",2015,"Adelaide Oval",15,15,15,1
"David Hale","Hawthorn",2015,"MCG",8.86,7,13,7
"David Hale","Hawthorn",2015,"Marvel Stadium",12.5,12,13,2
"David Hale","Hawthorn",2015,"University of Tasmania Stadium",10.33,6,15,3
"David Mackay","Adelaide Crows",2014,"Adelaide Oval",17.5,8,22,10
"David Mackay","Adelaide Crows",2014,"Domain Stadium",21,21,21,1
"David Mackay","Adelaide Crows",2014,"GIANTS Stadium",19,19,19,1
"David Mackay","Adelaide Crows",2014,"GMHBA Stadium",17,17,17,1
"David Mackay","Adelaide Crows",2014,"Gabba",21,21,21,1
"David Mackay","Adelaide Crows",2014,"MCG",17,15,19,2
"David Mackay","Adelaide Crows",2014,"Marvel Stadium",18.33,6,29,3
"David Mackay","Adelaide Crows",2015,"Adelaide Oval",14.89,6,24,9
"David Mackay","Adelaide Crows",2015,"Domain Stadium",14,14,14,1
"David Mackay","Adelaide Crows",2015,"GIANTS Stadium",24,24,24,1
"David Mackay","Adelaide Crows",2015,"Gabba",14,14,14,1
"David Mackay","Adelaide Crows",2015,"Heritage Bank Stadium",16,16,16,1
"David Mackay","Adelaide Crows",2015,"MCG",12,12,12,1
"David Mackay","Adelaide Crows",2015,"Marvel Stadium",10.33,8,14,3
"David Mackay","Adelaide Crows",2015,"SCG",16,16,16,1
"David Mackay","Adelaide Crows",2016,"Adelaide Oval",21,15,25,9
"David Mackay","Adelaide Crows",2016,"Domain Stadium",22,20,24,2
"David Mackay","Adelaide Crows",2016,"MCG",21,20,23,3
"David Mackay","Adelaide Crows",2016,"Marvel Stadium",13,11,15,3
"David Mackay","Adelaide Crows",2017,"Adelaide Oval",15.4,0,21,10
"David Mackay","Adelaide Crows",2017,"Blundstone Arena",16,16,16,1
"David Mackay","Adelaide Crows",2017,"Domain Stadium",17,17,17,1
"David Mackay","Adelaide Crows",2017,"GMHBA Stadium",13,13,13,1
"David Mackay","Adelaide Crows",2017,"Heritage Bank Stadium",23,23,23,1
"David Mackay","Adelaide Crows",2017,"MCG",18.67,13,22,3
"David Mackay","Adelaide Crows",2017,"Marvel Stadium",19,19,19,1
"David Mackay","Adelaide Crows",2017,"TIO Stadium",21,21,21,1
"David Mackay","Adelaide Crows",2018,"Adelaide Oval",15.7,11,22,10
"David Mackay","Adelaide Crows",2018,"MCG",16,16,16,1
"David Mackay","Adelaide Crows",2018,"Manuka Oval",17,17,17,1
"David Mackay","Adelaide Crows",2018,"Marvel Stadium",19.67,18,21,3
"David Mackay","Adelaide Crows",2018,"Optus Stadium",16,16,16,1
"David Mackay","Adelaide Crows",2018,"TIO Traeger Park",18,18,18,1
"David Mackay","Adelaide Crows",2019,"Adelaide Oval",16.78,13,23,9
"David Mackay","Adelaide Crows",2019,"Gabba",19,19,19,1
"David Mackay","Adelaide Crows",2019,"Heritage Bank Stadium",18,18,18,1
"David Mackay","Adelaide Crows",2019,"MCG",19,19,19,1
"David Mackay","Adelaide Crows",2019,"Mars Stadium",17,17,17,1
"David Mackay","Adelaide Crows",2019,"Marvel Stadium",17.5,17,18,2
"David Mackay","Adelaide Crows",2019,"Optus Stadium",18,18,18,1
"David Mackay","Adelaide Crows",2019,"SCG",17,17,17,1
"David Mackay","Adelaide Crows",2019,"TIO Stadium",16,16,16,1
"David Mackay","Adelaide Crows",2020,"Adelaide Oval",16,13,19,8
"David Mackay","Adelaide Crows",2020,"Gabba",16,16,16,1
"David Mackay","Adelaide Crows",2020,"Heritage Bank Stadium",11,11,11,1
"David Mackay","Adelaide Crows",2021,"Adelaide Oval",16.88,10,23,8
"David Mackay","Adelaide Crows",2021,"Cazalys Stadium",14,14,14,1
"David Mackay","Adelaide Crows",2021,"GIANTS Stadium",16,16,16,1
"David Mackay","Adelaide Crows",2021,"MCG",13,13,13,1
"David Mackay","Adelaide Crows",2021,"Mars Stadium",4,4,4,1
"David Mackay","Adelaide Crows",2021,"Marvel Stadium",7.5,0,14,4
"David Mackay","Adelaide Crows",2021,"Optus Stadium",14,14,14,1
"David Mackay","Adelaide Crows",2021,"SCG",14,14,14,1
"David Mirra","Hawthorn",2018,"Gabba",24,24,24,1
"David Mirra","Hawthorn",2018,"MCG",18,18,18,1
"David Mirra","Hawthorn",2018,"Marvel Stadium",16,15,17,2
"David Mirra","Hawthorn",2018,"SCG",7,7,7,1
"David Mirra","Hawthorn",2018,"University of Tasmania Stadium",15,15,15,1
"David Mirra","Hawthorn",2019,"Adelaide Oval",16,16,16,1
"David Mirra","Hawthorn",2019,"MCG",17,14,20,2
"David Mirra","Hawthorn",2019,"Marvel Stadium",20,20,20,1
"David Mundy","Fremantle",2014,"Adelaide Oval",31,31,31,1
"David Mundy","Fremantle",2014,"Domain Stadium",25.5,8,34,12
"David Mundy","Fremantle",2014,"GMHBA Stadium",27,27,27,1
"David Mundy","Fremantle",2014,"Gabba",24,24,24,1
"David Mundy","Fremantle",2014,"MCG",22,20,24,2
"David Mundy","Fremantle",2014,"Marvel Stadium",18,15,22,3
"David Mundy","Fremantle",2014,"SCG",31,31,31,1
"David Mundy","Fremantle",2014,"TIO Stadium",22,22,22,1
"David Mundy","Fremantle",2015,"Adelaide Oval",22,22,22,1
"David Mundy","Fremantle",2015,"Domain Stadium",26.83,19,35,12
"David Mundy","Fremantle",2015,"GMHBA Stadium",39,39,39,1
"David Mundy","Fremantle",2015,"Heritage Bank Stadium",25,25,25,1
"David Mundy","Fremantle",2015,"MCG",28,28,28,2
"David Mundy","Fremantle",2015,"Marvel Stadium",25.33,20,33,3
"David Mundy","Fremantle",2015,"University of Tasmania Stadium",24,24,24,1
"David Mundy","Fremantle",2016,"Adelaide Oval",19,19,19,1
"David Mundy","Fremantle",2016,"Domain Stadium",26.8,20,44,10
"David Mundy","Fremantle",2016,"GIANTS Stadium",15,15,15,1
"David Mundy","Fremantle",2016,"Gabba",20,20,20,1
"David Mundy","Fremantle",2016,"Heritage Bank Stadium",22,22,22,1
"David Mundy","Fremantle",2016,"MCG",18,18,18,1
"David Mundy","Fremantle",2016,"Marvel Stadium",21,21,21,1
"David Mundy","Fremantle",2016,"TIO Stadium",14,14,14,1
"David Mundy","Fremantle",2016,"University of Tasmania Stadium",29,29,29,1
"David Mundy","Fremantle",2017,"Adelaide Oval",11,7,15,2
"David Mundy","Fremantle",2017,"Domain Stadium",24.25,17,31,12
"David Mundy","Fremantle",2017,"GIANTS Stadium",12,12,12,1
"David Mundy","Fremantle",2017,"GMHBA Stadium",19,19,19,1
"David Mundy","Fremantle",2017,"Gabba",26,26,26,1
"David Mundy","Fremantle",2017,"MCG",20.5,18,23,2
"David Mundy","Fremantle",2017,"Marvel Stadium",25,25,25,1
"David Mundy","Fremantle",2017,"SCG",12,12,12,1
"David Mundy","Fremantle",2018,"Adelaide Oval",21,21,21,1
"David Mundy","Fremantle",2018,"GMHBA Stadium",22,22,22,1
"David Mundy","Fremantle",2018,"MCG",18,18,18,2
"David Mundy","Fremantle",2018,"Manuka Oval",32,32,32,1
"David Mundy","Fremantle",2018,"Marvel Stadium",17.5,15,20,2
"David Mundy","Fremantle",2018,"Optus Stadium",23.62,16,34,13
"David Mundy","Fremantle",2018,"SCG",22,22,22,1
"David Mundy","Fremantle",2018,"TIO Stadium",19,19,19,1
"David Mundy","Fremantle",2019,"Adelaide Oval",27,19,35,2
"David Mundy","Fremantle",2019,"Heritage Bank Stadium",15,15,15,1
"David Mundy","Fremantle",2019,"MCG",18,17,19,2
"David Mundy","Fremantle",2019,"Manuka Oval",25,25,25,1
"David Mundy","Fremantle",2019,"Marvel Stadium",22,14,34,3
"David Mundy","Fremantle",2019,"Optus Stadium",23.67,8,36,12
"David Mundy","Fremantle",2019,"University of Tasmania Stadium",22,22,22,1
"David Mundy","Fremantle",2020,"Cazalys Stadium",14,8,20,2
"David Mundy","Fremantle",2020,"Gabba",13,13,13,1
"David Mundy","Fremantle",2020,"Heritage Bank Stadium",17.83,12,25,6
"David Mundy","Fremantle",2020,"Optus Stadium",20.29,14,24,7
"David Mundy","Fremantle",2021,"Adelaide Oval",26.5,25,28,2
"David Mundy","Fremantle",2021,"Blundstone Arena",24,24,24,1
"David Mundy","Fremantle",2021,"Gabba",27,27,27,1
"David Mundy","Fremantle",2021,"Heritage Bank Stadium",17,17,17,1
"David Mundy","Fremantle",2021,"MCG",20,19,21,2
"David Mundy","Fremantle",2021,"Marvel Stadium",22,16,28,3
"David Mundy","Fremantle",2021,"Optus Stadium",26.91,13,35,11
"David Mundy","Fremantle",2021,"University of Tasmania Stadium",30,30,30,1
"David Mundy","Fremantle",2022,"Adelaide Oval",23,23,23,1
"David Mundy","Fremantle",2022,"GMHBA Stadium",22,22,22,1
"David Mundy","Fremantle",2022,"Heritage Bank Stadium",18,18,18,1
"David Mundy","Fremantle",2022,"MCG",16,16,16,1
"David Mundy","Fremantle",2022,"Manuka Oval",30,30,30,1
"David Mundy","Fremantle",2022,"Marvel Stadium",19.2,13,23,5
"David Mundy","Fremantle",2022,"Optus Stadium",25,19,35,10
"David Myers","Essendon",2014,"Adelaide Oval",24,24,24,1
"David Myers","Essendon",2014,"GIANTS Stadium",9,9,9,1
"David Myers","Essendon",2014,"MCG",21,17,26,5
"David Myers","Essendon",2014,"Marvel Stadium",22.22,18,29,9
"David Myers","Essendon",2014,"SCG",19,19,19,1
"David Myers","Essendon",2015,"Accor Stadium",1,1,1,1
"David Myers","Essendon",2015,"Marvel Stadium",22,22,22,1
"David Myers","Essendon",2017,"Domain Stadium",13,13,13,1
"David Myers","Essendon",2017,"GIANTS Stadium",17,17,17,1
