"","season","round.roundNumber","venue.name","full_name","team.name","starting_position","is_home","opponent","kicks","goals","behinds","handballs","disposals","timeOnGroundPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon"
"800",2023,2,"Optus Stadium","Tom Barrass","West Coast Eagles","Back","Home","GWS Giants",4,0,0,4,8,95,0,0,0
"801",2023,2,"Optus Stadium","Andrew Gaff","West Coast Eagles","INT","Home","GWS Giants",16,0,0,6,22,83,11,0,0
"802",2023,2,"Optus Stadium","Campbell Chesser","West Coast Eagles","Mid","Home","GWS Giants",3,0,1,3,6,55,0,0,0
"803",2023,2,"Optus Stadium","Jayden Hunt","West Coast Eagles","Back","Home","GWS Giants",17,2,0,5,22,87,0,0,0
"804",2023,2,"Optus Stadium","Liam Ryan","West Coast Eagles","Forward","Home","GWS Giants",13,1,1,4,17,84,0,0,0
"805",2023,2,"Optus Stadium","Liam Duggan","West Coast Eagles","Back","Home","GWS Giants",11,0,0,3,14,83,0,2,2
"806",2023,2,"Optus Stadium","Lachie Ash","GWS Giants","Back","Away","West Coast Eagles",17,0,0,4,21,86,0,4,4
"807",2023,2,"Optus Stadium","Toby Greene","GWS Giants","Forward","Away","West Coast Eagles",11,4,2,7,18,94,6,0,0
"808",2023,2,"Optus Stadium","Callan Ward","GWS Giants","Mid","Away","West Coast Eagles",6,0,1,16,22,86,12,0,0
"809",2023,2,"Optus Stadium","Jacob Wehr","GWS Giants","Mid","Away","West Coast Eagles",1,0,0,2,3,29,0,0,0
"810",2023,2,"Optus Stadium","Stephen Coniglio","GWS Giants","Mid","Away","West Coast Eagles",10,0,0,18,28,81,19,0,0
"811",2023,2,"Optus Stadium","Matt Flynn","GWS Giants","Ruck","Away","West Coast Eagles",7,0,0,10,17,80,22,0,0
"812",2023,2,"Optus Stadium","Jake Riccardi","GWS Giants","INT","Away","West Coast Eagles",5,0,1,6,11,58,3,0,0
"813",2023,2,"Optus Stadium","Harry Rowston","GWS Giants","INT","Away","West Coast Eagles",3,0,1,4,7,60,17,0,0
"814",2023,2,"Optus Stadium","Connor Idun","GWS Giants","Back","Away","West Coast Eagles",6,0,0,9,15,85,0,0,0
"815",2023,2,"Optus Stadium","Jack Buckley","GWS Giants","Back","Away","West Coast Eagles",11,0,0,10,21,90,0,0,0
"816",2023,2,"Optus Stadium","Harry Himmelberg","GWS Giants","Forward","Away","West Coast Eagles",4,1,1,4,8,78,3,0,0
"817",2023,2,"Optus Stadium","Nick Haynes","GWS Giants","Back","Away","West Coast Eagles",11,0,0,5,16,81,0,0,0
"818",2023,2,"Optus Stadium","Brent Daniels","GWS Giants","Forward","Away","West Coast Eagles",9,1,0,4,13,86,1,0,0
"819",2023,2,"Optus Stadium","Finn Callaghan","GWS Giants","Mid","Away","West Coast Eagles",9,0,1,10,19,85,5,0,0
"820",2023,2,"Optus Stadium","Jesse Hogan","GWS Giants","Forward","Away","West Coast Eagles",11,3,4,4,15,84,0,0,0
"821",2023,2,"Optus Stadium","Tom Green","GWS Giants","Mid","Away","West Coast Eagles",14,0,0,13,27,87,24,0,0
"822",2023,2,"Optus Stadium","James Peatling","GWS Giants","INT","Away","West Coast Eagles",9,0,1,0,9,75,0,0,0
"823",2023,2,"Optus Stadium","Adam Kennedy","GWS Giants","INT","Away","West Coast Eagles",7,0,0,2,9,75,0,0,0
"824",2023,2,"Optus Stadium","Daniel Lloyd","GWS Giants","Forward","Away","West Coast Eagles",6,1,0,7,13,84,0,0,0
"825",2023,2,"Optus Stadium","Isaac Cumming","GWS Giants","Back","Away","West Coast Eagles",16,0,0,7,23,90,0,11,10
"826",2023,2,"Optus Stadium","Cooper Hamilton","GWS Giants","Forward","Away","West Coast Eagles",8,1,0,11,19,84,0,0,0
"827",2023,2,"Optus Stadium","Conor Stone","GWS Giants","SUB","Away","West Coast Eagles",3,0,0,2,5,48,0,0,0
"828",2023,2,"Optus Stadium","Sam Taylor","GWS Giants","Back","Away","West Coast Eagles",5,0,0,8,13,92,0,0,0
"829",2023,3,"Marvel Stadium","Oskar Baker","Western Bulldogs","INT","Home","Brisbane Lions",17,1,0,1,18,75,0,0,0
"830",2023,3,"Marvel Stadium","Josh Bruce","Western Bulldogs","Back","Home","Brisbane Lions",6,0,0,5,11,97,0,0,0
"831",2023,3,"Marvel Stadium","Hayden Crozier","Western Bulldogs","INT","Home","Brisbane Lions",6,0,0,4,10,62,0,1,0
"832",2023,3,"Marvel Stadium","Bailey Dale","Western Bulldogs","Back","Home","Brisbane Lions",14,0,0,16,30,78,0,5,5
"833",2023,3,"Marvel Stadium","Caleb Daniel","Western Bulldogs","INT","Home","Brisbane Lions",10,0,0,9,19,81,1,0,0
"834",2023,3,"Marvel Stadium","Jack Macrae","Western Bulldogs","INT","Home","Brisbane Lions",17,0,0,13,30,80,8,0,0
"835",2023,3,"Marvel Stadium","Robbie McComb","Western Bulldogs","SUB","Home","Brisbane Lions",1,0,0,1,2,14,0,0,0
"836",2023,3,"Marvel Stadium","Aaron Naughton","Western Bulldogs","Forward","Home","Brisbane Lions",9,1,0,4,13,86,0,0,0
"837",2023,3,"Marvel Stadium","Ed Richards","Western Bulldogs","Back","Home","Brisbane Lions",19,0,1,6,25,88,0,2,1
"838",2023,3,"Marvel Stadium","Marcus Bontempelli","Western Bulldogs","Mid","Home","Brisbane Lions",16,0,1,12,28,89,15,0,0
"839",2023,3,"Marvel Stadium","Tim English","Western Bulldogs","Ruck","Home","Brisbane Lions",11,0,0,5,16,89,18,0,0
"840",2023,3,"Marvel Stadium","Anthony Scott","Western Bulldogs","Forward","Home","Brisbane Lions",8,0,0,8,16,77,0,0,0
"841",2023,3,"Marvel Stadium","Bailey Smith","Western Bulldogs","Forward","Home","Brisbane Lions",9,0,0,10,19,80,1,0,0
"842",2023,3,"Marvel Stadium","Bailey Williams","Western Bulldogs","Mid","Home","Brisbane Lions",11,1,2,6,17,80,0,0,0
"843",2023,3,"Marvel Stadium","Arthur Jones","Western Bulldogs","Mid","Home","Brisbane Lions",3,0,1,2,5,69,0,0,0
"844",2023,3,"Marvel Stadium","Tom Liberatore","Western Bulldogs","Mid","Home","Brisbane Lions",13,0,0,16,29,81,19,0,0
"845",2023,3,"Marvel Stadium","Alex Keath","Western Bulldogs","Back","Home","Brisbane Lions",11,0,0,10,21,100,0,0,0
"846",2023,3,"Marvel Stadium","Riley Garcia","Western Bulldogs","Forward","Home","Brisbane Lions",4,0,0,6,10,68,0,0,0
"847",2023,3,"Marvel Stadium","Liam Jones","Western Bulldogs","Back","Home","Brisbane Lions",9,0,0,1,10,100,0,0,0
"848",2023,3,"Marvel Stadium","Rory Lobb","Western Bulldogs","Forward","Home","Brisbane Lions",3,2,0,1,4,72,2,0,0
"849",2023,3,"Marvel Stadium","Jamarra Ugle-Hagan","Western Bulldogs","Forward","Home","Brisbane Lions",5,5,0,4,9,75,0,0,0
"850",2023,3,"Marvel Stadium","Jason Johannisen","Western Bulldogs","Back","Home","Brisbane Lions",14,0,0,1,15,75,0,2,1
"851",2023,3,"Marvel Stadium","Adam Treloar","Western Bulldogs","Mid","Home","Brisbane Lions",15,0,1,13,28,84,16,0,0
"852",2023,3,"Marvel Stadium","Darcy Fort","Brisbane Lions","INT","Away","Western Bulldogs",7,0,0,2,9,47,8,0,0
"853",2023,3,"Marvel Stadium","Lincoln McCarthy","Brisbane Lions","INT","Away","Western Bulldogs",4,0,0,4,8,75,0,0,0
"854",2023,3,"Marvel Stadium","Conor McKenna","Brisbane Lions","Back","Away","Western Bulldogs",14,0,0,5,19,87,0,3,2
"855",2023,3,"Marvel Stadium","Jack Payne","Brisbane Lions","Back","Away","Western Bulldogs",10,0,0,3,13,91,0,0,0
"856",2023,3,"Marvel Stadium","Joe Daniher","Brisbane Lions","Forward","Away","Western Bulldogs",6,0,4,1,7,81,0,0,0
"857",2023,3,"Marvel Stadium","Zac Bailey","Brisbane Lions","Mid","Away","Western Bulldogs",9,0,0,4,13,83,2,0,0
"858",2023,3,"Marvel Stadium","Cam Rayner","Brisbane Lions","Back","Away","Western Bulldogs",10,1,0,5,15,72,0,1,1
"859",2023,3,"Marvel Stadium","Oscar McInerney","Brisbane Lions","Ruck","Away","Western Bulldogs",3,0,1,9,12,79,12,0,0
"860",2023,3,"Marvel Stadium","Will Ashcroft","Brisbane Lions","Mid","Away","Western Bulldogs",12,0,0,11,23,78,6,0,0
"861",2023,3,"Marvel Stadium","Jack Gunston","Brisbane Lions","Forward","Away","Western Bulldogs",7,3,2,3,10,87,0,0,0
"862",2023,3,"Marvel Stadium","Josh Dunkley","Brisbane Lions","Mid","Away","Western Bulldogs",17,0,0,7,24,82,18,0,0
"863",2023,3,"Marvel Stadium","Darcy Wilmot","Brisbane Lions","INT","Away","Western Bulldogs",11,0,0,4,15,73,0,0,0
"864",2023,3,"Marvel Stadium","Lachie Neale","Brisbane Lions","Mid","Away","Western Bulldogs",12,1,1,19,31,88,19,0,0
"865",2023,3,"Marvel Stadium","Eric Hipwood","Brisbane Lions","Forward","Away","Western Bulldogs",5,1,1,1,6,85,0,0,0
"866",2023,3,"Marvel Stadium","Jarrod Berry","Brisbane Lions","Mid","Away","Western Bulldogs",11,0,0,7,18,81,7,0,0
"867",2023,3,"Marvel Stadium","Keidean Coleman","Brisbane Lions","INT","Away","Western Bulldogs",9,0,0,4,13,75,0,0,0
"868",2023,3,"Marvel Stadium","Hugh McCluggage","Brisbane Lions","Forward","Away","Western Bulldogs",11,0,0,8,19,75,7,0,0
"869",2023,3,"Marvel Stadium","Darragh Joyce","Brisbane Lions","Back","Away","Western Bulldogs",7,0,0,1,8,93,0,0,0
"870",2023,3,"Marvel Stadium","Harris Andrews","Brisbane Lions","Back","Away","Western Bulldogs",16,0,0,5,21,94,0,0,0
"871",2023,3,"Marvel Stadium","Noah Answerth","Brisbane Lions","SUB","Away","Western Bulldogs",3,0,0,2,5,28,0,0,0
"872",2023,3,"Marvel Stadium","Charlie Cameron","Brisbane Lions","Forward","Away","Western Bulldogs",7,1,1,1,8,84,0,0,0
"873",2023,3,"Marvel Stadium","Brandon Starcevich","Brisbane Lions","Back","Away","Western Bulldogs",16,0,0,4,20,84,0,2,2
"874",2023,3,"Marvel Stadium","Dayne Zorko","Brisbane Lions","Forward","Away","Western Bulldogs",9,0,0,10,19,79,1,0,0
"875",2023,3,"MCG","Taylor Adams","Collingwood","Forward","Home","Richmond",10,0,0,10,20,78,8,0,0
"876",2023,3,"MCG","Josh Carmichael","Collingwood","SUB","Home","Richmond",0,0,0,2,2,24,0,0,0
"877",2023,3,"MCG","Jack Crisp","Collingwood","INT","Home","Richmond",14,0,0,11,25,74,6,0,0
"878",2023,3,"MCG","Josh Daicos","Collingwood","Mid","Home","Richmond",19,1,0,9,28,82,3,0,0
"879",2023,3,"MCG","Billy Frampton","Collingwood","Back","Home","Richmond",8,0,0,5,13,100,0,0,0
"880",2023,3,"MCG","Will Hoskin-Elliott","Collingwood","INT","Home","Richmond",3,0,0,2,5,73,0,0,0
"881",2023,3,"MCG","Ash Johnson","Collingwood","Forward","Home","Richmond",9,1,3,6,15,65,2,0,0
"882",2023,3,"MCG","Brayden Maynard","Collingwood","Back","Home","Richmond",14,0,0,7,21,76,0,1,1
"883",2023,3,"MCG","Beau McCreery","Collingwood","INT","Home","Richmond",8,0,0,5,13,73,0,0,0
"884",2023,3,"MCG","Brody Mihocek","Collingwood","Forward","Home","Richmond",9,1,0,2,11,93,0,0,0
"885",2023,3,"MCG","Nathan Murphy","Collingwood","Back","Home","Richmond",7,0,0,3,10,84,0,0,0
"886",2023,3,"MCG","Darcy Cameron","Collingwood","Ruck","Home","Richmond",5,0,0,5,10,58,12,0,0
"887",2023,3,"MCG","Bobby Hill","Collingwood","Forward","Home","Richmond",6,1,1,3,9,73,0,0,0
"888",2023,3,"MCG","Steele Sidebottom","Collingwood","Mid","Home","Richmond",15,0,0,9,24,85,0,0,0
"889",2023,3,"MCG","John Noble","Collingwood","Back","Home","Richmond",10,0,0,6,16,74,0,1,1
"890",2023,3,"MCG","Jordan De Goey","Collingwood","Mid","Home","Richmond",23,0,3,12,35,91,13,0,0
"891",2023,3,"MCG","Tom Mitchell","Collingwood","Mid","Home","Richmond",12,0,0,18,30,80,13,0,0
"892",2023,3,"MCG","Scott Pendlebury","Collingwood","Mid","Home","Richmond",9,1,0,15,24,69,14,0,0
"893",2023,3,"MCG","Isaac Quaynor","Collingwood","INT","Home","Richmond",7,0,0,9,16,82,0,0,0
"894",2023,3,"MCG","Daniel McStay","Collingwood","Forward","Home","Richmond",11,1,2,5,16,96,5,0,0
"895",2023,3,"MCG","Jamie Elliott","Collingwood","Forward","Home","Richmond",9,2,1,8,17,82,0,0,0
"896",2023,3,"MCG","Nick Daicos","Collingwood","Back","Home","Richmond",16,0,0,17,33,89,0,5,5
"897",2023,3,"MCG","Darcy Moore","Collingwood","Back","Home","Richmond",5,0,0,2,7,98,0,0,0
"898",2023,3,"MCG","Judson Clarke","Richmond","INT","Away","Collingwood",6,1,0,6,12,78,0,0,0
"899",2023,3,"MCG","Trent Cotchin","Richmond","Mid","Away","Collingwood",14,0,0,9,23,79,8,0,0
"900",2023,3,"MCG","Noah Cumberland","Richmond","SUB","Away","Collingwood",5,0,0,2,7,41,0,0,0
"901",2023,3,"MCG","Jack Graham","Richmond","Forward","Away","Collingwood",4,0,0,10,14,82,8,0,0
"902",2023,3,"MCG","Tom Lynch","Richmond","Forward","Away","Collingwood",5,1,3,2,7,89,0,0,0
"903",2023,3,"MCG","Rhyan Mansell","Richmond","Forward","Away","Collingwood",6,1,1,2,8,74,0,0,0
"904",2023,3,"MCG","Marlion Pickett","Richmond","Mid","Away","Collingwood",6,0,0,13,19,81,1,0,0
"905",2023,3,"MCG","Dion Prestia","Richmond","Mid","Away","Collingwood",12,0,0,8,20,75,17,0,0
"906",2023,3,"MCG","Maurice Rioli","Richmond","Forward","Away","Collingwood",6,0,0,2,8,81,0,0,0
"907",2023,3,"MCG","Toby Nankervis","Richmond","Ruck","Away","Collingwood",8,0,0,12,20,82,18,0,0
"908",2023,3,"MCG","Nick Vlastuin","Richmond","Back","Away","Collingwood",16,0,0,4,20,86,0,7,7
"909",2023,3,"MCG","Daniel Rioli","Richmond","Back","Away","Collingwood",19,0,0,6,25,93,0,3,3
"910",2023,3,"MCG","Liam Baker","Richmond","Back","Away","Collingwood",17,0,0,15,32,89,2,2,2
"911",2023,3,"MCG","Shai Bolton","Richmond","Forward","Away","Collingwood",12,1,0,10,22,82,8,0,0
"912",2023,3,"MCG","Tylar Young","Richmond","Back","Away","Collingwood",5,0,0,1,6,92,0,0,0
"913",2023,3,"MCG","Jack Ross","Richmond","INT","Away","Collingwood",11,1,0,12,23,66,1,0,0
"914",2023,3,"MCG","Dylan Grimes","Richmond","Back","Away","Collingwood",10,0,0,1,11,77,0,1,0
"915",2023,3,"MCG","Kamdyn McIntosh","Richmond","Mid","Away","Collingwood",17,0,1,2,19,85,0,0,0
"916",2023,3,"MCG","Samson Ryan","Richmond","INT","Away","Collingwood",1,0,0,1,2,35,0,0,0
"917",2023,3,"MCG","Tim Taranto","Richmond","Mid","Away","Collingwood",16,0,1,13,29,82,13,0,0
"918",2023,3,"MCG","Noah Balta","Richmond","Back","Away","Collingwood",11,0,0,0,11,90,0,0,0
"919",2023,3,"MCG","Hugo Ralphsmith","Richmond","INT","Away","Collingwood",8,0,0,4,12,75,0,2,2
"920",2023,3,"MCG","Jack Riewoldt","Richmond","Forward","Away","Collingwood",4,2,1,2,6,87,0,0,0
"921",2023,3,"UTAS Stadium","Luke Breust","Hawthorn","Forward","Home","North Melbourne",5,0,2,3,8,86,0,0,0
"922",2023,3,"UTAS Stadium","Tyler Brockman","Hawthorn","Forward","Home","North Melbourne",8,3,1,3,11,77,0,0,0
"923",2023,3,"UTAS Stadium","Connor Macdonald","Hawthorn","INT","Home","North Melbourne",10,1,0,6,16,68,0,0,0
"924",2023,3,"UTAS Stadium","Dylan Moore","Hawthorn","Forward","Home","North Melbourne",18,2,1,8,26,86,0,0,0
"925",2023,3,"UTAS Stadium","Harry Morrison","Hawthorn","Mid","Home","North Melbourne",18,0,1,6,24,75,0,0,0
"926",2023,3,"UTAS Stadium","Conor Nash","Hawthorn","Mid","Home","North Melbourne",15,0,2,9,24,84,17,0,0
"927",2023,3,"UTAS Stadium","Ned Reeves","Hawthorn","Ruck","Home","North Melbourne",4,0,0,5,9,84,14,0,0
"928",2023,3,"UTAS Stadium","James Sicily","Hawthorn","Back","Home","North Melbourne",21,0,0,7,28,99,0,0,0
"929",2023,3,"UTAS Stadium","Changkuoth Jiath","Hawthorn","Back","Home","North Melbourne",12,0,0,9,21,77,0,0,0
"930",2023,3,"UTAS Stadium","Karl Amon","Hawthorn","Mid","Home","North Melbourne",16,0,0,8,24,82,0,0,0
"931",2023,3,"UTAS Stadium","Jack Scrimshaw","Hawthorn","Back","Home","North Melbourne",15,1,0,10,25,77,0,5,3
"932",2023,3,"UTAS Stadium","Blake Hardwick","Hawthorn","Back","Home","North Melbourne",19,0,0,4,23,87,0,1,1
"933",2023,3,"UTAS Stadium","Jai Newcombe","Hawthorn","Mid","Home","North Melbourne",15,1,1,7,22,88,12,0,0
"934",2023,3,"UTAS Stadium","Fergus Greene","Hawthorn","Forward","Home","North Melbourne",7,2,2,3,10,87,0,0,0
"935",2023,3,"UTAS Stadium","Lloyd Meek","Hawthorn","Forward","Home","North Melbourne",4,0,0,4,8,87,9,0,0
"936",2023,3,"UTAS Stadium","Sam Frost","Hawthorn","Back","Home","North Melbourne",12,0,0,7,19,89,0,0,0
"937",2023,3,"UTAS Stadium","Will Day","Hawthorn","Mid","Home","North Melbourne",20,0,1,9,29,83,15,0,0
"938",2023,3,"UTAS Stadium","Finn Maginness","Hawthorn","INT","Home","North Melbourne",6,0,0,5,11,57,0,0,0
"939",2023,3,"UTAS Stadium","Cam Mackenzie","Hawthorn","INT","Home","North Melbourne",11,0,1,9,20,71,4,0,0
"940",2023,3,"UTAS Stadium","Jarman Impey","Hawthorn","Back","Home","North Melbourne",12,0,0,5,17,77,0,0,0
"941",2023,3,"UTAS Stadium","James Worpel","Hawthorn","Forward","Home","North Melbourne",9,1,1,6,15,75,13,0,0
"942",2023,3,"UTAS Stadium","Josh Ward","Hawthorn","INT","Home","North Melbourne",14,0,0,13,27,79,8,0,0
"943",2023,3,"UTAS Stadium","Lachlan Bramble","Hawthorn","SUB","Home","North Melbourne",4,0,0,3,7,27,0,1,1
"944",2023,3,"UTAS Stadium","Aidan Corr","North Melbourne","Back","Away","Hawthorn",10,0,0,6,16,91,0,1,1
"945",2023,3,"UTAS Stadium","Hugh Greenwood","North Melbourne","INT","Away","Hawthorn",5,0,0,5,10,53,7,0,0
"946",2023,3,"UTAS Stadium","Daniel Howe","North Melbourne","INT","Away","Hawthorn",16,0,0,5,21,75,0,1,1
"947",2023,3,"UTAS Stadium","Nick Larkey","North Melbourne","Forward","Away","Hawthorn",2,2,0,3,5,100,0,0,0
"948",2023,3,"UTAS Stadium","Luke McDonald","North Melbourne","Back","Away","Hawthorn",18,0,0,2,20,93,0,3,3
"949",2023,3,"UTAS Stadium","Tom Powell","North Melbourne","Mid","Away","Hawthorn",12,0,1,8,20,76,12,0,0
"950",2023,3,"UTAS Stadium","Curtis Taylor","North Melbourne","Mid","Away","Hawthorn",10,1,1,4,14,85,0,0,0
"951",2023,3,"UTAS Stadium","Cameron Zurhaar","North Melbourne","Forward","Away","Hawthorn",13,2,0,7,20,82,9,0,0
"952",2023,3,"UTAS Stadium","Darcy Tucker","North Melbourne","SUB","Away","Hawthorn",2,1,0,4,6,26,6,0,0
"953",2023,3,"UTAS Stadium","Will Phillips","North Melbourne","Mid","Away","Hawthorn",6,0,0,10,16,76,17,0,0
"954",2023,3,"UTAS Stadium","Ben Cunnington","North Melbourne","Mid","Away","Hawthorn",4,0,0,17,21,72,16,0,0
"955",2023,3,"UTAS Stadium","Paul Curtis","North Melbourne","Forward","Away","Hawthorn",6,1,1,3,9,74,1,0,0
"956",2023,3,"UTAS Stadium","Liam Shiels","North Melbourne","Forward","Away","Hawthorn",8,0,0,6,14,79,0,0,0
"957",2023,3,"UTAS Stadium","Griffin Logue","North Melbourne","Back","Away","Hawthorn",12,0,0,4,16,97,0,0,0
"958",2023,3,"UTAS Stadium","Kayne Turner","North Melbourne","Forward","Away","Hawthorn",4,1,1,5,9,77,0,0,0
"959",2023,3,"UTAS Stadium","Charlie Comben","North Melbourne","Forward","Away","Hawthorn",4,1,1,7,11,80,2,0,0
"960",2023,3,"UTAS Stadium","Harry Sheezel","North Melbourne","Back","Away","Hawthorn",14,0,0,12,26,81,0,3,2
"961",2023,3,"UTAS Stadium","Josh Goater","North Melbourne","INT","Away","Hawthorn",6,0,0,3,9,74,0,0,0
"962",2023,3,"UTAS Stadium","Jaidyn Stephenson","North Melbourne","INT","Away","Hawthorn",6,0,0,5,11,80,1,0,0
"963",2023,3,"UTAS Stadium","Bailey Scott","North Melbourne","Mid","Away","Hawthorn",13,0,0,4,17,78,0,0,0
"964",2023,3,"UTAS Stadium","Miller Bergman","North Melbourne","Back","Away","Hawthorn",9,0,0,5,14,80,0,0,0
"965",2023,3,"UTAS Stadium","Jack Ziebell","North Melbourne","Back","Away","Hawthorn",16,0,0,3,19,83,0,5,5
"966",2023,3,"UTAS Stadium","Todd Goldstein","North Melbourne","Ruck","Away","Hawthorn",5,0,0,13,18,86,21,0,0
"967",2023,3,"GIANTS Stadium","Lachie Ash","GWS Giants","Back","Home","Carlton",20,0,0,10,30,84,0,7,6
"968",2023,3,"GIANTS Stadium","Jack Buckley","GWS Giants","Back","Home","Carlton",7,0,0,5,12,90,0,0,0
"969",2023,3,"GIANTS Stadium","Finn Callaghan","GWS Giants","Mid","Home","Carlton",5,0,0,8,13,86,0,0,0
"970",2023,3,"GIANTS Stadium","Isaac Cumming","GWS Giants","Back","Home","Carlton",15,0,0,7,22,67,0,8,6
"971",2023,3,"GIANTS Stadium","Brent Daniels","GWS Giants","Forward","Home","Carlton",7,2,0,8,15,82,0,0,0
"972",2023,3,"GIANTS Stadium","Toby Greene","GWS Giants","Forward","Home","Carlton",3,1,0,2,5,91,0,0,0
"973",2023,3,"GIANTS Stadium","Cooper Hamilton","GWS Giants","Mid","Home","Carlton",5,0,1,7,12,63,0,0,0
"974",2023,3,"GIANTS Stadium","Harry Himmelberg","GWS Giants","Forward","Home","Carlton",9,0,0,3,12,77,2,0,0
"975",2023,3,"GIANTS Stadium","Jesse Hogan","GWS Giants","Forward","Home","Carlton",6,2,0,3,9,84,0,0,0
"976",2023,3,"GIANTS Stadium","Stephen Coniglio","GWS Giants","Mid","Home","Carlton",17,0,1,12,29,80,18,0,0
"977",2023,3,"GIANTS Stadium","Josh Kelly","GWS Giants","Mid","Home","Carlton",18,1,0,12,30,84,16,0,0
"978",2023,3,"GIANTS Stadium","Sam Taylor","GWS Giants","Back","Home","Carlton",4,0,0,9,13,99,0,0,0
"979",2023,3,"GIANTS Stadium","Callan Ward","GWS Giants","Forward","Home","Carlton",9,1,1,10,19,80,0,0,0
"980",2023,3,"GIANTS Stadium","Matt Flynn","GWS Giants","Ruck","Home","Carlton",7,0,0,6,13,78,20,0,0
"981",2023,3,"GIANTS Stadium","Tom Green","GWS Giants","Mid","Home","Carlton",15,0,0,19,34,87,19,0,0
"982",2023,3,"GIANTS Stadium","Daniel Lloyd","GWS Giants","Forward","Home","Carlton",9,0,0,6,15,83,0,0,0
"983",2023,3,"GIANTS Stadium","Harry Rowston","GWS Giants","INT","Home","Carlton",7,0,0,7,14,64,13,0,0
"984",2023,3,"GIANTS Stadium","Nick Haynes","GWS Giants","INT","Home","Carlton",15,0,0,7,22,90,0,0,0
"985",2023,3,"GIANTS Stadium","Lachie Whitfield","GWS Giants","Back","Home","Carlton",14,0,0,13,27,83,0,4,3
"986",2023,3,"GIANTS Stadium","Connor Idun","GWS Giants","Back","Home","Carlton",6,0,0,8,14,89,0,0,0
"987",2023,3,"GIANTS Stadium","James Peatling","GWS Giants","INT","Home","Carlton",3,0,1,4,7,78,0,0,0
"988",2023,3,"GIANTS Stadium","Jake Riccardi","GWS Giants","INT","Home","Carlton",9,2,1,0,9,59,0,0,0
"989",2023,3,"GIANTS Stadium","Conor Stone","GWS Giants","SUB","Home","Carlton",3,0,0,1,4,21,0,0,0
"990",2023,3,"GIANTS Stadium","Blake Acres","Carlton","Mid","Away","GWS Giants",14,0,1,7,21,84,1,0,0
"991",2023,3,"GIANTS Stadium","Adam Cerra","Carlton","Mid","Away","GWS Giants",12,0,0,16,28,82,11,1,1
"992",2023,3,"GIANTS Stadium","Lachlan Cowan","Carlton","INT","Away","GWS Giants",10,0,0,1,11,64,0,0,0
"993",2023,3,"GIANTS Stadium","Charlie Curnow","Carlton","Forward","Away","GWS Giants",11,2,3,6,17,100,0,0,0
"994",2023,3,"GIANTS Stadium","Mitch McGovern","Carlton","Back","Away","GWS Giants",11,0,0,4,15,75,0,2,1
"995",2023,3,"GIANTS Stadium","Jesse Motlop","Carlton","Forward","Away","GWS Giants",12,2,0,5,17,80,0,0,0
"996",2023,3,"GIANTS Stadium","Nic Newman","Carlton","Back","Away","GWS Giants",17,0,0,7,24,94,0,3,3
"997",2023,3,"GIANTS Stadium","Lochie O'Brien","Carlton","SUB","Away","GWS Giants",4,0,1,3,7,57,0,0,0
"998",2023,3,"GIANTS Stadium","Ed Curnow","Carlton","Mid","Away","GWS Giants",10,0,2,3,13,75,15,0,0
"999",2023,3,"GIANTS Stadium","Tom De Koning","Carlton","Ruck","Away","GWS Giants",4,0,1,8,12,64,8,0,0
"1000",2023,3,"GIANTS Stadium","Sam Docherty","Carlton","Back","Away","GWS Giants",22,1,0,17,39,89,5,1,1
"1001",2023,3,"GIANTS Stadium","Matthew Owies","Carlton","Forward","Away","GWS Giants",2,2,0,2,4,23,0,0,0
"1002",2023,3,"GIANTS Stadium","Adam Saad","Carlton","Back","Away","GWS Giants",15,0,0,8,23,81,0,1,1
"1003",2023,3,"GIANTS Stadium","Corey Durdin","Carlton","Forward","Away","GWS Giants",6,1,1,2,8,71,0,0,0
"1004",2023,3,"GIANTS Stadium","Harry McKay","Carlton","Forward","Away","GWS Giants",5,0,1,2,7,91,0,0,0
"1005",2023,3,"GIANTS Stadium","Oliver Hollands","Carlton","Mid","Away","GWS Giants",8,0,0,5,13,85,0,0,0
"1006",2023,3,"GIANTS Stadium","Jack Silvagni","Carlton","Forward","Away","GWS Giants",13,1,0,6,19,91,0,0,0
"1007",2023,3,"GIANTS Stadium","George Hewett","Carlton","INT","Away","GWS Giants",8,0,0,12,20,76,16,0,0
"1008",2023,3,"GIANTS Stadium","Marc Pittonet","Carlton","INT","Away","GWS Giants",4,0,0,8,12,54,14,0,0
"1009",2023,3,"GIANTS Stadium","Patrick Cripps","Carlton","Mid","Away","GWS Giants",17,0,2,25,42,89,18,0,0
"1010",2023,3,"GIANTS Stadium","Jacob Weitering","Carlton","Back","Away","GWS Giants",13,0,0,4,17,100,0,1,1
"1011",2023,3,"GIANTS Stadium","Zac Fisher","Carlton","INT","Away","GWS Giants",10,0,0,7,17,74,0,0,0
"1012",2023,3,"GIANTS Stadium","Lewis Young","Carlton","Back","Away","GWS Giants",7,0,0,4,11,100,0,0,0
"1013",2023,3,"MCG","Josh Battle","St Kilda","Back","Home","Essendon",10,0,0,4,14,95,0,0,0
"1014",2023,3,"MCG","Dan Butler","St Kilda","INT","Home","Essendon",11,4,0,2,13,73,0,0,0
"1015",2023,3,"MCG","Ryan Byrnes","St Kilda","Mid","Home","Essendon",12,0,1,11,23,96,0,0,0
