"full_name","team.name","season","is_home","mean_disposals","min_disposals","max_disposals","games_played"
"Aaron Black","Geelong Cats",2017,"Away",17,15,21,3
"Aaron Black","Geelong Cats",2017,"Home",12,12,12,1
"Aaron Black","Geelong Cats",2018,"Away",16,16,16,1
"Aaron Black","Geelong Cats",2018,"Home",12,6,18,2
"Aaron Black","North Melbourne",2014,"Away",10.09,6,13,11
"Aaron Black","North Melbourne",2014,"Home",10.73,7,17,11
"Aaron Black","North Melbourne",2015,"Away",10,10,10,1
"Aaron Black","North Melbourne",2015,"Home",8,6,10,2
"Aaron Black","West Coast Eagles",2022,"Away",15,15,15,1
"Aaron Cadman","GWS Giants",2023,"Away",5,4,7,3
"Aaron Cadman","GWS Giants",2023,"Home",4,2,6,6
"Aaron Edwards","Richmond",2014,"Away",16,16,16,1
"Aaron Edwards","Richmond",2014,"Home",10.5,6,15,2
"Aaron Francis","Essendon",2016,"Away",7.5,7,8,2
"Aaron Francis","Essendon",2016,"Home",16,16,16,1
"Aaron Francis","Essendon",2017,"Away",13,13,13,1
"Aaron Francis","Essendon",2017,"Home",9,9,9,1
"Aaron Francis","Essendon",2018,"Away",13,7,19,3
"Aaron Francis","Essendon",2018,"Home",13.5,13,14,2
"Aaron Francis","Essendon",2019,"Away",12.67,9,17,9
"Aaron Francis","Essendon",2019,"Home",13,8,16,7
"Aaron Francis","Essendon",2020,"Away",11,9,13,3
"Aaron Francis","Essendon",2020,"Home",9.2,2,14,5
"Aaron Francis","Essendon",2021,"Away",10.86,5,15,7
"Aaron Francis","Essendon",2021,"Home",12,3,20,7
"Aaron Francis","Essendon",2022,"Away",4,4,4,2
"Aaron Francis","Essendon",2022,"Home",10,9,11,2
"Aaron Francis","Sydney Swans",2023,"Away",8.75,7,12,4
"Aaron Francis","Sydney Swans",2023,"Home",11.33,7,16,6
"Aaron Hall","Gold Coast Suns",2014,"Away",11.11,6,16,9
"Aaron Hall","Gold Coast Suns",2014,"Home",15.71,11,22,7
"Aaron Hall","Gold Coast Suns",2015,"Away",20.12,3,31,8
"Aaron Hall","Gold Coast Suns",2015,"Home",18.43,4,31,7
"Aaron Hall","Gold Coast Suns",2016,"Away",26.89,20,32,9
"Aaron Hall","Gold Coast Suns",2016,"Home",28.88,19,40,8
"Aaron Hall","Gold Coast Suns",2017,"Away",22.67,14,29,9
"Aaron Hall","Gold Coast Suns",2017,"Home",28.3,21,40,10
"Aaron Hall","Gold Coast Suns",2018,"Away",23,20,26,2
"Aaron Hall","Gold Coast Suns",2018,"Home",16.25,5,29,4
"Aaron Hall","North Melbourne",2019,"Away",18.33,16,20,3
"Aaron Hall","North Melbourne",2019,"Home",21,16,26,3
"Aaron Hall","North Melbourne",2020,"Away",14.12,5,23,8
"Aaron Hall","North Melbourne",2020,"Home",15.14,9,21,7
"Aaron Hall","North Melbourne",2021,"Away",25.6,3,38,10
"Aaron Hall","North Melbourne",2021,"Home",30.2,17,37,10
"Aaron Hall","North Melbourne",2022,"Away",22.4,3,31,5
"Aaron Hall","North Melbourne",2022,"Home",24.5,14,38,6
"Aaron Hall","North Melbourne",2023,"Away",23.5,15,30,4
"Aaron Hall","North Melbourne",2023,"Home",23,21,25,2
"Aaron Mullett","Carlton",2018,"Away",15,8,19,5
"Aaron Mullett","Carlton",2018,"Home",15,6,28,8
"Aaron Mullett","North Melbourne",2014,"Away",14.22,6,19,9
"Aaron Mullett","North Melbourne",2014,"Home",15.12,7,22,8
"Aaron Mullett","North Melbourne",2015,"Away",8.5,3,14,2
"Aaron Mullett","North Melbourne",2015,"Home",12,7,17,2
"Aaron Mullett","North Melbourne",2016,"Away",14.25,9,19,8
"Aaron Mullett","North Melbourne",2016,"Home",18,13,28,6
"Aaron Mullett","North Melbourne",2017,"Away",18.3,11,27,10
"Aaron Mullett","North Melbourne",2017,"Home",22.12,15,28,8
"Aaron Naughton","Western Bulldogs",2018,"Away",11.62,3,18,8
"Aaron Naughton","Western Bulldogs",2018,"Home",11.5,1,20,10
"Aaron Naughton","Western Bulldogs",2019,"Away",10,6,14,11
"Aaron Naughton","Western Bulldogs",2019,"Home",12.27,5,20,11
"Aaron Naughton","Western Bulldogs",2020,"Away",7.4,4,13,5
"Aaron Naughton","Western Bulldogs",2020,"Home",7,2,10,6
"Aaron Naughton","Western Bulldogs",2021,"Away",11.64,4,19,11
"Aaron Naughton","Western Bulldogs",2021,"Home",11.2,5,18,10
"Aaron Naughton","Western Bulldogs",2022,"Away",12.82,8,16,11
"Aaron Naughton","Western Bulldogs",2022,"Home",10.4,8,15,10
"Aaron Naughton","Western Bulldogs",2023,"Away",11.38,10,13,8
"Aaron Naughton","Western Bulldogs",2023,"Home",11.14,6,15,7
"Aaron Sandilands","Fremantle",2014,"Away",13.4,8,21,10
"Aaron Sandilands","Fremantle",2014,"Home",12.45,7,20,11
"Aaron Sandilands","Fremantle",2015,"Away",11.6,7,17,10
"Aaron Sandilands","Fremantle",2015,"Home",13.27,8,21,11
"Aaron Sandilands","Fremantle",2016,"Away",3,3,3,1
"Aaron Sandilands","Fremantle",2016,"Home",9.5,5,15,4
"Aaron Sandilands","Fremantle",2017,"Away",12,9,14,4
"Aaron Sandilands","Fremantle",2017,"Home",10.33,2,15,6
"Aaron Sandilands","Fremantle",2018,"Away",12.5,6,16,6
"Aaron Sandilands","Fremantle",2018,"Home",9.8,7,13,5
"Aaron Sandilands","Fremantle",2019,"Away",10,8,12,2
"Aaron Sandilands","Fremantle",2019,"Home",13.25,8,16,4
"Aaron Young","Gold Coast Suns",2018,"Away",15.55,9,22,11
"Aaron Young","Gold Coast Suns",2018,"Home",14.18,6,27,11
"Aaron Young","Gold Coast Suns",2019,"Away",10,10,10,1
"Aaron Young","Gold Coast Suns",2019,"Home",11,11,11,1
"Aaron Young","Port Adelaide",2014,"Away",12,3,18,6
"Aaron Young","Port Adelaide",2014,"Home",10.12,5,16,8
"Aaron Young","Port Adelaide",2015,"Away",12.4,6,18,5
"Aaron Young","Port Adelaide",2015,"Home",13.5,7,25,6
"Aaron Young","Port Adelaide",2016,"Away",16.91,8,24,11
"Aaron Young","Port Adelaide",2016,"Home",15,8,22,10
"Aaron Young","Port Adelaide",2017,"Away",11.5,8,17,6
"Aaron Young","Port Adelaide",2017,"Home",12.57,5,16,7
"Aaron vandenBerg","Melbourne",2015,"Away",16.83,11,20,6
"Aaron vandenBerg","Melbourne",2015,"Home",16.75,5,29,8
"Aaron vandenBerg","Melbourne",2016,"Away",12.38,8,16,8
"Aaron vandenBerg","Melbourne",2016,"Home",17.67,14,22,6
"Aaron vandenBerg","Melbourne",2018,"Away",14,14,14,1
"Aaron vandenBerg","Melbourne",2018,"Home",15,10,21,3
"Aaron vandenBerg","Melbourne",2020,"Away",11.6,6,15,5
"Aaron vandenBerg","Melbourne",2020,"Home",12,7,18,7
"Aaron vandenBerg","Melbourne",2021,"Away",11,11,11,1
"Aaron vandenBerg","Melbourne",2021,"Home",5.33,0,16,3
"Adam Carter","West Coast Eagles",2014,"Away",11,11,11,1
"Adam Carter","West Coast Eagles",2014,"Home",9,9,9,1
"Adam Cerra","Carlton",2022,"Away",22,2,32,8
"Adam Cerra","Carlton",2022,"Home",24.4,13,32,10
"Adam Cerra","Carlton",2023,"Away",25.12,18,30,8
"Adam Cerra","Carlton",2023,"Home",29.71,20,39,7
"Adam Cerra","Fremantle",2018,"Away",13.2,7,23,10
"Adam Cerra","Fremantle",2018,"Home",14.09,8,30,11
"Adam Cerra","Fremantle",2019,"Away",14.7,9,25,10
"Adam Cerra","Fremantle",2019,"Home",16.2,11,24,10
"Adam Cerra","Fremantle",2020,"Away",16.86,11,30,7
"Adam Cerra","Fremantle",2020,"Home",17.7,13,26,10
"Adam Cerra","Fremantle",2021,"Away",22.12,4,30,8
"Adam Cerra","Fremantle",2021,"Home",23.8,18,33,10
"Adam Cooney","Essendon",2015,"Away",16.83,13,20,6
"Adam Cooney","Essendon",2015,"Home",17.2,13,19,5
"Adam Cooney","Essendon",2016,"Away",21,13,28,10
"Adam Cooney","Essendon",2016,"Home",24.7,19,33,10
"Adam Cooney","Western Bulldogs",2014,"Away",19.44,7,26,9
"Adam Cooney","Western Bulldogs",2014,"Home",19.89,4,26,9
"Adam Goodes","Sydney Swans",2014,"Away",12.22,5,16,9
"Adam Goodes","Sydney Swans",2014,"Home",14.38,10,18,8
"Adam Goodes","Sydney Swans",2015,"Away",15.2,6,26,10
"Adam Goodes","Sydney Swans",2015,"Home",14.67,9,23,9
"Adam Kennedy","GWS Giants",2014,"Away",17.89,12,22,9
"Adam Kennedy","GWS Giants",2014,"Home",15.18,10,19,11
"Adam Kennedy","GWS Giants",2015,"Away",15,7,20,4
"Adam Kennedy","GWS Giants",2015,"Home",15,8,22,3
"Adam Kennedy","GWS Giants",2016,"Away",13.14,8,20,7
"Adam Kennedy","GWS Giants",2016,"Home",15.38,6,19,8
"Adam Kennedy","GWS Giants",2017,"Away",11.25,3,17,4
"Adam Kennedy","GWS Giants",2017,"Home",15.33,14,18,3
"Adam Kennedy","GWS Giants",2018,"Away",20,15,26,3
"Adam Kennedy","GWS Giants",2018,"Home",15.5,11,21,4
"Adam Kennedy","GWS Giants",2019,"Away",16,10,23,10
"Adam Kennedy","GWS Giants",2019,"Home",17.22,10,22,9
"Adam Kennedy","GWS Giants",2020,"Away",14.33,8,19,3
"Adam Kennedy","GWS Giants",2020,"Home",8.33,1,13,3
"Adam Kennedy","GWS Giants",2021,"Away",14.5,11,18,4
"Adam Kennedy","GWS Giants",2021,"Home",14.6,10,17,5
"Adam Kennedy","GWS Giants",2022,"Away",12.67,0,18,9
"Adam Kennedy","GWS Giants",2022,"Home",16,6,24,9
"Adam Kennedy","GWS Giants",2023,"Away",7.5,6,9,2
"Adam Kennedy","GWS Giants",2023,"Home",7,3,12,3
"Adam Marcon","Richmond",2016,"Away",16,16,16,1
"Adam Marcon","Richmond",2016,"Home",22,22,22,1
"Adam Oxley","Collingwood",2015,"Away",17.11,8,30,9
"Adam Oxley","Collingwood",2015,"Home",20.12,6,33,8
"Adam Oxley","Collingwood",2016,"Away",19.25,7,25,4
"Adam Oxley","Collingwood",2016,"Home",15.62,11,21,8
"Adam Oxley","Collingwood",2018,"Away",11,11,11,1
"Adam Oxley","Collingwood",2018,"Home",11.5,11,12,2
"Adam Saad","Carlton",2021,"Away",18.64,12,25,11
"Adam Saad","Carlton",2021,"Home",19.91,11,26,11
"Adam Saad","Carlton",2022,"Away",22,13,27,11
"Adam Saad","Carlton",2022,"Home",21.7,14,28,10
"Adam Saad","Carlton",2023,"Away",20.5,14,25,8
"Adam Saad","Carlton",2023,"Home",21.83,16,29,6
"Adam Saad","Essendon",2018,"Away",19.36,12,26,11
"Adam Saad","Essendon",2018,"Home",14.91,2,24,11
"Adam Saad","Essendon",2019,"Away",16.91,12,27,11
"Adam Saad","Essendon",2019,"Home",18.4,11,23,10
"Adam Saad","Essendon",2020,"Away",17.89,11,21,9
"Adam Saad","Essendon",2020,"Home",19.88,11,28,8
"Adam Saad","Gold Coast Suns",2015,"Away",14.29,11,19,7
"Adam Saad","Gold Coast Suns",2015,"Home",19.11,10,26,9
"Adam Saad","Gold Coast Suns",2016,"Away",13.4,9,16,5
"Adam Saad","Gold Coast Suns",2016,"Home",16.8,15,20,5
"Adam Saad","Gold Coast Suns",2017,"Away",16.36,9,21,11
"Adam Saad","Gold Coast Suns",2017,"Home",16.82,9,24,11
"Adam Schneider","St Kilda",2014,"Away",14.25,7,22,8
"Adam Schneider","St Kilda",2014,"Home",18.2,7,26,5
"Adam Schneider","St Kilda",2015,"Away",18.75,14,28,8
"Adam Schneider","St Kilda",2015,"Home",19.14,12,25,7
"Adam Tomlinson","GWS Giants",2014,"Away",16.4,10,24,10
"Adam Tomlinson","GWS Giants",2014,"Home",15.89,12,20,9
"Adam Tomlinson","GWS Giants",2015,"Away",15,13,18,4
"Adam Tomlinson","GWS Giants",2015,"Home",12.5,1,20,4
"Adam Tomlinson","GWS Giants",2016,"Away",12.43,9,18,7
"Adam Tomlinson","GWS Giants",2016,"Home",13,9,20,5
"Adam Tomlinson","GWS Giants",2017,"Away",13.1,8,24,10
"Adam Tomlinson","GWS Giants",2017,"Home",14.27,9,22,11
"Adam Tomlinson","GWS Giants",2018,"Away",16.91,8,24,11
"Adam Tomlinson","GWS Giants",2018,"Home",16.64,10,27,11
"Adam Tomlinson","GWS Giants",2019,"Away",17.64,12,22,11
"Adam Tomlinson","GWS Giants",2019,"Home",17.45,13,24,11
"Adam Tomlinson","Melbourne",2020,"Away",12.86,7,18,7
"Adam Tomlinson","Melbourne",2020,"Home",12,6,19,6
"Adam Tomlinson","Melbourne",2021,"Away",11.5,0,17,4
"Adam Tomlinson","Melbourne",2021,"Home",12.67,8,15,3
"Adam Tomlinson","Melbourne",2022,"Away",10.5,0,23,4
"Adam Tomlinson","Melbourne",2022,"Home",11.25,8,15,4
"Adam Tomlinson","Melbourne",2023,"Away",15,13,17,2
"Adam Tomlinson","Melbourne",2023,"Home",15.33,12,19,3
"Adam Treloar","Collingwood",2016,"Away",30.82,23,36,11
"Adam Treloar","Collingwood",2016,"Home",30.36,25,38,11
"Adam Treloar","Collingwood",2017,"Away",31.6,25,39,10
"Adam Treloar","Collingwood",2017,"Home",28.36,21,35,11
"Adam Treloar","Collingwood",2018,"Away",29.5,24,36,6
"Adam Treloar","Collingwood",2018,"Home",32.43,19,42,7
"Adam Treloar","Collingwood",2019,"Away",34.09,27,39,11
"Adam Treloar","Collingwood",2019,"Home",33.09,23,40,11
"Adam Treloar","Collingwood",2020,"Away",28.67,22,34,3
"Adam Treloar","Collingwood",2020,"Home",28,24,35,5
"Adam Treloar","GWS Giants",2014,"Away",27,23,32,9
"Adam Treloar","GWS Giants",2014,"Home",28.09,22,34,11
"Adam Treloar","GWS Giants",2015,"Away",26.6,19,33,10
"Adam Treloar","GWS Giants",2015,"Home",28.36,24,35,11
"Adam Treloar","Western Bulldogs",2021,"Away",24.67,15,35,6
"Adam Treloar","Western Bulldogs",2021,"Home",22.71,14,29,7
"Adam Treloar","Western Bulldogs",2022,"Away",28.5,23,35,10
"Adam Treloar","Western Bulldogs",2022,"Home",25.82,22,32,11
"Adam Treloar","Western Bulldogs",2023,"Away",30.83,24,35,6
"Adam Treloar","Western Bulldogs",2023,"Home",27.6,22,34,5
"Ahmed Saad","St Kilda",2015,"Away",8.5,8,9,2
"Ahmed Saad","St Kilda",2015,"Home",4,4,4,2
"Aidan Corr","GWS Giants",2014,"Away",6.5,5,8,2
"Aidan Corr","GWS Giants",2014,"Home",8,4,12,2
"Aidan Corr","GWS Giants",2015,"Away",9.6,4,16,10
"Aidan Corr","GWS Giants",2015,"Home",7.44,3,9,9
"Aidan Corr","GWS Giants",2016,"Away",6.5,5,8,2
"Aidan Corr","GWS Giants",2016,"Home",12,12,12,1
"Aidan Corr","GWS Giants",2017,"Away",11.9,8,17,10
"Aidan Corr","GWS Giants",2017,"Home",10.6,0,16,10
"Aidan Corr","GWS Giants",2018,"Away",9.5,4,19,8
"Aidan Corr","GWS Giants",2018,"Home",10.88,5,15,8
"Aidan Corr","GWS Giants",2019,"Away",11,11,11,2
"Aidan Corr","GWS Giants",2019,"Home",9,6,12,2
"Aidan Corr","GWS Giants",2020,"Away",11.12,6,16,8
"Aidan Corr","GWS Giants",2020,"Home",13,9,21,7
"Aidan Corr","North Melbourne",2021,"Away",20,20,20,1
"Aidan Corr","North Melbourne",2021,"Home",12,12,12,1
"Aidan Corr","North Melbourne",2022,"Away",13.44,7,23,9
"Aidan Corr","North Melbourne",2022,"Home",15.64,9,29,11
"Aidan Corr","North Melbourne",2023,"Away",14.67,6,22,6
"Aidan Corr","North Melbourne",2023,"Home",12.8,8,17,5
"Aidan Riley","Melbourne",2014,"Away",10.4,3,17,5
"Aidan Riley","Melbourne",2014,"Home",12,4,17,4
"Aidan Riley","Melbourne",2015,"Away",7.5,3,12,2
"Aidan Riley","Melbourne",2015,"Home",10.5,10,11,2
"Aiden Begg","Collingwood",2022,"Away",13,13,13,1
"Aiden Begg","Collingwood",2022,"Home",8.5,2,15,2
"Aiden Bonar","GWS Giants",2018,"Away",14,12,16,2
"Aiden Bonar","GWS Giants",2018,"Home",7,5,9,2
"Aiden Bonar","GWS Giants",2019,"Home",9.5,7,12,2
"Aiden Bonar","North Melbourne",2020,"Away",9,5,11,3
"Aiden Bonar","North Melbourne",2020,"Home",8.33,6,11,3
"Aiden Bonar","North Melbourne",2021,"Away",14,6,20,5
"Aiden Bonar","North Melbourne",2021,"Home",7.4,3,10,5
"Aiden Bonar","North Melbourne",2022,"Away",5.2,0,10,5
"Aiden Bonar","North Melbourne",2022,"Home",11.8,8,14,5
"Aiden Bonar","North Melbourne",2023,"Home",12,9,15,2
"Aidyn Johnson","Port Adelaide",2017,"Away",6.5,6,7,2
"Aidyn Johnson","Port Adelaide",2017,"Home",11.33,7,14,3
"Aidyn Johnson","Port Adelaide",2018,"Away",7.33,4,9,3
"Aidyn Johnson","Port Adelaide",2018,"Home",7.5,7,8,2
"Aidyn Johnson","Port Adelaide",2019,"Home",12,12,12,1
"Alan Toovey","Collingwood",2014,"Away",11.22,5,17,9
"Alan Toovey","Collingwood",2014,"Home",11.38,5,20,8
"Alan Toovey","Collingwood",2015,"Away",11.44,1,17,9
"Alan Toovey","Collingwood",2015,"Home",11.55,6,16,11
"Alan Toovey","Collingwood",2016,"Away",12.5,11,14,2
"Alan Toovey","Collingwood",2016,"Home",10.5,1,15,6
"Alastair Lord","Essendon",2022,"Home",0,0,0,1
"Alec Waterman","Essendon",2021,"Away",8.29,5,11,7
"Alec Waterman","Essendon",2021,"Home",12.33,7,18,6
"Alec Waterman","Essendon",2022,"Away",7.5,5,9,4
"Alec Waterman","Essendon",2022,"Home",7.5,4,10,4
"Alex Browne","Essendon",2015,"Home",9,4,17,3
"Alex Cincotta","Carlton",2023,"Away",12.67,10,17,3
"Alex Cincotta","Carlton",2023,"Home",16.4,9,24,5
"Alex Davies","Gold Coast Suns",2021,"Away",16,16,16,1
"Alex Davies","Gold Coast Suns",2022,"Away",9,1,15,8
"Alex Davies","Gold Coast Suns",2022,"Home",11,7,16,7
"Alex Davies","Gold Coast Suns",2023,"Away",12,9,19,4
"Alex Davies","Gold Coast Suns",2023,"Home",14.75,12,17,4
"Alex Fasolo","Carlton",2019,"Away",7.5,6,9,2
"Alex Fasolo","Carlton",2019,"Home",5,5,5,1
"Alex Fasolo","Collingwood",2014,"Away",12.6,5,20,5
"Alex Fasolo","Collingwood",2014,"Home",16.71,5,32,7
"Alex Fasolo","Collingwood",2015,"Away",13.62,9,19,8
"Alex Fasolo","Collingwood",2015,"Home",14,4,19,9
"Alex Fasolo","Collingwood",2016,"Away",14,13,16,5
"Alex Fasolo","Collingwood",2016,"Home",14.57,4,22,7
"Alex Fasolo","Collingwood",2017,"Away",13.8,10,19,10
"Alex Fasolo","Collingwood",2017,"Home",13.11,8,22,9
"Alex Fasolo","Collingwood",2018,"Away",2,2,2,1
"Alex Johnson","Sydney Swans",2018,"Away",4,4,4,1
"Alex Johnson","Sydney Swans",2018,"Home",15,15,15,1
"Alex Keath","Adelaide Crows",2017,"Away",11.67,7,18,3
"Alex Keath","Adelaide Crows",2017,"Home",9.67,6,12,3
"Alex Keath","Adelaide Crows",2018,"Away",14,11,19,3
"Alex Keath","Adelaide Crows",2018,"Home",15,12,18,3
"Alex Keath","Adelaide Crows",2019,"Away",16.56,5,26,9
"Alex Keath","Adelaide Crows",2019,"Home",16.11,11,20,9
"Alex Keath","Western Bulldogs",2020,"Away",9,6,13,9
"Alex Keath","Western Bulldogs",2020,"Home",11.12,6,15,8
"Alex Keath","Western Bulldogs",2021,"Away",12,0,18,11
"Alex Keath","Western Bulldogs",2021,"Home",12.89,8,20,9
"Alex Keath","Western Bulldogs",2022,"Away",10.33,7,13,6
"Alex Keath","Western Bulldogs",2022,"Home",11.75,5,19,8
"Alex Keath","Western Bulldogs",2023,"Away",9,2,15,6
"Alex Keath","Western Bulldogs",2023,"Home",15.2,9,21,5
"Alex Morgan","North Melbourne",2018,"Away",6,6,6,1
"Alex Morgan","North Melbourne",2018,"Home",18,18,18,1
"Alex Neal-Bullen","Melbourne",2015,"Away",11,8,15,7
"Alex Neal-Bullen","Melbourne",2015,"Home",6.75,3,16,4
"Alex Neal-Bullen","Melbourne",2016,"Away",12,8,16,2
"Alex Neal-Bullen","Melbourne",2016,"Home",16,14,18,2
"Alex Neal-Bullen","Melbourne",2017,"Away",18.9,10,28,10
"Alex Neal-Bullen","Melbourne",2017,"Home",18.89,12,24,9
"Alex Neal-Bullen","Melbourne",2018,"Away",18.27,8,25,11
"Alex Neal-Bullen","Melbourne",2018,"Home",16.45,12,23,11
"Alex Neal-Bullen","Melbourne",2019,"Away",13.38,9,17,8
"Alex Neal-Bullen","Melbourne",2019,"Home",12.83,8,16,6
"Alex Neal-Bullen","Melbourne",2020,"Away",9.5,7,13,6
"Alex Neal-Bullen","Melbourne",2020,"Home",6,6,6,1
"Alex Neal-Bullen","Melbourne",2021,"Away",15.09,10,22,11
"Alex Neal-Bullen","Melbourne",2021,"Home",16,11,25,11
"Alex Neal-Bullen","Melbourne",2022,"Away",16.55,7,27,11
"Alex Neal-Bullen","Melbourne",2022,"Home",15,10,20,10
"Alex Neal-Bullen","Melbourne",2023,"Away",14,8,17,7
"Alex Neal-Bullen","Melbourne",2023,"Home",15.5,11,19,8
"Alex Pearce","Fremantle",2015,"Away",10.29,5,16,7
"Alex Pearce","Fremantle",2015,"Home",11,8,15,6
"Alex Pearce","Fremantle",2016,"Away",10.5,10,11,4
"Alex Pearce","Fremantle",2016,"Home",8.75,6,15,4
"Alex Pearce","Fremantle",2018,"Away",8.8,5,12,10
"Alex Pearce","Fremantle",2018,"Home",12.64,6,22,11
"Alex Pearce","Fremantle",2019,"Away",11.5,7,16,6
"Alex Pearce","Fremantle",2019,"Home",10,5,14,5
"Alex Pearce","Fremantle",2021,"Away",7.8,2,12,5
"Alex Pearce","Fremantle",2021,"Home",11.4,6,16,5
"Alex Pearce","Fremantle",2022,"Away",11.5,6,16,10
"Alex Pearce","Fremantle",2022,"Home",11,7,16,9
"Alex Pearce","Fremantle",2023,"Away",10.86,5,20,7
"Alex Pearce","Fremantle",2023,"Home",9.38,4,13,8
"Alex Rance","Richmond",2014,"Away",16.78,8,21,9
"Alex Rance","Richmond",2014,"Home",18,12,29,8
"Alex Rance","Richmond",2015,"Away",16.45,10,22,11
"Alex Rance","Richmond",2015,"Home",18.18,10,28,11
"Alex Rance","Richmond",2016,"Away",18.64,15,26,11
"Alex Rance","Richmond",2016,"Home",18.67,13,26,9
"Alex Rance","Richmond",2017,"Away",15.36,9,20,11
"Alex Rance","Richmond",2017,"Home",17.09,11,21,11
"Alex Rance","Richmond",2018,"Away",16.82,10,20,11
"Alex Rance","Richmond",2018,"Home",15.18,12,20,11
"Alex Rance","Richmond",2019,"Away",6,6,6,1
"Alex Sexton","Gold Coast Suns",2014,"Away",6.88,4,10,8
"Alex Sexton","Gold Coast Suns",2014,"Home",11,5,15,6
"Alex Sexton","Gold Coast Suns",2015,"Away",8.43,4,12,7
"Alex Sexton","Gold Coast Suns",2015,"Home",14.5,8,19,6
"Alex Sexton","Gold Coast Suns",2016,"Away",16.62,9,25,8
"Alex Sexton","Gold Coast Suns",2016,"Home",15.1,4,26,10
"Alex Sexton","Gold Coast Suns",2017,"Away",16.8,11,26,10
"Alex Sexton","Gold Coast Suns",2017,"Home",14.6,3,25,10
"Alex Sexton","Gold Coast Suns",2018,"Away",13.36,9,17,11
"Alex Sexton","Gold Coast Suns",2018,"Home",13.91,9,20,11
"Alex Sexton","Gold Coast Suns",2019,"Away",11.09,5,18,11
"Alex Sexton","Gold Coast Suns",2019,"Home",11.82,7,17,11
"Alex Sexton","Gold Coast Suns",2020,"Away",9.57,5,15,7
"Alex Sexton","Gold Coast Suns",2020,"Home",9.14,6,14,7
"Alex Sexton","Gold Coast Suns",2021,"Away",9.91,0,20,11
"Alex Sexton","Gold Coast Suns",2021,"Home",10.8,0,19,10
"Alex Sexton","Gold Coast Suns",2022,"Away",6.67,0,14,3
"Alex Sexton","Gold Coast Suns",2022,"Home",3,3,3,1
"Alex Sexton","Gold Coast Suns",2023,"Away",4.4,3,8,5
"Alex Sexton","Gold Coast Suns",2023,"Home",3,3,3,1
"Alex Silvagni","Carlton",2017,"Away",13.67,13,15,3
"Alex Silvagni","Carlton",2017,"Home",8,0,17,4
"Alex Silvagni","Fremantle",2014,"Away",9.33,7,12,3
"Alex Silvagni","Fremantle",2014,"Home",12.33,8,19,3
"Alex Silvagni","Fremantle",2015,"Away",17,17,17,1
"Alex Silvagni","Fremantle",2015,"Home",5,5,5,1
"Alex Silvagni","Fremantle",2016,"Away",17,17,17,1
"Alex Silvagni","Fremantle",2016,"Home",13.5,10,16,4
"Alex Witherden","Brisbane Lions",2017,"Away",25.75,18,29,4
"Alex Witherden","Brisbane Lions",2017,"Home",21.8,19,27,5
"Alex Witherden","Brisbane Lions",2018,"Away",21.09,4,30,11
"Alex Witherden","Brisbane Lions",2018,"Home",23.9,15,31,10
"Alex Witherden","Brisbane Lions",2019,"Away",17.45,1,28,11
"Alex Witherden","Brisbane Lions",2019,"Home",19.7,14,27,10
"Alex Witherden","Brisbane Lions",2020,"Away",19,13,25,4
"Alex Witherden","Brisbane Lions",2020,"Home",19.5,15,24,2
"Alex Witherden","West Coast Eagles",2021,"Away",20.6,14,25,5
"Alex Witherden","West Coast Eagles",2021,"Home",24.25,17,30,4
"Alex Witherden","West Coast Eagles",2022,"Away",24.17,18,34,6
"Alex Witherden","West Coast Eagles",2022,"Home",19.14,0,24,7
"Alex Witherden","West Coast Eagles",2023,"Away",18.38,7,28,8
"Alex Witherden","West Coast Eagles",2023,"Home",21.67,15,29,6
"Alex Woodward","Hawthorn",2014,"Home",9,3,15,2
"Alexis Georgiou","Melbourne",2014,"Away",8.5,5,14,4
"Alexis Georgiou","Melbourne",2014,"Home",12.33,9,16,3
"Aliir Aliir","Port Adelaide",2021,"Away",16.09,11,21,11
"Aliir Aliir","Port Adelaide",2021,"Home",14.73,7,23,11
"Aliir Aliir","Port Adelaide",2022,"Away",13.5,8,18,10
"Aliir Aliir","Port Adelaide",2022,"Home",13.11,6,23,9
"Aliir Aliir","Port Adelaide",2023,"Away",12,9,16,7
"Aliir Aliir","Port Adelaide",2023,"Home",11.62,7,16,8
"Aliir Aliir","Sydney Swans",2016,"Away",13.8,6,18,5
"Aliir Aliir","Sydney Swans",2016,"Home",15.6,10,18,5
"Aliir Aliir","Sydney Swans",2017,"Away",11.5,9,14,2
"Aliir Aliir","Sydney Swans",2017,"Home",12,12,12,1
"Aliir Aliir","Sydney Swans",2018,"Away",14.17,5,23,6
"Aliir Aliir","Sydney Swans",2018,"Home",19,10,24,5
"Aliir Aliir","Sydney Swans",2019,"Away",16.27,9,21,11
"Aliir Aliir","Sydney Swans",2019,"Home",15.18,9,22,11
"Aliir Aliir","Sydney Swans",2020,"Away",8.71,3,13,7
"Aliir Aliir","Sydney Swans",2020,"Home",10.57,7,15,7
"Alipate Carlile","Port Adelaide",2014,"Away",12.25,9,17,8
"Alipate Carlile","Port Adelaide",2014,"Home",11.33,3,19,9
"Alipate Carlile","Port Adelaide",2015,"Away",12.83,9,19,6
"Alipate Carlile","Port Adelaide",2015,"Home",12.5,8,18,6
"Alipate Carlile","Port Adelaide",2016,"Away",12,12,12,1
"Alipate Carlile","Port Adelaide",2016,"Home",10,10,10,1
"Allen Christensen","Brisbane Lions",2015,"Away",21.82,12,31,11
"Allen Christensen","Brisbane Lions",2015,"Home",18.64,13,29,11
