"full_name","team.name","season","is_home","mean_disposals","min_disposals","max_disposals","games_played"
"Bryce Gibbs","Carlton",2017,"Away",25.64,8,43,11
"Bryce Gibbs","Carlton",2017,"Home",28,20,38,11
"Brynn Teakle","Port Adelaide",2022,"Home",8.5,5,12,2
"Brynn Teakle","Port Adelaide",2023,"Away",10,8,12,2
"Brynn Teakle","Port Adelaide",2023,"Home",10.5,7,14,2
"Buku Khamis","Western Bulldogs",2021,"Home",11,11,11,1
"Buku Khamis","Western Bulldogs",2022,"Away",10,8,13,4
"Buku Khamis","Western Bulldogs",2022,"Home",10,5,18,4
"Cale Hooker","Essendon",2014,"Away",16.64,7,26,11
"Cale Hooker","Essendon",2014,"Home",20.55,13,29,11
"Cale Hooker","Essendon",2015,"Away",16.91,11,21,11
"Cale Hooker","Essendon",2015,"Home",18.45,12,24,11
"Cale Hooker","Essendon",2017,"Away",12.6,7,19,10
"Cale Hooker","Essendon",2017,"Home",14.4,10,18,10
"Cale Hooker","Essendon",2018,"Away",17.18,11,23,11
"Cale Hooker","Essendon",2018,"Home",16.64,7,23,11
"Cale Hooker","Essendon",2019,"Away",19.14,14,28,7
"Cale Hooker","Essendon",2019,"Home",17.5,12,31,10
"Cale Hooker","Essendon",2020,"Away",10.8,4,17,5
"Cale Hooker","Essendon",2020,"Home",11.67,10,13,3
"Cale Hooker","Essendon",2021,"Away",10,5,16,9
"Cale Hooker","Essendon",2021,"Home",12.89,8,17,9
"Caleb Daniel","Western Bulldogs",2015,"Away",16.25,9,19,4
"Caleb Daniel","Western Bulldogs",2015,"Home",11.8,4,16,5
"Caleb Daniel","Western Bulldogs",2016,"Away",21.2,19,23,10
"Caleb Daniel","Western Bulldogs",2016,"Home",21.6,17,29,10
"Caleb Daniel","Western Bulldogs",2017,"Away",22.5,11,30,10
"Caleb Daniel","Western Bulldogs",2017,"Home",20.9,16,28,10
"Caleb Daniel","Western Bulldogs",2018,"Away",22.4,5,40,10
"Caleb Daniel","Western Bulldogs",2018,"Home",19.6,13,27,10
"Caleb Daniel","Western Bulldogs",2019,"Away",25.67,17,34,9
"Caleb Daniel","Western Bulldogs",2019,"Home",27.5,16,36,8
"Caleb Daniel","Western Bulldogs",2020,"Away",18.33,14,28,9
"Caleb Daniel","Western Bulldogs",2020,"Home",21.5,15,25,8
"Caleb Daniel","Western Bulldogs",2021,"Away",26.82,19,34,11
"Caleb Daniel","Western Bulldogs",2021,"Home",22.9,8,32,10
"Caleb Daniel","Western Bulldogs",2022,"Away",24.78,13,34,9
"Caleb Daniel","Western Bulldogs",2022,"Home",24.11,19,32,9
"Caleb Daniel","Western Bulldogs",2023,"Away",23,19,29,8
"Caleb Daniel","Western Bulldogs",2023,"Home",26.14,19,35,7
"Caleb Graham","Gold Coast Suns",2019,"Away",14,12,16,2
"Caleb Graham","Gold Coast Suns",2019,"Home",7,7,7,1
"Caleb Graham","Gold Coast Suns",2020,"Away",8.75,8,9,4
"Caleb Graham","Gold Coast Suns",2020,"Home",5,4,6,3
"Caleb Graham","Gold Coast Suns",2021,"Away",7.33,3,11,6
"Caleb Graham","Gold Coast Suns",2021,"Home",6.83,4,10,6
"Caleb Graham","Gold Coast Suns",2022,"Away",8.71,3,14,7
"Caleb Graham","Gold Coast Suns",2022,"Home",9,4,14,8
"Caleb Marchbank","Carlton",2017,"Away",15.75,11,21,8
"Caleb Marchbank","Carlton",2017,"Home",15.25,6,21,8
"Caleb Marchbank","Carlton",2018,"Away",12,7,19,6
"Caleb Marchbank","Carlton",2018,"Home",14.67,7,21,6
"Caleb Marchbank","Carlton",2019,"Away",13.57,11,22,7
"Caleb Marchbank","Carlton",2019,"Home",12.83,9,23,6
"Caleb Marchbank","Carlton",2022,"Away",9,8,11,3
"Caleb Marchbank","Carlton",2022,"Home",10,10,10,1
"Caleb Marchbank","GWS Giants",2015,"Away",5,2,8,2
"Caleb Marchbank","GWS Giants",2015,"Home",11,9,14,3
"Caleb Marchbank","GWS Giants",2016,"Away",15,15,15,1
"Caleb Marchbank","GWS Giants",2016,"Home",6,6,6,1
"Caleb Poulter","Collingwood",2021,"Away",17.6,16,20,5
"Caleb Poulter","Collingwood",2021,"Home",12.83,2,22,6
"Caleb Poulter","Collingwood",2022,"Home",13,13,13,1
"Caleb Poulter","Western Bulldogs",2023,"Home",12,12,12,1
"Caleb Serong","Fremantle",2020,"Away",15.2,10,22,5
"Caleb Serong","Fremantle",2020,"Home",17.78,10,25,9
"Caleb Serong","Fremantle",2021,"Away",22.45,16,35,11
"Caleb Serong","Fremantle",2021,"Home",23.27,18,35,11
"Caleb Serong","Fremantle",2022,"Away",25.4,20,32,10
"Caleb Serong","Fremantle",2022,"Home",26,20,33,10
"Caleb Serong","Fremantle",2023,"Away",30.43,26,38,7
"Caleb Serong","Fremantle",2023,"Home",31.62,24,37,8
"Callan Ward","GWS Giants",2014,"Away",24.9,11,32,10
"Callan Ward","GWS Giants",2014,"Home",24.9,14,40,10
"Callan Ward","GWS Giants",2015,"Away",25,18,32,11
"Callan Ward","GWS Giants",2015,"Home",25.55,16,32,11
"Callan Ward","GWS Giants",2016,"Away",23.91,17,31,11
"Callan Ward","GWS Giants",2016,"Home",24.73,17,33,11
"Callan Ward","GWS Giants",2017,"Away",28.91,20,37,11
"Callan Ward","GWS Giants",2017,"Home",25,15,33,11
"Callan Ward","GWS Giants",2018,"Away",25.64,19,34,11
"Callan Ward","GWS Giants",2018,"Home",28.45,19,34,11
"Callan Ward","GWS Giants",2019,"Away",1,1,1,1
"Callan Ward","GWS Giants",2020,"Away",13.8,7,19,5
"Callan Ward","GWS Giants",2020,"Home",17.5,14,21,2
"Callan Ward","GWS Giants",2021,"Away",24.64,17,37,11
"Callan Ward","GWS Giants",2021,"Home",21.18,15,29,11
"Callan Ward","GWS Giants",2022,"Away",22.55,1,34,11
"Callan Ward","GWS Giants",2022,"Home",20.82,14,25,11
"Callan Ward","GWS Giants",2023,"Away",18.83,5,26,6
"Callan Ward","GWS Giants",2023,"Home",18.5,9,32,8
"Callum Ah Chee","Brisbane Lions",2020,"Away",11.86,8,19,7
"Callum Ah Chee","Brisbane Lions",2020,"Home",11.78,4,17,9
"Callum Ah Chee","Brisbane Lions",2021,"Away",9.1,0,15,10
"Callum Ah Chee","Brisbane Lions",2021,"Home",9.82,2,15,11
"Callum Ah Chee","Brisbane Lions",2022,"Away",10.1,3,16,10
"Callum Ah Chee","Brisbane Lions",2022,"Home",14.75,6,20,8
"Callum Ah Chee","Brisbane Lions",2023,"Home",5,0,10,3
"Callum Ah Chee","Gold Coast Suns",2016,"Away",13.14,7,19,7
"Callum Ah Chee","Gold Coast Suns",2016,"Home",13,7,20,9
"Callum Ah Chee","Gold Coast Suns",2017,"Away",12.43,6,20,7
"Callum Ah Chee","Gold Coast Suns",2017,"Home",10.43,2,15,7
"Callum Ah Chee","Gold Coast Suns",2018,"Away",17,10,22,7
"Callum Ah Chee","Gold Coast Suns",2018,"Home",12.14,8,16,7
"Callum Ah Chee","Gold Coast Suns",2019,"Home",17,17,17,1
"Callum Brown","Collingwood",2017,"Away",13.5,11,16,2
"Callum Brown","Collingwood",2017,"Home",13.67,9,19,3
"Callum Brown","Collingwood",2018,"Away",14.75,5,20,4
"Callum Brown","Collingwood",2018,"Home",16.5,12,22,4
"Callum Coleman-Jones","North Melbourne",2022,"Away",9.83,4,15,6
"Callum Coleman-Jones","North Melbourne",2022,"Home",13,10,18,4
"Callum Coleman-Jones","North Melbourne",2023,"Away",8.25,3,11,4
"Callum Coleman-Jones","North Melbourne",2023,"Home",11.67,6,16,3
"Callum Coleman-Jones","Richmond",2019,"Home",13,13,13,1
"Callum Coleman-Jones","Richmond",2021,"Away",9.75,1,14,4
"Callum Coleman-Jones","Richmond",2021,"Home",11.25,9,14,4
"Callum Jamieson","West Coast Eagles",2022,"Away",10,4,13,5
"Callum Jamieson","West Coast Eagles",2022,"Home",6,2,8,4
"Callum Jamieson","West Coast Eagles",2023,"Away",8.5,3,14,2
"Callum Jamieson","West Coast Eagles",2023,"Home",11,5,17,2
"Callum L. Brown","Collingwood",2019,"Away",17.2,14,21,10
"Callum L. Brown","Collingwood",2019,"Home",13.1,9,17,10
"Callum L. Brown","Collingwood",2020,"Away",12.62,8,17,8
"Callum L. Brown","Collingwood",2020,"Home",12.83,10,14,6
"Callum L. Brown","Collingwood",2021,"Away",12.83,6,24,6
"Callum L. Brown","Collingwood",2021,"Home",10.67,0,14,9
"Callum L. Brown","Collingwood",2022,"Away",10,4,14,3
"Callum L. Brown","Collingwood",2022,"Home",12.33,5,19,3
"Callum M. Brown","GWS Giants",2021,"Away",3,0,6,2
"Callum M. Brown","GWS Giants",2022,"Away",6.8,0,17,5
"Callum M. Brown","GWS Giants",2022,"Home",8,0,13,3
"Callum M. Brown","GWS Giants",2023,"Away",11,8,13,5
"Callum M. Brown","GWS Giants",2023,"Home",11.33,8,16,3
"Callum Mills","Sydney Swans",2016,"Away",21,15,27,10
"Callum Mills","Sydney Swans",2016,"Home",17.7,9,24,10
"Callum Mills","Sydney Swans",2017,"Away",15.64,0,23,11
"Callum Mills","Sydney Swans",2017,"Home",19.09,14,26,11
"Callum Mills","Sydney Swans",2018,"Away",19,18,20,4
"Callum Mills","Sydney Swans",2018,"Home",19.4,14,26,5
"Callum Mills","Sydney Swans",2019,"Away",17.18,8,28,11
"Callum Mills","Sydney Swans",2019,"Home",19.64,15,26,11
"Callum Mills","Sydney Swans",2020,"Away",17.75,9,29,8
"Callum Mills","Sydney Swans",2020,"Home",18.43,17,21,7
"Callum Mills","Sydney Swans",2021,"Away",30.88,26,34,8
"Callum Mills","Sydney Swans",2021,"Home",24.8,18,35,10
"Callum Mills","Sydney Swans",2022,"Away",23.82,13,37,11
"Callum Mills","Sydney Swans",2022,"Home",25.91,20,30,11
"Callum Mills","Sydney Swans",2023,"Away",22,14,31,5
"Callum Mills","Sydney Swans",2023,"Home",19.5,1,28,6
"Callum Moore","Carlton",2020,"Away",2,2,2,1
"Callum Moore","Carlton",2020,"Home",4,4,4,1
"Callum Moore","Richmond",2016,"Away",7,7,7,1
"Callum Moore","Richmond",2016,"Home",5,5,5,1
"Callum Moore","Richmond",2018,"Away",8.5,5,11,4
"Callum Moore","Richmond",2018,"Home",13.5,13,14,2
"Callum Porter","Western Bulldogs",2020,"Away",9,9,9,1
"Callum Sinclair","Sydney Swans",2016,"Away",10.57,5,17,7
"Callum Sinclair","Sydney Swans",2016,"Home",9.22,5,16,9
"Callum Sinclair","Sydney Swans",2017,"Away",12.62,7,19,8
"Callum Sinclair","Sydney Swans",2017,"Home",12.78,8,19,9
"Callum Sinclair","Sydney Swans",2018,"Away",14.45,10,21,11
"Callum Sinclair","Sydney Swans",2018,"Home",15.36,11,22,11
"Callum Sinclair","Sydney Swans",2019,"Away",13,11,16,6
"Callum Sinclair","Sydney Swans",2019,"Home",11.25,2,17,8
"Callum Sinclair","Sydney Swans",2020,"Away",8.17,5,12,6
"Callum Sinclair","Sydney Swans",2020,"Home",10,5,13,7
"Callum Sinclair","Sydney Swans",2021,"Away",10.5,8,13,2
"Callum Sinclair","Sydney Swans",2021,"Home",9.5,7,12,2
"Callum Sinclair","West Coast Eagles",2014,"Away",9,6,12,2
"Callum Sinclair","West Coast Eagles",2014,"Home",11,10,12,2
"Callum Sinclair","West Coast Eagles",2015,"Away",10.78,5,18,9
"Callum Sinclair","West Coast Eagles",2015,"Home",14.75,9,21,8
"Callum Wilkie","St Kilda",2019,"Away",13.36,9,17,11
"Callum Wilkie","St Kilda",2019,"Home",16.09,11,21,11
"Callum Wilkie","St Kilda",2020,"Away",13.11,8,18,9
"Callum Wilkie","St Kilda",2020,"Home",12.25,9,18,8
"Callum Wilkie","St Kilda",2021,"Away",15.27,9,25,11
"Callum Wilkie","St Kilda",2021,"Home",15,10,21,11
"Callum Wilkie","St Kilda",2022,"Away",15.91,10,27,11
"Callum Wilkie","St Kilda",2022,"Home",16.82,13,22,11
"Callum Wilkie","St Kilda",2023,"Away",18.89,8,28,9
"Callum Wilkie","St Kilda",2023,"Home",20.83,15,24,6
"Cam Ellis-Yolmen","Adelaide Crows",2014,"Away",5,5,5,1
"Cam Ellis-Yolmen","Adelaide Crows",2015,"Away",14,3,24,6
"Cam Ellis-Yolmen","Adelaide Crows",2015,"Home",18.4,15,20,5
"Cam Ellis-Yolmen","Adelaide Crows",2016,"Home",15.5,13,18,2
"Cam Mackenzie","Hawthorn",2023,"Away",12.5,5,16,6
"Cam Mackenzie","Hawthorn",2023,"Home",16.83,12,22,6
"Cam McCarthy","Fremantle",2017,"Away",11.22,5,20,9
"Cam McCarthy","Fremantle",2017,"Home",11.4,5,18,10
"Cam McCarthy","Fremantle",2018,"Away",9.44,4,17,9
"Cam McCarthy","Fremantle",2018,"Home",10.5,4,17,8
"Cam McCarthy","Fremantle",2019,"Away",9,6,12,5
"Cam McCarthy","Fremantle",2019,"Home",13,5,20,7
"Cam McCarthy","Fremantle",2020,"Away",11,11,11,1
"Cam McCarthy","GWS Giants",2014,"Away",5,5,5,1
"Cam McCarthy","GWS Giants",2015,"Away",9.3,2,15,10
"Cam McCarthy","GWS Giants",2015,"Home",8.7,2,18,10
"Cam O'Shea","Port Adelaide",2014,"Away",17.75,11,28,4
"Cam O'Shea","Port Adelaide",2014,"Home",22.2,16,28,5
"Cam O'Shea","Port Adelaide",2015,"Away",11,7,14,5
"Cam O'Shea","Port Adelaide",2015,"Home",17,9,22,5
"Cam O'Shea","Port Adelaide",2016,"Away",12.2,8,20,5
"Cam O'Shea","Port Adelaide",2016,"Home",13.12,9,21,8
"Cam Rayner","Brisbane Lions",2019,"Away",10,7,15,11
"Cam Rayner","Brisbane Lions",2019,"Home",8.73,3,16,11
"Cam Rayner","Brisbane Lions",2020,"Away",9,4,14,7
"Cam Rayner","Brisbane Lions",2020,"Home",11.62,8,15,8
"Cam Rayner","Brisbane Lions",2022,"Away",16.18,11,21,11
"Cam Rayner","Brisbane Lions",2022,"Home",14.09,9,25,11
"Cam Rayner","Brisbane Lions",2023,"Away",13.29,9,15,7
"Cam Rayner","Brisbane Lions",2023,"Home",15.38,12,20,8
"Cam Sutcliffe","Port Adelaide",2019,"Away",13,9,17,2
"Cam Sutcliffe","Port Adelaide",2019,"Home",9,6,11,3
"Cam Sutcliffe","Port Adelaide",2020,"Away",5,5,5,1
"Cam Sutcliffe","Port Adelaide",2020,"Home",9,6,11,3
"Cameron Ellis-Yolmen","Adelaide Crows",2018,"Away",17.12,11,24,8
"Cameron Ellis-Yolmen","Adelaide Crows",2018,"Home",23.57,18,29,7
"Cameron Ellis-Yolmen","Adelaide Crows",2019,"Away",20,15,25,5
"Cameron Ellis-Yolmen","Adelaide Crows",2019,"Home",27,17,33,5
"Cameron Ellis-Yolmen","Brisbane Lions",2020,"Away",13,10,15,3
"Cameron Ellis-Yolmen","Brisbane Lions",2020,"Home",9.4,3,16,5
"Cameron Fleeton","GWS Giants",2023,"Away",6,6,6,1
"Cameron Fleeton","GWS Giants",2023,"Home",11,11,11,1
"Cameron Guthrie","Geelong Cats",2014,"Away",19.45,9,33,11
"Cameron Guthrie","Geelong Cats",2014,"Home",17.55,10,24,11
"Cameron Guthrie","Geelong Cats",2015,"Away",19.9,11,29,10
"Cameron Guthrie","Geelong Cats",2015,"Home",23.09,16,33,11
"Cameron Guthrie","Geelong Cats",2016,"Away",24.2,18,36,10
"Cameron Guthrie","Geelong Cats",2016,"Home",22.09,15,29,11
"Cameron Guthrie","Geelong Cats",2017,"Away",19.3,11,27,10
"Cameron Guthrie","Geelong Cats",2017,"Home",18,10,25,9
"Cameron Guthrie","Geelong Cats",2018,"Away",16,4,22,7
"Cameron Guthrie","Geelong Cats",2018,"Home",17.2,11,25,5
"Cameron Guthrie","Geelong Cats",2019,"Away",17.78,11,27,9
"Cameron Guthrie","Geelong Cats",2019,"Home",18.11,11,25,9
"Cameron Guthrie","Geelong Cats",2020,"Away",21.88,11,33,8
"Cameron Guthrie","Geelong Cats",2020,"Home",22.11,12,29,9
"Cameron Guthrie","Geelong Cats",2021,"Away",30.89,23,36,9
"Cameron Guthrie","Geelong Cats",2021,"Home",29.18,16,43,11
"Cameron Guthrie","Geelong Cats",2022,"Away",24.09,20,30,11
"Cameron Guthrie","Geelong Cats",2022,"Home",26.18,9,38,11
"Cameron Guthrie","Geelong Cats",2023,"Away",26.5,25,28,2
"Cameron Guthrie","Geelong Cats",2023,"Home",20.25,15,24,4
"Cameron O'Shea","Carlton",2018,"Away",13.33,10,16,6
"Cameron O'Shea","Carlton",2018,"Home",9.8,5,14,5
"Cameron Pedersen","Melbourne",2014,"Away",13.67,10,16,9
"Cameron Pedersen","Melbourne",2014,"Home",13.1,9,22,10
"Cameron Pedersen","Melbourne",2015,"Away",10,6,14,2
"Cameron Pedersen","Melbourne",2015,"Home",13.6,8,17,5
"Cameron Pedersen","Melbourne",2016,"Away",14.25,10,20,4
"Cameron Pedersen","Melbourne",2016,"Home",14,11,19,5
"Cameron Pedersen","Melbourne",2017,"Away",14.29,8,24,7
"Cameron Pedersen","Melbourne",2017,"Home",17.88,12,26,8
"Cameron Pedersen","Melbourne",2018,"Away",6,6,6,1
"Cameron Pedersen","Melbourne",2018,"Home",11.33,10,13,3
"Cameron Polson","Carlton",2017,"Away",11,11,11,1
"Cameron Polson","Carlton",2018,"Away",5,3,9,5
"Cameron Polson","Carlton",2018,"Home",9.43,5,15,7
"Cameron Polson","Carlton",2019,"Away",8.5,4,13,2
"Cameron Polson","Carlton",2019,"Home",4,4,4,1
"Cameron Polson","Carlton",2020,"Away",8,6,10,2
"Cameron Polson","Carlton",2020,"Home",8,8,8,1
"Cameron Rayner","Brisbane Lions",2018,"Away",14.45,8,22,11
"Cameron Rayner","Brisbane Lions",2018,"Home",12.55,4,18,11
"Cameron Shenton","St Kilda",2014,"Away",11.43,6,17,7
"Cameron Shenton","St Kilda",2014,"Home",17,10,24,6
"Cameron Shenton","St Kilda",2015,"Away",16.5,13,20,4
"Cameron Shenton","St Kilda",2015,"Home",11.83,7,15,6
"Cameron Sutcliffe","Fremantle",2014,"Away",15.27,10,25,11
"Cameron Sutcliffe","Fremantle",2014,"Home",16.91,9,22,11
"Cameron Sutcliffe","Fremantle",2015,"Away",16.67,10,25,9
"Cameron Sutcliffe","Fremantle",2015,"Home",14.6,11,21,10
"Cameron Sutcliffe","Fremantle",2016,"Away",16.45,9,23,11
"Cameron Sutcliffe","Fremantle",2016,"Home",15.88,9,24,8
"Cameron Sutcliffe","Fremantle",2017,"Away",16.29,13,21,7
"Cameron Sutcliffe","Fremantle",2017,"Home",13.5,7,21,6
"Cameron Sutcliffe","Fremantle",2018,"Away",15,13,17,2
"Cameron Sutcliffe","Fremantle",2018,"Home",10,9,11,2
"Cameron Wood","Carlton",2014,"Away",14.5,13,16,2
"Cameron Wood","Carlton",2014,"Home",9.5,8,11,4
"Cameron Wood","Carlton",2015,"Away",9,1,16,9
"Cameron Wood","Carlton",2015,"Home",11,3,19,9
"Cameron Zurhaar","North Melbourne",2017,"Away",9,6,13,4
"Cameron Zurhaar","North Melbourne",2018,"Away",9,8,10,2
"Cameron Zurhaar","North Melbourne",2018,"Home",11.33,9,15,3
"Cameron Zurhaar","North Melbourne",2019,"Away",13.33,8,18,9
"Cameron Zurhaar","North Melbourne",2019,"Home",11.6,8,16,10
"Cameron Zurhaar","North Melbourne",2020,"Away",10.75,4,19,8
"Cameron Zurhaar","North Melbourne",2020,"Home",8.62,7,11,8
"Cameron Zurhaar","North Melbourne",2021,"Away",11.2,6,16,10
"Cameron Zurhaar","North Melbourne",2021,"Home",12.3,2,24,10
"Cameron Zurhaar","North Melbourne",2022,"Away",11.2,6,18,10
"Cameron Zurhaar","North Melbourne",2022,"Home",12.67,9,20,9
"Cameron Zurhaar","North Melbourne",2023,"Away",15.75,9,26,8
"Cameron Zurhaar","North Melbourne",2023,"Home",15.5,10,20,6
"Campbell Chesser","West Coast Eagles",2023,"Away",9.4,5,12,5
"Campbell Chesser","West Coast Eagles",2023,"Home",9.5,6,13,2
"Carter Michael","Brisbane Lions",2022,"Home",8,8,8,1
"Cedric Cox","Brisbane Lions",2017,"Away",12.33,9,16,3
"Cedric Cox","Brisbane Lions",2017,"Home",10.8,2,18,5
"Cedric Cox","Brisbane Lions",2018,"Away",9,8,10,2
"Cedric Cox","Brisbane Lions",2018,"Home",11,7,15,2
"Cedric Cox","Brisbane Lions",2019,"Away",9,9,9,1
"Chad Warner","Sydney Swans",2020,"Away",8,8,8,1
"Chad Warner","Sydney Swans",2020,"Home",6,6,6,1
"Chad Warner","Sydney Swans",2021,"Away",17.8,12,23,5
"Chad Warner","Sydney Swans",2021,"Home",16.57,12,23,7
"Chad Warner","Sydney Swans",2022,"Away",22.3,19,35,10
"Chad Warner","Sydney Swans",2022,"Home",23.64,19,32,11
"Chad Warner","Sydney Swans",2023,"Away",24.43,18,31,7
"Chad Warner","Sydney Swans",2023,"Home",26.43,15,33,7
"Chad Wingard","Hawthorn",2019,"Away",19.71,8,29,7
"Chad Wingard","Hawthorn",2019,"Home",17.29,10,22,7
"Chad Wingard","Hawthorn",2020,"Away",14.2,10,20,10
"Chad Wingard","Hawthorn",2020,"Home",15.57,8,23,7
"Chad Wingard","Hawthorn",2021,"Away",21.75,9,30,8
"Chad Wingard","Hawthorn",2021,"Home",23,14,32,8
"Chad Wingard","Hawthorn",2022,"Away",11,3,17,5
"Chad Wingard","Hawthorn",2022,"Home",13.6,11,17,5
"Chad Wingard","Hawthorn",2023,"Away",10,3,17,4
"Chad Wingard","Hawthorn",2023,"Home",13.75,8,18,4
"Chad Wingard","Port Adelaide",2014,"Away",14.18,5,22,11
"Chad Wingard","Port Adelaide",2014,"Home",18,13,30,10
"Chad Wingard","Port Adelaide",2015,"Away",17.91,12,25,11
"Chad Wingard","Port Adelaide",2015,"Home",20.45,12,27,11
"Chad Wingard","Port Adelaide",2016,"Away",16.78,10,26,9
"Chad Wingard","Port Adelaide",2016,"Home",14.11,5,21,9
"Chad Wingard","Port Adelaide",2017,"Away",19.22,13,31,9
"Chad Wingard","Port Adelaide",2017,"Home",24.89,9,39,9
"Chad Wingard","Port Adelaide",2018,"Away",17.7,12,25,10
"Chad Wingard","Port Adelaide",2018,"Home",23.64,14,32,11
"Changkuoth Jiath","Hawthorn",2019,"Away",11,11,11,1
"Changkuoth Jiath","Hawthorn",2019,"Home",18,18,18,1
"Changkuoth Jiath","Hawthorn",2020,"Away",9.33,7,12,3
"Changkuoth Jiath","Hawthorn",2020,"Home",10,9,11,2
"Changkuoth Jiath","Hawthorn",2021,"Away",20.75,13,28,8
"Changkuoth Jiath","Hawthorn",2021,"Home",19.75,13,26,8
"Changkuoth Jiath","Hawthorn",2022,"Away",16,11,27,7
"Changkuoth Jiath","Hawthorn",2022,"Home",20.29,12,24,7
"Changkuoth Jiath","Hawthorn",2023,"Away",14.75,11,17,4
"Changkuoth Jiath","Hawthorn",2023,"Home",19.25,16,21,4
"Charles Cameron","Brisbane Lions",2019,"Away",12.45,7,21,11
"Charles Cameron","Brisbane Lions",2019,"Home",12.73,6,17,11
"Charlie Ballard","Gold Coast Suns",2018,"Away",10,7,13,5
"Charlie Ballard","Gold Coast Suns",2018,"Home",10.5,6,16,6
"Charlie Ballard","Gold Coast Suns",2019,"Away",13.55,5,24,11
"Charlie Ballard","Gold Coast Suns",2019,"Home",12.5,9,16,10
"Charlie Ballard","Gold Coast Suns",2020,"Away",8.86,4,15,7
"Charlie Ballard","Gold Coast Suns",2020,"Home",10.67,6,13,9
"Charlie Ballard","Gold Coast Suns",2021,"Away",14.3,8,21,10
"Charlie Ballard","Gold Coast Suns",2021,"Home",13.18,7,18,11
"Charlie Ballard","Gold Coast Suns",2022,"Away",11.44,8,16,9
"Charlie Ballard","Gold Coast Suns",2022,"Home",13.67,6,21,9
"Charlie Ballard","Gold Coast Suns",2023,"Away",14.57,6,24,7
"Charlie Ballard","Gold Coast Suns",2023,"Home",14.12,9,18,8
"Charlie Cameron","Adelaide Crows",2014,"Away",9.25,7,13,4
"Charlie Cameron","Adelaide Crows",2014,"Home",8.33,6,13,3
"Charlie Cameron","Adelaide Crows",2015,"Away",10.5,6,15,10
"Charlie Cameron","Adelaide Crows",2015,"Home",10.3,3,16,10
"Charlie Cameron","Adelaide Crows",2016,"Away",13.67,9,18,9
"Charlie Cameron","Adelaide Crows",2016,"Home",13,8,19,9
"Charlie Cameron","Adelaide Crows",2017,"Away",13.8,8,20,10
"Charlie Cameron","Adelaide Crows",2017,"Home",13.27,6,23,11
"Charlie Cameron","Brisbane Lions",2018,"Away",11.5,4,18,6
"Charlie Cameron","Brisbane Lions",2018,"Home",14.4,9,18,5
"Charlie Cameron","Brisbane Lions",2020,"Away",9.12,5,12,8
"Charlie Cameron","Brisbane Lions",2020,"Home",9.89,4,15,9
"Charlie Cameron","Brisbane Lions",2021,"Away",9.91,5,17,11
"Charlie Cameron","Brisbane Lions",2021,"Home",11.45,5,14,11
"Charlie Cameron","Brisbane Lions",2022,"Away",11.64,6,16,11
"Charlie Cameron","Brisbane Lions",2022,"Home",12.09,10,17,11
"Charlie Cameron","Brisbane Lions",2023,"Away",9.71,6,15,7
"Charlie Cameron","Brisbane Lions",2023,"Home",10.62,7,14,8
"Charlie Comben","North Melbourne",2021,"Home",6,6,6,1
"Charlie Comben","North Melbourne",2022,"Home",6,6,6,1
"Charlie Comben","North Melbourne",2023,"Away",7.4,1,11,5
"Charlie Comben","North Melbourne",2023,"Home",9,5,13,2
"Charlie Constable","Geelong Cats",2019,"Away",23.67,21,27,3
"Charlie Constable","Geelong Cats",2019,"Home",19.75,11,31,4
"Charlie Constable","Geelong Cats",2020,"Away",17.5,16,19,2
"Charlie Constable","Geelong Cats",2021,"Away",6,6,6,1
"Charlie Constable","Geelong Cats",2021,"Home",15.5,14,17,2
"Charlie Constable","Gold Coast Suns",2022,"Away",4,4,4,1
"Charlie Constable","Gold Coast Suns",2022,"Home",0,0,0,1
"Charlie Constable","Gold Coast Suns",2023,"Away",19,19,19,1
"Charlie Constable","Gold Coast Suns",2023,"Home",26,26,26,1
"Charlie Curnow","Carlton",2016,"Away",9,6,11,3
"Charlie Curnow","Carlton",2016,"Home",11,7,15,3
"Charlie Curnow","Carlton",2017,"Away",13.18,7,19,11
"Charlie Curnow","Carlton",2017,"Home",15.2,8,22,10
"Charlie Curnow","Carlton",2018,"Away",14.3,6,19,10
"Charlie Curnow","Carlton",2018,"Home",13.4,7,20,10
"Charlie Curnow","Carlton",2019,"Away",11,2,18,6
"Charlie Curnow","Carlton",2019,"Home",13.8,12,17,5
"Charlie Curnow","Carlton",2021,"Away",11,8,14,2
"Charlie Curnow","Carlton",2021,"Home",13.5,12,15,2
"Charlie Curnow","Carlton",2022,"Away",11.18,7,16,11
"Charlie Curnow","Carlton",2022,"Home",12.82,8,21,11
"Charlie Curnow","Carlton",2023,"Away",14,9,18,8
"Charlie Curnow","Carlton",2023,"Home",13.86,10,17,7
"Charlie Dixon","Gold Coast Suns",2014,"Away",10.62,2,22,8
"Charlie Dixon","Gold Coast Suns",2014,"Home",7.33,2,12,6
"Charlie Dixon","Gold Coast Suns",2015,"Away",8.56,2,14,9
"Charlie Dixon","Gold Coast Suns",2015,"Home",10.57,5,19,7
"Charlie Dixon","Port Adelaide",2016,"Away",9.78,5,14,9
"Charlie Dixon","Port Adelaide",2016,"Home",13,9,20,9
"Charlie Dixon","Port Adelaide",2017,"Away",13.45,7,20,11
"Charlie Dixon","Port Adelaide",2017,"Home",14.91,5,22,11
"Charlie Dixon","Port Adelaide",2018,"Away",14.1,10,18,10
"Charlie Dixon","Port Adelaide",2018,"Home",12.4,8,20,10
