"full_name","team.name","season","sum_disposals","sum_TOG","mean_disposals","mean_TOG","games_played","disp_per_TOG","starting_position"
"Ricky Petterd","Richmond",2015,15,85,15,85,1,0.1765,"INT"
"Riley Bonner","Port Adelaide",2016,22,83,22,83,1,0.2651,"INT"
"Riley Bonner","Port Adelaide",2017,35,160,17.5,80,2,0.2188,"Back"
"Riley Bonner","Port Adelaide",2018,327,1522,17.21,80.11,19,0.2148,"Back"
"Riley Bonner","Port Adelaide",2019,340,1557,17.89,81.95,19,0.2184,"Back"
"Riley Bonner","Port Adelaide",2020,122,712,13.56,79.11,9,0.1713,"Back"
"Riley Bonner","Port Adelaide",2021,227,911,18.92,75.92,12,0.2492,"INT"
"Riley Bonner","Port Adelaide",2022,320,1133,18.82,66.65,17,0.2824,"INT"
"Riley Bonner","Port Adelaide",2023,142,717,12.91,65.18,11,0.198,"Mid"
"Riley Collier-Dawkins","Richmond",2021,132,601,14.67,66.78,9,0.2196,"INT"
"Riley Collier-Dawkins","Richmond",2022,25,162,12.5,81,2,0.1543,"INT"
"Riley Garcia","Western Bulldogs",2021,103,626,11.44,69.56,9,0.1645,"INT"
"Riley Garcia","Western Bulldogs",2022,76,418,10.86,59.71,7,0.1818,"INT"
"Riley Garcia","Western Bulldogs",2023,31,188,10.33,62.67,3,0.1649,"Forward"
"Riley Knight","Adelaide Crows",2015,108,684,12,76,9,0.1579,"INT"
"Riley Knight","Adelaide Crows",2016,10,74,10,74,1,0.1351,"INT"
"Riley Knight","Adelaide Crows",2017,239,1203,14.94,75.19,16,0.1987,"Forward"
"Riley Knight","Adelaide Crows",2018,120,648,15,81,8,0.1852,"Forward"
"Riley Knight","Adelaide Crows",2019,235,1189,15.67,79.27,15,0.1976,"INT"
"Riley Knight","Adelaide Crows",2020,3,77,3,77,1,0.039,"INT"
"Riley Thilthorpe","Adelaide Crows",2021,152,1145,10.86,81.79,14,0.1328,"Forward"
"Riley Thilthorpe","Adelaide Crows",2022,113,770,10.27,70,11,0.1468,"INT"
"Riley Thilthorpe","Adelaide Crows",2023,214,1347,10.7,67.35,20,0.1589,"INT"
"Roarke Smith","Western Bulldogs",2015,9,75,9,75,1,0.12,"INT"
"Roarke Smith","Western Bulldogs",2016,12,78,12,78,1,0.1538,"Back"
"Roarke Smith","Western Bulldogs",2018,120,699,12,69.9,10,0.1717,"Back"
"Roarke Smith","Western Bulldogs",2019,59,383,11.8,76.6,5,0.154,"Forward"
"Roarke Smith","Western Bulldogs",2020,55,384,11,76.8,5,0.1432,"INT"
"Roarke Smith","Western Bulldogs",2021,110,688,11,68.8,10,0.1599,"Mid"
"Roarke Smith","Western Bulldogs",2022,85,460,9.44,51.11,9,0.1848,"Mid"
"Robbie Fox","Sydney Swans",2017,39,234,13,78,3,0.1667,"Forward"
"Robbie Fox","Sydney Swans",2018,106,741,10.6,74.1,10,0.143,"INT"
"Robbie Fox","Sydney Swans",2019,128,829,11.64,75.36,11,0.1544,"INT"
"Robbie Fox","Sydney Swans",2020,144,1240,10.29,88.57,14,0.1161,"Back"
"Robbie Fox","Sydney Swans",2021,180,1029,12.86,73.5,14,0.1749,"Back"
"Robbie Fox","Sydney Swans",2022,183,879,16.64,79.91,11,0.2082,"Back"
"Robbie Fox","Sydney Swans",2023,281,1499,15.61,83.28,18,0.1875,"Back"
"Robbie Gray","Port Adelaide",2014,551,1808,25.05,82.18,22,0.3048,"Forward"
"Robbie Gray","Port Adelaide",2015,552,1784,26.29,84.95,21,0.3094,"Forward"
"Robbie Gray","Port Adelaide",2016,499,1628,26.26,85.68,19,0.3065,"Mid"
"Robbie Gray","Port Adelaide",2017,406,2008,18.45,91.27,22,0.2022,"Mid"
"Robbie Gray","Port Adelaide",2018,439,1899,20.9,90.43,21,0.2312,"Forward"
"Robbie Gray","Port Adelaide",2019,421,1577,22.16,83,19,0.267,"Forward"
"Robbie Gray","Port Adelaide",2020,279,1481,16.41,87.12,17,0.1884,"Forward"
"Robbie Gray","Port Adelaide",2021,287,1305,17.94,81.56,16,0.2199,"Forward"
"Robbie Gray","Port Adelaide",2022,227,1284,14.19,80.25,16,0.1768,"Forward"
"Robbie McComb","Western Bulldogs",2022,181,940,12.93,67.14,14,0.1926,"INT"
"Robbie McComb","Western Bulldogs",2023,13,104,4.33,34.67,3,0.125,"SUB"
"Robbie Tarrant","North Melbourne",2014,3,54,3,54,1,0.0556,"Forward"
"Robbie Tarrant","North Melbourne",2015,295,1814,14.75,90.7,20,0.1626,"Back"
"Robbie Tarrant","North Melbourne",2016,360,1982,16.36,90.09,22,0.1816,"Back"
"Robbie Tarrant","North Melbourne",2017,373,1934,17.76,92.1,21,0.1929,"Back"
"Robbie Tarrant","North Melbourne",2018,340,1935,16.19,92.14,21,0.1757,"Back"
"Robbie Tarrant","North Melbourne",2019,347,1990,15.77,90.45,22,0.1744,"Back"
"Robbie Tarrant","North Melbourne",2020,250,1461,15.62,91.31,16,0.1711,"Back"
"Robbie Tarrant","North Melbourne",2021,145,843,14.5,84.3,10,0.172,"Back"
"Robbie Tarrant","Richmond",2022,191,1738,10.05,91.47,19,0.1099,"Back"
"Robbie Young","St Kilda",2019,20,200,6.67,66.67,3,0.1,"Forward"
"Robert Hansen Jr","North Melbourne",2023,8,96,4,48,2,0.0833,"INT"
"Robert Murphy","Western Bulldogs",2014,452,1932,20.55,87.82,22,0.234,"Back"
"Robert Murphy","Western Bulldogs",2015,445,1719,22.25,85.95,20,0.2589,"Back"
"Robert Murphy","Western Bulldogs",2016,84,251,28,83.67,3,0.3347,"Forward"
"Robert Murphy","Western Bulldogs",2017,336,1380,19.76,81.18,17,0.2435,"Back"
"Robert Warnock","Carlton",2014,139,1309,8.69,81.81,16,0.1062,"Ruck"
"Robert Warnock","Carlton",2015,18,143,9,71.5,2,0.1259,"Forward"
"Robin Nahas","North Melbourne",2014,112,571,14,71.38,8,0.1961,"Forward"
"Robin Nahas","North Melbourne",2015,236,1332,13.88,78.35,17,0.1772,"INT"
"Robin Nahas","North Melbourne",2016,73,631,9.12,78.88,8,0.1157,"Forward"
"Rohan Bail","Melbourne",2014,326,1766,15.52,84.1,21,0.1846,"Forward"
"Rohan Bail","Melbourne",2015,66,519,11,86.5,6,0.1272,"Forward"
"Rohan Bewick","Brisbane Lions",2014,265,1293,16.56,80.81,16,0.2049,"Forward"
"Rohan Bewick","Brisbane Lions",2015,203,1232,13.53,82.13,15,0.1648,"Forward"
"Rohan Bewick","Brisbane Lions",2016,209,1117,14.93,79.79,14,0.1871,"Forward"
"Rohan Bewick","Brisbane Lions",2017,117,659,14.62,82.38,8,0.1775,"Mid"
"Rohan Bewick","Brisbane Lions",2018,55,217,18.33,72.33,3,0.2535,"Mid"
"Ronin O'Connor","Adelaide Crows",2021,17,113,5.67,37.67,3,0.1504,"INT"
"Rory Atkins","Adelaide Crows",2015,96,468,13.71,66.86,7,0.2051,"Mid"
"Rory Atkins","Adelaide Crows",2016,452,1744,20.55,79.27,22,0.2592,"Mid"
"Rory Atkins","Adelaide Crows",2017,481,1810,21.86,82.27,22,0.2657,"Mid"
"Rory Atkins","Adelaide Crows",2018,404,1672,20.2,83.6,20,0.2416,"Mid"
"Rory Atkins","Adelaide Crows",2019,431,1694,21.55,84.7,20,0.2544,"Mid"
"Rory Atkins","Adelaide Crows",2020,37,272,9.25,68,4,0.136,"Forward"
"Rory Atkins","Gold Coast Suns",2021,88,545,11,68.12,8,0.1615,"Mid"
"Rory Atkins","Gold Coast Suns",2022,89,402,9.89,44.67,9,0.2214,"SUB"
"Rory Atkins","Gold Coast Suns",2023,335,1168,20.94,73,16,0.2868,"INT"
"Rory Laird","Adelaide Crows",2014,255,1206,15.94,75.38,16,0.2114,"INT"
"Rory Laird","Adelaide Crows",2015,510,1723,24.29,82.05,21,0.296,"Back"
"Rory Laird","Adelaide Crows",2016,467,1437,27.47,84.53,17,0.325,"Back"
"Rory Laird","Adelaide Crows",2017,662,1876,30.09,85.27,22,0.3529,"Back"
"Rory Laird","Adelaide Crows",2018,644,1707,32.2,85.35,20,0.3773,"Back"
"Rory Laird","Adelaide Crows",2019,623,1907,28.32,86.68,22,0.3267,"Back"
"Rory Laird","Adelaide Crows",2020,389,1376,22.88,80.94,17,0.2827,"Back"
"Rory Laird","Adelaide Crows",2021,704,1726,32,78.45,22,0.4079,"Mid"
"Rory Laird","Adelaide Crows",2022,659,1569,32.95,78.45,20,0.42,"Mid"
"Rory Laird","Adelaide Crows",2023,600,1662,28.57,79.14,21,0.361,"Mid"
"Rory Lobb","Fremantle",2019,197,1365,13.13,91,15,0.1443,"Ruck"
"Rory Lobb","Fremantle",2020,173,1653,10.18,97.24,17,0.1047,"Forward"
"Rory Lobb","Fremantle",2021,168,1208,12.92,92.92,13,0.1391,"Forward"
"Rory Lobb","Fremantle",2022,211,1849,11.11,97.32,19,0.1141,"Forward"
"Rory Lobb","GWS Giants",2014,13,167,6.5,83.5,2,0.0778,"Forward"
"Rory Lobb","GWS Giants",2015,75,769,8.33,85.44,9,0.0975,"Ruck"
"Rory Lobb","GWS Giants",2016,253,1881,11.5,85.5,22,0.1345,"Forward"
"Rory Lobb","GWS Giants",2017,200,1447,11.76,85.12,17,0.1382,"Forward"
"Rory Lobb","GWS Giants",2018,162,1386,9.53,81.53,17,0.1169,"Ruck"
"Rory Lobb","Western Bulldogs",2023,190,1613,10,84.89,19,0.1178,"Forward"
"Rory Sloane","Adelaide Crows",2014,521,1937,23.68,88.05,22,0.269,"Mid"
"Rory Sloane","Adelaide Crows",2015,356,1227,22.25,76.69,16,0.2901,"Mid"
"Rory Sloane","Adelaide Crows",2016,536,1642,25.52,78.19,21,0.3264,"Mid"
"Rory Sloane","Adelaide Crows",2017,540,1749,24.55,79.5,22,0.3087,"Mid"
"Rory Sloane","Adelaide Crows",2018,263,961,21.92,80.08,12,0.2737,"Mid"
"Rory Sloane","Adelaide Crows",2019,541,1729,24.59,78.59,22,0.3129,"Mid"
"Rory Sloane","Adelaide Crows",2020,189,922,15.75,76.83,12,0.205,"Mid"
"Rory Sloane","Adelaide Crows",2021,402,1476,22.33,82,18,0.2724,"Mid"
"Rory Sloane","Adelaide Crows",2022,72,297,18,74.25,4,0.2424,"Forward"
"Rory Sloane","Adelaide Crows",2023,399,1434,18.14,65.18,22,0.2782,"INT"
"Rory Thompson","Gold Coast Suns",2014,164,1765,8.63,92.89,19,0.0929,"Back"
"Rory Thompson","Gold Coast Suns",2015,91,1039,7.58,86.58,12,0.0876,"Back"
"Rory Thompson","Gold Coast Suns",2016,140,1275,10,91.07,14,0.1098,"Back"
"Rory Thompson","Gold Coast Suns",2017,73,658,10.43,94,7,0.1109,"Back"
"Rory Thompson","Gold Coast Suns",2018,139,1547,8.18,91,17,0.0899,"Back"
"Rory Thompson","Gold Coast Suns",2022,16,205,5.33,68.33,3,0.078,"Back"
"Rowan Marshall","St Kilda",2017,14,83,14,83,1,0.1687,"Forward"
"Rowan Marshall","St Kilda",2018,160,983,13.33,81.92,12,0.1628,"Forward"
"Rowan Marshall","St Kilda",2019,355,1723,17.75,86.15,20,0.206,"Ruck"
"Rowan Marshall","St Kilda",2020,240,1451,14.12,85.35,17,0.1654,"Forward"
"Rowan Marshall","St Kilda",2021,203,960,15.62,73.85,13,0.2115,"Forward"
"Rowan Marshall","St Kilda",2022,336,1740,16,82.86,21,0.1931,"Ruck"
"Rowan Marshall","St Kilda",2023,438,1858,19.91,84.45,22,0.2357,"Ruck"
"Rueben William","Brisbane Lions",2016,13,80,13,80,1,0.1625,"INT"
"Rupert Wills","Collingwood",2016,88,371,17.6,74.2,5,0.2372,"INT"
"Rupert Wills","Collingwood",2017,15,74,15,74,1,0.2027,"INT"
"Rupert Wills","Collingwood",2019,112,457,16,65.29,7,0.2451,"INT"
"Rupert Wills","Collingwood",2020,124,495,15.5,61.88,8,0.2505,"INT"
"Ryan Abbott","Geelong Cats",2018,38,253,12.67,84.33,3,0.1502,"Ruck"
"Ryan Abbott","Geelong Cats",2019,11,83,11,83,1,0.1325,"Ruck"
"Ryan Abbott","St Kilda",2020,3,54,3,54,1,0.0556,"Forward"
"Ryan Angwin","GWS Giants",2022,3,46,3,46,1,0.0652,"INT"
"Ryan Angwin","GWS Giants",2023,132,859,9.43,61.36,14,0.1537,"Mid"
"Ryan Bastinac","Brisbane Lions",2016,462,1718,21,78.09,22,0.2689,"INT"
"Ryan Bastinac","Brisbane Lions",2017,288,1322,18,82.62,16,0.2179,"INT"
"Ryan Bastinac","Brisbane Lions",2018,27,159,13.5,79.5,2,0.1698,"INT"
"Ryan Bastinac","Brisbane Lions",2019,34,232,11.33,77.33,3,0.1466,"INT"
"Ryan Bastinac","North Melbourne",2014,396,1727,18,78.5,22,0.2293,"INT"
"Ryan Bastinac","North Melbourne",2015,284,1289,16.71,75.82,17,0.2203,"INT"
"Ryan Burton","Hawthorn",2016,35,210,11.67,70,3,0.1667,"Forward"
"Ryan Burton","Hawthorn",2017,426,1715,21.3,85.75,20,0.2484,"Back"
"Ryan Burton","Hawthorn",2018,354,1663,16.86,79.19,21,0.2129,"Back"
"Ryan Burton","Port Adelaide",2019,315,1135,19.69,70.94,16,0.2775,"Back"
"Ryan Burton","Port Adelaide",2020,84,378,14,63,6,0.2222,"Back"
"Ryan Burton","Port Adelaide",2021,393,1697,17.86,77.14,22,0.2316,"Back"
"Ryan Burton","Port Adelaide",2022,447,1779,20.32,80.86,22,0.2513,"Back"
"Ryan Burton","Port Adelaide",2023,284,1485,14.95,78.16,19,0.1912,"Back"
"Ryan Byrnes","St Kilda",2020,5,62,5,62,1,0.0806,"INT"
"Ryan Byrnes","St Kilda",2021,247,1144,15.44,71.5,16,0.2159,"INT"
"Ryan Byrnes","St Kilda",2022,88,448,8,40.73,11,0.1964,"SUB"
"Ryan Byrnes","St Kilda",2023,319,1506,16.79,79.26,19,0.2118,"Mid"
"Ryan Clarke","North Melbourne",2016,105,423,17.5,70.5,6,0.2482,"INT"
"Ryan Clarke","North Melbourne",2017,297,1153,19.8,76.87,15,0.2576,"INT"
"Ryan Clarke","North Melbourne",2018,375,1498,19.74,78.84,19,0.2503,"INT"
"Ryan Clarke","Sydney Swans",2019,240,1146,17.14,81.86,14,0.2094,"Mid"
"Ryan Clarke","Sydney Swans",2020,164,893,16.4,89.3,10,0.1837,"Mid"
"Ryan Clarke","Sydney Swans",2021,7,56,2.33,18.67,3,0.125,"SUB"
"Ryan Clarke","Sydney Swans",2022,98,693,8.91,63,11,0.1414,"Forward"
"Ryan Clarke","Sydney Swans",2023,114,812,7.6,54.13,15,0.1404,"SUB"
"Ryan Crowley","Essendon",2016,141,632,17.62,79,8,0.2231,"Mid"
"Ryan Crowley","Fremantle",2014,324,1938,14.73,88.09,22,0.1672,"Mid"
"Ryan Davis","Gold Coast Suns",2016,244,1408,12.84,74.11,19,0.1733,"Forward"
"Ryan Davis","Gold Coast Suns",2017,24,147,12,73.5,2,0.1633,"Mid"
"Ryan Gardner","Western Bulldogs",2019,12,145,6,72.5,2,0.0828,"Forward"
"Ryan Gardner","Western Bulldogs",2020,62,856,6.89,95.11,9,0.0724,"Back"
"Ryan Gardner","Western Bulldogs",2021,37,436,6.17,72.67,6,0.0849,"Back"
"Ryan Gardner","Western Bulldogs",2022,230,2054,10.95,97.81,21,0.112,"Back"
"Ryan Gardner","Western Bulldogs",2023,89,969,8.9,96.9,10,0.0918,"Back"
"Ryan Garthwaite","Richmond",2018,20,180,10,90,2,0.1111,"Back"
"Ryan Garthwaite","Richmond",2019,63,678,9,96.86,7,0.0929,"Back"
"Ryan Garthwaite","Richmond",2021,50,477,10,95.4,5,0.1048,"Back"
"Ryan Griffen","GWS Giants",2015,433,1703,20.62,81.1,21,0.2543,"Forward"
"Ryan Griffen","GWS Giants",2016,279,953,21.46,73.31,13,0.2928,"Mid"
"Ryan Griffen","GWS Giants",2017,46,175,15.33,58.33,3,0.2629,"Mid"
"Ryan Griffen","GWS Giants",2018,232,1148,15.47,76.53,15,0.2021,"Mid"
"Ryan Griffen","Western Bulldogs",2014,436,1563,22.95,82.26,19,0.279,"Mid"
"Ryan Harwood","Brisbane Lions",2014,260,1117,18.57,79.79,14,0.2328,"INT"
"Ryan Harwood","Brisbane Lions",2015,34,173,11.33,57.67,3,0.1965,"Forward"
"Ryan Harwood","Brisbane Lions",2016,181,927,13.92,71.31,13,0.1953,"INT"
"Ryan Harwood","Brisbane Lions",2017,112,693,12.44,77,9,0.1616,"INT"
"Ryan Lester","Brisbane Lions",2014,264,1023,18.86,73.07,14,0.2581,"Mid"
"Ryan Lester","Brisbane Lions",2015,120,709,13.33,78.78,9,0.1693,"INT"
"Ryan Lester","Brisbane Lions",2016,224,1558,11.79,82,19,0.1438,"Mid"
"Ryan Lester","Brisbane Lions",2017,357,1803,16.23,81.95,22,0.198,"INT"
"Ryan Lester","Brisbane Lions",2018,240,1200,16,80,15,0.2,"Mid"
"Ryan Lester","Brisbane Lions",2019,108,756,12,84,9,0.1429,"Back"
"Ryan Lester","Brisbane Lions",2020,152,1127,11.69,86.69,13,0.1349,"Back"
"Ryan Lester","Brisbane Lions",2021,192,1282,12,80.12,16,0.1498,"Back"
"Ryan Lester","Brisbane Lions",2022,25,159,8.33,53,3,0.1572,"Back"
"Ryan Lester","Brisbane Lions",2023,206,1310,13.73,87.33,15,0.1573,"Back"
"Ryan Maric","West Coast Eagles",2023,91,728,10.11,80.89,9,0.125,"Forward"
"Ryan Nyhuis","Fremantle",2017,39,354,9.75,88.5,4,0.1102,"Back"
"Ryan Nyhuis","Fremantle",2018,95,678,11.88,84.75,8,0.1401,"Forward"
"Ryan Nyhuis","Fremantle",2019,59,411,11.8,82.2,5,0.1436,"Back"
"Ryan O'Keefe","Sydney Swans",2014,44,300,11,75,4,0.1467,"Forward"
"Ryan Schoenmakers","Hawthorn",2014,210,1379,14,91.93,15,0.1523,"Back"
"Ryan Schoenmakers","Hawthorn",2015,147,1126,11.31,86.62,13,0.1306,"Forward"
"Ryan Schoenmakers","Hawthorn",2016,29,320,7.25,80,4,0.0906,"Forward"
"Ryan Schoenmakers","Hawthorn",2017,124,855,11.27,77.73,11,0.145,"Forward"
"Ryan Schoenmakers","Hawthorn",2018,76,630,9.5,78.75,8,0.1206,"Forward"
"Ryley Stoddart","Sydney Swans",2018,15,130,7.5,65,2,0.1154,"INT"
"Ryley Stoddart","Sydney Swans",2019,12,139,6,69.5,2,0.0863,"INT"
"Ryley Stoddart","Sydney Swans",2020,26,143,13,71.5,2,0.1818,"INT"
"Sam Banks","Richmond",2023,69,376,13.8,75.2,5,0.1835,"INT"
"Sam Berry","Adelaide Crows",2021,154,1219,9.06,71.71,17,0.1263,"INT"
"Sam Berry","Adelaide Crows",2022,317,1307,17.61,72.61,18,0.2425,"Mid"
"Sam Berry","Adelaide Crows",2023,40,259,10,64.75,4,0.1544,"Mid"
"Sam Blease","Geelong Cats",2015,7,33,7,33,1,0.2121,"SUB"
"Sam Blease","Melbourne",2014,21,147,10.5,73.5,2,0.1429,"INT"
"Sam Butler","Hawthorn",2022,76,634,8.44,70.44,9,0.1199,"Forward"
"Sam Butler","Hawthorn",2023,83,546,10.38,68.25,8,0.152,"Forward"
"Sam Butler","West Coast Eagles",2014,192,828,16,69,12,0.2319,"Back"
"Sam Butler","West Coast Eagles",2015,250,1206,17.86,86.14,14,0.2073,"Back"
"Sam Butler","West Coast Eagles",2016,274,1574,14.42,82.84,19,0.1741,"Back"
"Sam Butler","West Coast Eagles",2017,131,710,14.56,78.89,9,0.1845,"Back"
"Sam Collins","Fremantle",2016,157,1086,13.08,90.5,12,0.1446,"Back"
"Sam Collins","Fremantle",2017,21,167,10.5,83.5,2,0.1257,"Back"
"Sam Collins","Gold Coast Suns",2019,109,870,12.11,96.67,9,0.1253,"Back"
"Sam Collins","Gold Coast Suns",2020,175,1660,10.29,97.65,17,0.1054,"Back"
"Sam Collins","Gold Coast Suns",2021,230,1788,12.11,94.11,19,0.1286,"Back"
"Sam Collins","Gold Coast Suns",2022,243,2154,11.05,97.91,22,0.1128,"Back"
"Sam Collins","Gold Coast Suns",2023,272,2140,12.36,97.27,22,0.1271,"Back"
"Sam Colquhoun","Port Adelaide",2015,107,399,17.83,66.5,6,0.2682,"INT"
"Sam Darcy","Western Bulldogs",2022,38,218,12.67,72.67,3,0.1743,"Back"
"Sam Darcy","Western Bulldogs",2023,10,138,3.33,46,3,0.0725,"INT"
"Sam Darley","Western Bulldogs",2014,68,374,13.6,74.8,5,0.1818,"Mid"
"Sam Darley","Western Bulldogs",2015,37,142,18.5,71,2,0.2606,"INT"
"Sam Day","Gold Coast Suns",2014,226,1920,10.27,87.27,22,0.1177,"Forward"
"Sam Day","Gold Coast Suns",2015,116,1157,8.29,82.64,14,0.1003,"Forward"
"Sam Day","Gold Coast Suns",2016,230,1777,11.5,88.85,20,0.1294,"Forward"
"Sam Day","Gold Coast Suns",2018,118,1000,9.83,83.33,12,0.118,"Forward"
"Sam Day","Gold Coast Suns",2019,116,821,11.6,82.1,10,0.1413,"Forward"
"Sam Day","Gold Coast Suns",2020,147,1320,8.65,77.65,17,0.1114,"Forward"
"Sam Day","Gold Coast Suns",2021,53,444,8.83,74,6,0.1194,"Forward"
"Sam Day","Gold Coast Suns",2022,26,266,6.5,66.5,4,0.0977,"Forward"
"Sam Day","Gold Coast Suns",2023,19,213,6.33,71,3,0.0892,"Forward"
"Sam De Koning","Geelong Cats",2021,8,81,8,81,1,0.0988,"Forward"
"Sam De Koning","Geelong Cats",2022,246,1840,12.3,92,20,0.1337,"Back"
"Sam De Koning","Geelong Cats",2023,217,1591,12.06,88.39,18,0.1364,"Back"
"Sam Docherty","Carlton",2014,297,1355,18.56,84.69,16,0.2192,"INT"
"Sam Docherty","Carlton",2015,401,1695,21.11,89.21,19,0.2366,"Back"
"Sam Docherty","Carlton",2016,566,1969,25.73,89.5,22,0.2875,"Back"
"Sam Docherty","Carlton",2017,613,2044,27.86,92.91,22,0.2999,"Back"
"Sam Docherty","Carlton",2020,297,1319,18.56,82.44,16,0.2252,"Back"
"Sam Docherty","Carlton",2021,340,1214,24.29,86.71,14,0.2801,"Back"
"Sam Docherty","Carlton",2022,625,1895,28.41,86.14,22,0.3298,"Back"
"Sam Docherty","Carlton",2023,527,1659,26.35,82.95,20,0.3177,"Mid"
"Sam Draper","Essendon",2020,66,646,8.25,80.75,8,0.1022,"Ruck"
"Sam Draper","Essendon",2021,113,941,9.42,78.42,12,0.1201,"Ruck"
"Sam Draper","Essendon",2022,214,1632,9.73,74.18,22,0.1311,"Ruck"
"Sam Draper","Essendon",2023,154,1074,11,76.71,14,0.1434,"Ruck"
"Sam Dunell","St Kilda",2014,17,172,5.67,57.33,3,0.0988,"Forward"
"Sam Durdin","Carlton",2022,9,75,9,75,1,0.12,"Back"
"Sam Durdin","North Melbourne",2017,90,684,11.25,85.5,8,0.1316,"Back"
"Sam Durdin","North Melbourne",2018,6,54,6,54,1,0.1111,"Back"
"Sam Durdin","North Melbourne",2019,88,854,8.8,85.4,10,0.103,"Back"
"Sam Durdin","North Melbourne",2020,20,246,6.67,82,3,0.0813,"Back"
"Sam Durham","Essendon",2021,82,460,13.67,76.67,6,0.1783,"Mid"
"Sam Durham","Essendon",2022,301,1565,15.05,78.25,20,0.1923,"Mid"
"Sam Durham","Essendon",2023,338,1722,16.1,82,21,0.1963,"Mid"
"Sam Dwyer","Collingwood",2014,214,914,16.46,70.31,13,0.2341,"Forward"
"Sam Dwyer","Collingwood",2015,54,318,10.8,63.6,5,0.1698,"Mid"
"Sam Fisher","St Kilda",2014,126,602,18,86,7,0.2093,"Back"
"Sam Fisher","St Kilda",2015,310,1617,17.22,89.83,18,0.1917,"Back"
"Sam Fisher","St Kilda",2016,171,1047,14.25,87.25,12,0.1633,"Back"
"Sam Flanders","Gold Coast Suns",2020,31,348,6.2,69.6,5,0.0891,"Forward"
"Sam Flanders","Gold Coast Suns",2021,189,1072,11.81,67,16,0.1763,"Forward"
"Sam Flanders","Gold Coast Suns",2022,97,620,10.78,68.89,9,0.1565,"INT"
"Sam Flanders","Gold Coast Suns",2023,310,926,23.85,71.23,13,0.3348,"INT"
"Sam Frost","GWS Giants",2014,193,1412,12.06,88.25,16,0.1367,"Back"
"Sam Frost","Hawthorn",2020,164,1399,10.25,87.44,16,0.1172,"Back"
"Sam Frost","Hawthorn",2021,333,2045,15.14,92.95,22,0.1628,"Back"
"Sam Frost","Hawthorn",2022,159,1105,13.25,92.08,12,0.1439,"Back"
"Sam Frost","Hawthorn",2023,230,1640,12.78,91.11,18,0.1402,"Back"
"Sam Frost","Melbourne",2015,25,179,8.33,59.67,3,0.1397,"Mid"
"Sam Frost","Melbourne",2016,206,1269,12.88,79.31,16,0.1623,"Forward"
"Sam Frost","Melbourne",2017,216,1458,13.5,91.12,16,0.1481,"Back"
"Sam Frost","Melbourne",2018,120,878,12,87.8,10,0.1367,"Back"
"Sam Frost","Melbourne",2019,296,1920,13.45,87.27,22,0.1542,"Back"
"Sam Gibson","Adelaide Crows",2018,113,391,22.6,78.2,5,0.289,"Mid"
"Sam Gibson","North Melbourne",2014,534,1904,24.27,86.55,22,0.2805,"Mid"
"Sam Gibson","North Melbourne",2015,443,1833,20.14,83.32,22,0.2417,"INT"
"Sam Gibson","North Melbourne",2016,508,1951,23.09,88.68,22,0.2604,"Mid"
"Sam Gibson","North Melbourne",2017,486,1927,22.09,87.59,22,0.2522,"Mid"
"Sam Gilbert","St Kilda",2014,76,424,12.67,70.67,6,0.1792,"Back"
"Sam Gilbert","St Kilda",2015,195,939,17.73,85.36,11,0.2077,"Back"
"Sam Gilbert","St Kilda",2016,330,1894,15,86.09,22,0.1742,"Back"
"Sam Gilbert","St Kilda",2017,274,1358,15.22,75.44,18,0.2018,"INT"
"Sam Gilbert","St Kilda",2018,158,951,14.36,86.45,11,0.1661,"Back"
"Sam Gray","Port Adelaide",2014,83,496,11.86,70.86,7,0.1673,"Forward"
"Sam Gray","Port Adelaide",2015,220,825,22,82.5,10,0.2667,"INT"
"Sam Gray","Port Adelaide",2016,363,1268,21.35,74.59,17,0.2863,"INT"
"Sam Gray","Port Adelaide",2017,394,1764,17.91,80.18,22,0.2234,"Forward"
"Sam Gray","Port Adelaide",2018,293,1547,15.42,81.42,19,0.1894,"Forward"
"Sam Gray","Port Adelaide",2019,348,1654,17.4,82.7,20,0.2104,"Forward"
"Sam Gray","Sydney Swans",2020,75,551,10.71,78.71,7,0.1361,"Forward"
"Sam Grimley","Essendon",2016,27,331,6.75,82.75,4,0.0816,"Forward"
"Sam Hayes","Port Adelaide",2022,54,516,7.71,73.71,7,0.1047,"Ruck"
"Sam Hayes","Port Adelaide",2023,29,208,9.67,69.33,3,0.1394,"Ruck"
"Sam J. Reid","GWS Giants",2016,68,444,11.33,74,6,0.1532,"INT"
"Sam J. Reid","GWS Giants",2017,144,966,11.08,74.31,13,0.1491,"INT"
"Sam J. Reid","GWS Giants",2018,203,1551,10.68,81.63,19,0.1309,"INT"
"Sam J. Reid","GWS Giants",2019,346,1944,15.73,88.36,22,0.178,"Forward"
"Sam J. Reid","GWS Giants",2020,17,219,5.67,73,3,0.0776,"INT"
"Sam J. Reid","GWS Giants",2021,113,1099,8.07,78.5,14,0.1028,"Back"
"Sam Jacobs","Adelaide Crows",2014,358,1930,16.27,87.73,22,0.1855,"Ruck"
"Sam Jacobs","Adelaide Crows",2015,324,1852,15.43,88.19,21,0.1749,"Ruck"
"Sam Jacobs","Adelaide Crows",2016,291,1604,14.55,80.2,20,0.1814,"Ruck"
"Sam Jacobs","Adelaide Crows",2017,320,1875,14.55,85.23,22,0.1707,"Ruck"
"Sam Jacobs","Adelaide Crows",2018,260,1825,11.82,82.95,22,0.1425,"Ruck"
