"full_name","team.name","season","sum_disposals","sum_TOG","mean_disposals","mean_TOG","games_played","disp_per_TOG","starting_position"
"Aaron Black","Geelong Cats",2017,63,334,15.75,83.5,4,0.1886,"INT"
"Aaron Black","Geelong Cats",2018,40,208,13.33,69.33,3,0.1923,"INT"
"Aaron Black","North Melbourne",2014,229,1981,10.41,90.05,22,0.1156,"Forward"
"Aaron Black","North Melbourne",2015,26,264,8.67,88,3,0.0985,"Forward"
"Aaron Black","West Coast Eagles",2022,15,75,15,75,1,0.2,"Mid"
"Aaron Cadman","GWS Giants",2023,54,731,4.5,60.92,12,0.0739,"INT"
"Aaron Edwards","Richmond",2014,37,274,12.33,91.33,3,0.135,"Forward"
"Aaron Francis","Essendon",2016,31,238,10.33,79.33,3,0.1303,"Back"
"Aaron Francis","Essendon",2017,22,164,11,82,2,0.1341,"Back"
"Aaron Francis","Essendon",2018,66,396,13.2,79.2,5,0.1667,"INT"
"Aaron Francis","Essendon",2019,205,1297,12.81,81.06,16,0.1581,"Back"
"Aaron Francis","Essendon",2020,79,615,9.88,76.88,8,0.1285,"Back"
"Aaron Francis","Essendon",2021,160,1158,11.43,82.71,14,0.1382,"Back"
"Aaron Francis","Essendon",2022,28,321,7,80.25,4,0.0872,"Back"
"Aaron Francis","Sydney Swans",2023,141,1096,10.07,78.29,14,0.1286,"Back"
"Aaron Hall","Gold Coast Suns",2014,210,1305,13.12,81.56,16,0.1609,"Forward"
"Aaron Hall","Gold Coast Suns",2015,290,1180,19.33,78.67,15,0.2458,"Forward"
"Aaron Hall","Gold Coast Suns",2016,473,1352,27.82,79.53,17,0.3499,"Mid"
"Aaron Hall","Gold Coast Suns",2017,487,1474,25.63,77.58,19,0.3304,"Mid"
"Aaron Hall","Gold Coast Suns",2018,111,429,18.5,71.5,6,0.2587,"Back"
"Aaron Hall","North Melbourne",2019,118,436,19.67,72.67,6,0.2706,"Forward"
"Aaron Hall","North Melbourne",2020,219,1214,14.6,80.93,15,0.1804,"Forward"
"Aaron Hall","North Melbourne",2021,558,1553,27.9,77.65,20,0.3593,"Back"
"Aaron Hall","North Melbourne",2022,259,786,23.55,71.45,11,0.3295,"Back"
"Aaron Hall","North Melbourne",2023,140,495,23.33,82.5,6,0.2828,"INT"
"Aaron Mullett","Carlton",2018,195,1020,15,78.46,13,0.1912,"Back"
"Aaron Mullett","North Melbourne",2014,249,1305,14.65,76.76,17,0.1908,"Back"
"Aaron Mullett","North Melbourne",2015,41,231,10.25,57.75,4,0.1775,"Back"
"Aaron Mullett","North Melbourne",2016,222,1086,15.86,77.57,14,0.2044,"INT"
"Aaron Mullett","North Melbourne",2017,360,1522,20,84.56,18,0.2365,"Back"
"Aaron Naughton","Western Bulldogs",2018,208,1502,11.56,83.44,18,0.1385,"Back"
"Aaron Naughton","Western Bulldogs",2019,245,1901,11.14,86.41,22,0.1289,"Forward"
"Aaron Naughton","Western Bulldogs",2020,79,831,7.18,75.55,11,0.0951,"Forward"
"Aaron Naughton","Western Bulldogs",2021,240,1698,11.43,80.86,21,0.1413,"Forward"
"Aaron Naughton","Western Bulldogs",2022,245,1806,11.67,86,21,0.1357,"Forward"
"Aaron Naughton","Western Bulldogs",2023,256,1902,11.64,86.45,22,0.1346,"Forward"
"Aaron Sandilands","Fremantle",2014,271,1695,12.9,80.71,21,0.1599,"Ruck"
"Aaron Sandilands","Fremantle",2015,262,1726,12.48,82.19,21,0.1518,"Ruck"
"Aaron Sandilands","Fremantle",2016,41,329,8.2,65.8,5,0.1246,"Ruck"
"Aaron Sandilands","Fremantle",2017,110,736,11,73.6,10,0.1495,"Ruck"
"Aaron Sandilands","Fremantle",2018,124,903,11.27,82.09,11,0.1373,"Ruck"
"Aaron Sandilands","Fremantle",2019,73,456,12.17,76,6,0.1601,"Ruck"
"Aaron Young","Gold Coast Suns",2018,327,1815,14.86,82.5,22,0.1802,"Forward"
"Aaron Young","Gold Coast Suns",2019,21,150,10.5,75,2,0.14,"Forward"
"Aaron Young","Port Adelaide",2014,153,607,10.93,43.36,14,0.2521,"SUB"
"Aaron Young","Port Adelaide",2015,143,561,13,51,11,0.2549,"INT"
"Aaron Young","Port Adelaide",2016,336,1711,16,81.48,21,0.1964,"Forward"
"Aaron Young","Port Adelaide",2017,157,1004,12.08,77.23,13,0.1564,"Forward"
"Aaron vandenBerg","Melbourne",2015,235,1048,16.79,74.86,14,0.2242,"Forward"
"Aaron vandenBerg","Melbourne",2016,205,1128,14.64,80.57,14,0.1817,"Forward"
"Aaron vandenBerg","Melbourne",2018,59,319,14.75,79.75,4,0.185,"Forward"
"Aaron vandenBerg","Melbourne",2020,142,867,11.83,72.25,12,0.1638,"INT"
"Aaron vandenBerg","Melbourne",2021,27,123,6.75,30.75,4,0.2195,"SUB"
"Adam Carter","West Coast Eagles",2014,20,177,10,88.5,2,0.113,"Back"
"Adam Cerra","Carlton",2022,420,1322,23.33,73.44,18,0.3177,"Mid"
"Adam Cerra","Carlton",2023,473,1344,26.28,74.67,18,0.3519,"Mid"
"Adam Cerra","Fremantle",2018,287,1594,13.67,75.9,21,0.1801,"INT"
"Adam Cerra","Fremantle",2019,309,1584,15.45,79.2,20,0.1951,"Back"
"Adam Cerra","Fremantle",2020,295,1357,17.35,79.82,17,0.2174,"Mid"
"Adam Cerra","Fremantle",2021,415,1369,23.06,76.06,18,0.3031,"Mid"
"Adam Cooney","Essendon",2015,187,850,17,77.27,11,0.22,"Forward"
"Adam Cooney","Essendon",2016,457,1537,22.85,76.85,20,0.2973,"Forward"
"Adam Cooney","Western Bulldogs",2014,354,1352,19.67,75.11,18,0.2618,"Mid"
"Adam Goodes","Sydney Swans",2014,225,1324,13.24,77.88,17,0.1699,"Forward"
"Adam Goodes","Sydney Swans",2015,284,1559,14.95,82.05,19,0.1822,"Forward"
"Adam Kennedy","GWS Giants",2014,328,1691,16.4,84.55,20,0.194,"Back"
"Adam Kennedy","GWS Giants",2015,105,552,15,78.86,7,0.1902,"Back"
"Adam Kennedy","GWS Giants",2016,215,1234,14.33,82.27,15,0.1742,"Back"
"Adam Kennedy","GWS Giants",2017,91,506,13,72.29,7,0.1798,"INT"
"Adam Kennedy","GWS Giants",2018,122,584,17.43,83.43,7,0.2089,"Back"
"Adam Kennedy","GWS Giants",2019,315,1518,16.58,79.89,19,0.2075,"INT"
"Adam Kennedy","GWS Giants",2020,68,433,11.33,72.17,6,0.157,"Back"
"Adam Kennedy","GWS Giants",2021,131,742,14.56,82.44,9,0.1765,"Mid"
"Adam Kennedy","GWS Giants",2022,258,1301,14.33,72.28,18,0.1983,"Back"
"Adam Kennedy","GWS Giants",2023,36,297,7.2,59.4,5,0.1212,"INT"
"Adam Marcon","Richmond",2016,38,149,19,74.5,2,0.255,"Forward"
"Adam Oxley","Collingwood",2015,315,1325,18.53,77.94,17,0.2377,"Mid"
"Adam Oxley","Collingwood",2016,202,990,16.83,82.5,12,0.204,"Back"
"Adam Oxley","Collingwood",2018,34,228,11.33,76,3,0.1491,"Back"
"Adam Saad","Carlton",2021,424,1779,19.27,80.86,22,0.2383,"Back"
"Adam Saad","Carlton",2022,459,1700,21.86,80.95,21,0.27,"Back"
"Adam Saad","Carlton",2023,422,1694,20.1,80.67,21,0.2491,"Back"
"Adam Saad","Essendon",2018,377,1772,17.14,80.55,22,0.2128,"Back"
"Adam Saad","Essendon",2019,370,1789,17.62,85.19,21,0.2068,"Back"
"Adam Saad","Essendon",2020,320,1415,18.82,83.24,17,0.2261,"Back"
"Adam Saad","Gold Coast Suns",2015,272,1375,17,85.94,16,0.1978,"Back"
"Adam Saad","Gold Coast Suns",2016,151,772,15.1,77.2,10,0.1956,"Back"
"Adam Saad","Gold Coast Suns",2017,365,1774,16.59,80.64,22,0.2057,"Back"
"Adam Schneider","St Kilda",2014,205,1056,15.77,81.23,13,0.1941,"Forward"
"Adam Schneider","St Kilda",2015,284,1212,18.93,80.8,15,0.2343,"Forward"
"Adam Tomlinson","GWS Giants",2014,307,1696,16.16,89.26,19,0.181,"Forward"
"Adam Tomlinson","GWS Giants",2015,110,661,13.75,82.62,8,0.1664,"Back"
"Adam Tomlinson","GWS Giants",2016,152,1052,12.67,87.67,12,0.1445,"Back"
"Adam Tomlinson","GWS Giants",2017,288,1957,13.71,93.19,21,0.1472,"Back"
"Adam Tomlinson","GWS Giants",2018,369,1957,16.77,88.95,22,0.1886,"INT"
"Adam Tomlinson","GWS Giants",2019,386,1913,17.55,86.95,22,0.2018,"INT"
"Adam Tomlinson","Melbourne",2020,162,1156,12.46,88.92,13,0.1401,"Mid"
"Adam Tomlinson","Melbourne",2021,84,593,12,84.71,7,0.1417,"Back"
"Adam Tomlinson","Melbourne",2022,87,696,10.88,87,8,0.125,"Back"
"Adam Tomlinson","Melbourne",2023,108,737,13.5,92.12,8,0.1465,"Back"
"Adam Treloar","Collingwood",2016,673,1804,30.59,82,22,0.3731,"Mid"
"Adam Treloar","Collingwood",2017,628,1708,29.9,81.33,21,0.3677,"Mid"
"Adam Treloar","Collingwood",2018,404,1050,31.08,80.77,13,0.3848,"INT"
"Adam Treloar","Collingwood",2019,739,1748,33.59,79.45,22,0.4228,"Mid"
"Adam Treloar","Collingwood",2020,226,603,28.25,75.38,8,0.3748,"Mid"
"Adam Treloar","GWS Giants",2014,552,1665,27.6,83.25,20,0.3315,"Mid"
"Adam Treloar","GWS Giants",2015,578,1748,27.52,83.24,21,0.3307,"Mid"
"Adam Treloar","Western Bulldogs",2021,307,975,23.62,75,13,0.3149,"Mid"
"Adam Treloar","Western Bulldogs",2022,569,1719,27.1,81.86,21,0.331,"Mid"
"Adam Treloar","Western Bulldogs",2023,524,1403,29.11,77.94,18,0.3735,"Mid"
"Ahmed Saad","St Kilda",2015,25,247,6.25,61.75,4,0.1012,"Forward"
"Aidan Corr","GWS Giants",2014,29,318,7.25,79.5,4,0.0912,"Back"
"Aidan Corr","GWS Giants",2015,163,1706,8.58,89.79,19,0.0955,"Back"
"Aidan Corr","GWS Giants",2016,25,248,8.33,82.67,3,0.1008,"Back"
"Aidan Corr","GWS Giants",2017,225,1664,11.25,83.2,20,0.1352,"Back"
"Aidan Corr","GWS Giants",2018,163,1330,10.19,83.12,16,0.1226,"Back"
"Aidan Corr","GWS Giants",2019,40,293,10,73.25,4,0.1365,"Back"
"Aidan Corr","GWS Giants",2020,180,1207,12,80.47,15,0.1491,"Back"
"Aidan Corr","North Melbourne",2021,32,148,16,74,2,0.2162,"Back"
"Aidan Corr","North Melbourne",2022,293,1769,14.65,88.45,20,0.1656,"Back"
"Aidan Corr","North Melbourne",2023,267,1560,14.83,86.67,18,0.1712,"Back"
"Aidan Riley","Melbourne",2014,100,440,11.11,48.89,9,0.2273,"INT"
"Aidan Riley","Melbourne",2015,36,189,9,47.25,4,0.1905,"SUB"
"Aiden Begg","Collingwood",2022,30,178,10,59.33,3,0.1685,"INT"
"Aiden Bonar","GWS Giants",2018,42,288,10.5,72,4,0.1458,"INT"
"Aiden Bonar","GWS Giants",2019,19,127,9.5,63.5,2,0.1496,"Back"
"Aiden Bonar","North Melbourne",2020,52,421,8.67,70.17,6,0.1235,"INT"
"Aiden Bonar","North Melbourne",2021,107,726,10.7,72.6,10,0.1474,"Back"
"Aiden Bonar","North Melbourne",2022,85,648,8.5,64.8,10,0.1312,"Back"
"Aiden Bonar","North Melbourne",2023,24,173,12,86.5,2,0.1387,"Back"
"Aidyn Johnson","Port Adelaide",2017,47,324,9.4,64.8,5,0.1451,"INT"
"Aidyn Johnson","Port Adelaide",2018,37,384,7.4,76.8,5,0.0964,"Forward"
"Aidyn Johnson","Port Adelaide",2019,12,77,12,77,1,0.1558,"Forward"
"Alan Toovey","Collingwood",2014,192,1521,11.29,89.47,17,0.1262,"Back"
"Alan Toovey","Collingwood",2015,230,1680,11.5,84,20,0.1369,"Back"
"Alan Toovey","Collingwood",2016,88,665,11,83.12,8,0.1323,"Back"
"Alastair Lord","Essendon",2022,0,0,0,0,1,NA,"SUB"
"Alec Waterman","Essendon",2021,132,997,10.15,76.69,13,0.1324,"Forward"
"Alec Waterman","Essendon",2022,60,511,7.5,63.88,8,0.1174,"Forward"
"Alex Browne","Essendon",2015,27,162,9,54,3,0.1667,"Back"
"Alex Cincotta","Carlton",2023,203,1171,13.53,78.07,15,0.1734,"INT"
"Alex Davies","Gold Coast Suns",2021,16,65,16,65,1,0.2462,"INT"
"Alex Davies","Gold Coast Suns",2022,149,931,9.93,62.07,15,0.16,"INT"
"Alex Davies","Gold Coast Suns",2023,107,552,13.38,69,8,0.1938,"INT"
"Alex Fasolo","Carlton",2019,20,224,6.67,74.67,3,0.0893,"INT"
"Alex Fasolo","Collingwood",2014,180,951,15,79.25,12,0.1893,"Back"
"Alex Fasolo","Collingwood",2015,235,1422,13.82,83.65,17,0.1653,"Forward"
"Alex Fasolo","Collingwood",2016,172,997,14.33,83.08,12,0.1725,"Forward"
"Alex Fasolo","Collingwood",2017,256,1600,13.47,84.21,19,0.16,"Forward"
"Alex Fasolo","Collingwood",2018,2,26,2,26,1,0.0769,"Forward"
"Alex Johnson","Sydney Swans",2018,19,96,9.5,48,2,0.1979,"Back"
"Alex Keath","Adelaide Crows",2017,64,500,10.67,83.33,6,0.128,"Back"
"Alex Keath","Adelaide Crows",2018,87,533,14.5,88.83,6,0.1632,"Back"
"Alex Keath","Adelaide Crows",2019,294,1526,16.33,84.78,18,0.1927,"Back"
"Alex Keath","Western Bulldogs",2020,170,1618,10,95.18,17,0.1051,"Back"
"Alex Keath","Western Bulldogs",2021,248,1882,12.4,94.1,20,0.1318,"Back"
"Alex Keath","Western Bulldogs",2022,156,1286,11.14,91.86,14,0.1213,"Back"
"Alex Keath","Western Bulldogs",2023,205,1443,12.06,84.88,17,0.1421,"Back"
"Alex Morgan","North Melbourne",2018,24,137,12,68.5,2,0.1752,"Forward"
"Alex Neal-Bullen","Melbourne",2015,104,645,9.45,58.64,11,0.1612,"INT"
"Alex Neal-Bullen","Melbourne",2016,56,291,14,72.75,4,0.1924,"INT"
"Alex Neal-Bullen","Melbourne",2017,359,1533,18.89,80.68,19,0.2342,"Forward"
"Alex Neal-Bullen","Melbourne",2018,382,1737,17.36,78.95,22,0.2199,"Mid"
"Alex Neal-Bullen","Melbourne",2019,184,1065,13.14,76.07,14,0.1728,"Forward"
"Alex Neal-Bullen","Melbourne",2020,63,499,9,71.29,7,0.1263,"Forward"
"Alex Neal-Bullen","Melbourne",2021,342,1641,15.55,74.59,22,0.2084,"Forward"
"Alex Neal-Bullen","Melbourne",2022,332,1682,15.81,80.1,21,0.1974,"Forward"
"Alex Neal-Bullen","Melbourne",2023,336,1681,15.27,76.41,22,0.1999,"Forward"
"Alex Pearce","Fremantle",2015,138,1155,10.62,88.85,13,0.1195,"Back"
"Alex Pearce","Fremantle",2016,77,740,9.62,92.5,8,0.1041,"Back"
"Alex Pearce","Fremantle",2018,227,1894,10.81,90.19,21,0.1199,"Back"
"Alex Pearce","Fremantle",2019,119,1004,10.82,91.27,11,0.1185,"Back"
"Alex Pearce","Fremantle",2021,96,821,9.6,82.1,10,0.1169,"Back"
"Alex Pearce","Fremantle",2022,214,1737,11.26,91.42,19,0.1232,"Back"
"Alex Pearce","Fremantle",2023,222,2068,10.09,94,22,0.1074,"Back"
"Alex Rance","Richmond",2014,295,1658,17.35,97.53,17,0.1779,"Back"
"Alex Rance","Richmond",2015,381,2153,17.32,97.86,22,0.177,"Back"
"Alex Rance","Richmond",2016,373,1977,18.65,98.85,20,0.1887,"Back"
"Alex Rance","Richmond",2017,357,2140,16.23,97.27,22,0.1668,"Back"
"Alex Rance","Richmond",2018,352,2141,16,97.32,22,0.1644,"Back"
"Alex Rance","Richmond",2019,6,68,6,68,1,0.0882,"Back"
"Alex Sexton","Gold Coast Suns",2014,121,981,8.64,70.07,14,0.1233,"INT"
"Alex Sexton","Gold Coast Suns",2015,146,1114,11.23,85.69,13,0.1311,"Mid"
"Alex Sexton","Gold Coast Suns",2016,284,1465,15.78,81.39,18,0.1939,"Back"
"Alex Sexton","Gold Coast Suns",2017,314,1619,15.7,80.95,20,0.1939,"Forward"
"Alex Sexton","Gold Coast Suns",2018,300,1882,13.64,85.55,22,0.1594,"Forward"
"Alex Sexton","Gold Coast Suns",2019,252,1949,11.45,88.59,22,0.1293,"Forward"
"Alex Sexton","Gold Coast Suns",2020,131,1170,9.36,83.57,14,0.112,"Forward"
"Alex Sexton","Gold Coast Suns",2021,217,1388,10.33,66.1,21,0.1563,"Forward"
"Alex Sexton","Gold Coast Suns",2022,23,215,5.75,53.75,4,0.107,"INT"
"Alex Sexton","Gold Coast Suns",2023,39,334,5.57,47.71,7,0.1168,"SUB"
"Alex Silvagni","Carlton",2017,73,523,10.43,74.71,7,0.1396,"Back"
"Alex Silvagni","Fremantle",2014,65,541,10.83,90.17,6,0.1201,"Back"
"Alex Silvagni","Fremantle",2015,22,195,11,97.5,2,0.1128,"Back"
"Alex Silvagni","Fremantle",2016,71,425,14.2,85,5,0.1671,"Back"
"Alex Witherden","Brisbane Lions",2017,212,715,23.56,79.44,9,0.2965,"INT"
"Alex Witherden","Brisbane Lions",2018,471,1643,22.43,78.24,21,0.2867,"INT"
"Alex Witherden","Brisbane Lions",2019,389,1628,18.52,77.52,21,0.2389,"INT"
"Alex Witherden","Brisbane Lions",2020,115,490,19.17,81.67,6,0.2347,"INT"
"Alex Witherden","West Coast Eagles",2021,200,742,22.22,82.44,9,0.2695,"Back"
"Alex Witherden","West Coast Eagles",2022,279,1053,21.46,81,13,0.265,"Back"
"Alex Witherden","West Coast Eagles",2023,429,1754,20.43,83.52,21,0.2446,"Back"
"Alex Woodward","Hawthorn",2014,18,112,9,56,2,0.1607,"Mid"
"Alexis Georgiou","Melbourne",2014,71,580,10.14,82.86,7,0.1224,"Back"
"Aliir Aliir","Port Adelaide",2021,339,2118,15.41,96.27,22,0.1601,"Back"
"Aliir Aliir","Port Adelaide",2022,253,1797,13.32,94.58,19,0.1408,"Back"
"Aliir Aliir","Port Adelaide",2023,249,2051,11.86,97.67,21,0.1214,"Back"
"Aliir Aliir","Sydney Swans",2016,147,831,14.7,83.1,10,0.1769,"Back"
"Aliir Aliir","Sydney Swans",2017,35,269,11.67,89.67,3,0.1301,"Back"
"Aliir Aliir","Sydney Swans",2018,180,965,16.36,87.73,11,0.1865,"Back"
"Aliir Aliir","Sydney Swans",2019,346,1908,15.73,86.73,22,0.1813,"Back"
"Aliir Aliir","Sydney Swans",2020,135,1127,9.64,80.5,14,0.1198,"Back"
"Alipate Carlile","Port Adelaide",2014,200,1553,11.76,91.35,17,0.1288,"Back"
"Alipate Carlile","Port Adelaide",2015,152,1056,12.67,88,12,0.1439,"Back"
"Alipate Carlile","Port Adelaide",2016,22,177,11,88.5,2,0.1243,"Back"
"Allen Christensen","Brisbane Lions",2015,445,1726,20.23,78.45,22,0.2578,"Forward"
"Allen Christensen","Brisbane Lions",2016,183,790,16.64,71.82,11,0.2316,"Mid"
"Allen Christensen","Brisbane Lions",2018,403,1686,18.32,76.64,22,0.239,"Forward"
"Allen Christensen","Brisbane Lions",2019,147,786,13.36,71.45,11,0.187,"INT"
"Allen Christensen","Geelong Cats",2014,169,652,21.12,81.5,8,0.2592,"Forward"
"Alwyn Davey Jnr","Essendon",2023,75,597,7.5,59.7,10,0.1256,"Forward"
"Andrejs Everitt","Carlton",2014,286,1464,16.82,86.12,17,0.1954,"Back"
"Andrejs Everitt","Carlton",2015,334,2022,15.18,91.91,22,0.1652,"Forward"
"Andrejs Everitt","Carlton",2016,180,1069,13.85,82.23,13,0.1684,"INT"
"Andrew Boston","Gold Coast Suns",2015,97,575,12.12,71.88,8,0.1687,"INT"
"Andrew Brayshaw","Fremantle",2018,271,1134,15.94,66.71,17,0.239,"INT"
"Andrew Brayshaw","Fremantle",2019,372,1563,16.91,71.05,22,0.238,"INT"
"Andrew Brayshaw","Fremantle",2020,339,1281,19.94,75.35,17,0.2646,"Mid"
"Andrew Brayshaw","Fremantle",2021,568,1576,28.4,78.8,20,0.3604,"Mid"
"Andrew Brayshaw","Fremantle",2022,640,1755,29.09,79.77,22,0.3647,"Mid"
"Andrew Brayshaw","Fremantle",2023,638,1819,29,82.68,22,0.3507,"Mid"
"Andrew Carrazzo","Carlton",2014,281,1110,20.07,79.29,14,0.2532,"Mid"
"Andrew Carrazzo","Carlton",2015,365,1161,22.81,72.56,16,0.3144,"Mid"
"Andrew Gaff","West Coast Eagles",2014,534,1904,24.27,86.55,22,0.2805,"Mid"
"Andrew Gaff","West Coast Eagles",2015,660,1993,30,90.59,22,0.3312,"Mid"
"Andrew Gaff","West Coast Eagles",2016,622,1824,29.62,86.86,21,0.341,"Mid"
"Andrew Gaff","West Coast Eagles",2017,654,1957,29.73,88.95,22,0.3342,"Mid"
"Andrew Gaff","West Coast Eagles",2018,583,1681,30.68,88.47,19,0.3468,"Mid"
"Andrew Gaff","West Coast Eagles",2019,638,1734,31.9,86.7,20,0.3679,"Mid"
"Andrew Gaff","West Coast Eagles",2020,413,1620,24.29,95.29,17,0.2549,"Mid"
"Andrew Gaff","West Coast Eagles",2021,577,1848,27.48,88,21,0.3122,"Mid"
"Andrew Gaff","West Coast Eagles",2022,383,1304,23.94,81.5,16,0.2937,"Mid"
"Andrew Gaff","West Coast Eagles",2023,443,1850,20.14,84.09,22,0.2395,"Mid"
"Andrew Mackie","Geelong Cats",2014,401,1712,20.05,85.6,20,0.2342,"Back"
"Andrew Mackie","Geelong Cats",2015,315,1284,21,85.6,15,0.2453,"Back"
"Andrew Mackie","Geelong Cats",2016,366,1704,18.3,85.2,20,0.2148,"Back"
"Andrew Mackie","Geelong Cats",2017,429,1782,21.45,89.1,20,0.2407,"Back"
"Andrew McGrath","Essendon",2017,393,1611,19.65,80.55,20,0.2439,"Back"
"Andrew McGrath","Essendon",2018,398,1666,19.9,83.3,20,0.2389,"Mid"
"Andrew McGrath","Essendon",2019,454,1729,20.64,78.59,22,0.2626,"Back"
"Andrew McGrath","Essendon",2020,310,1116,22.14,79.71,14,0.2778,"Mid"
"Andrew McGrath","Essendon",2021,323,1047,23.07,74.79,14,0.3085,"Mid"
"Andrew McGrath","Essendon",2022,385,1489,21.39,82.72,18,0.2586,"Mid"
"Andrew McGrath","Essendon",2023,501,1838,22.77,83.55,22,0.2726,"Back"
"Andrew McInnes","Carlton",2014,11,89,11,89,1,0.1236,"Back"
"Andrew McPherson","Adelaide Crows",2020,114,656,12.67,72.89,9,0.1738,"Back"
"Andrew McPherson","Adelaide Crows",2021,244,1267,13.56,70.39,18,0.1926,"Back"
"Andrew McPherson","Adelaide Crows",2022,10,24,10,24,1,0.4167,"INT"
"Andrew Moore","Port Adelaide",2014,91,352,15.17,58.67,6,0.2585,"INT"
"Andrew Moore","Port Adelaide",2015,67,354,13.4,70.8,5,0.1893,"INT"
"Andrew Moore","Richmond",2016,89,380,17.8,76,5,0.2342,"INT"
"Andrew Phillips","Carlton",2016,109,1076,6.81,67.25,16,0.1013,"INT"
"Andrew Phillips","Carlton",2017,5,83,5,83,1,0.0602,"Ruck"
"Andrew Phillips","Carlton",2018,34,342,6.8,68.4,5,0.0994,"Ruck"
"Andrew Phillips","Carlton",2019,57,394,11.4,78.8,5,0.1447,"Ruck"
"Andrew Phillips","Essendon",2020,35,411,7,82.2,5,0.0852,"Ruck"
"Andrew Phillips","Essendon",2021,62,454,10.33,75.67,6,0.1366,"Ruck"
"Andrew Phillips","Essendon",2022,58,538,5.8,53.8,10,0.1078,"Ruck"
"Andrew Phillips","Essendon",2023,145,1321,7.63,69.53,19,0.1098,"INT"
"Andrew Phillips","GWS Giants",2014,7,81,7,81,1,0.0864,"Forward"
"Andrew Phillips","GWS Giants",2015,32,291,8,72.75,4,0.11,"Forward"
"Andrew Raines","Brisbane Lions",2014,76,301,19,75.25,4,0.2525,"Mid"
"Andrew Raines","Gold Coast Suns",2015,76,494,12.67,82.33,6,0.1538,"Mid"
"Andrew Swallow","North Melbourne",2014,333,1141,22.2,76.07,15,0.2918,"Mid"
"Andrew Swallow","North Melbourne",2015,410,1470,21.58,77.37,19,0.2789,"Mid"
"Andrew Swallow","North Melbourne",2016,428,1511,20.38,71.95,21,0.2833,"INT"
"Andrew Swallow","North Melbourne",2017,313,1135,19.56,70.94,16,0.2758,"INT"
"Andrew Walker","Carlton",2014,314,1292,22.43,92.29,14,0.243,"Back"
"Andrew Walker","Carlton",2015,163,951,13.58,79.25,12,0.1714,"Forward"
"Andrew Walker","Carlton",2016,130,884,11.82,80.36,11,0.1471,"Forward"
"Andy Otten","Adelaide Crows",2014,119,840,11.9,84,10,0.1417,"Back"
"Andy Otten","Adelaide Crows",2017,235,1428,13.82,84,17,0.1646,"INT"
"Andy Otten","Adelaide Crows",2018,127,697,15.88,87.12,8,0.1822,"Back"
"Andy Otten","Adelaide Crows",2019,44,237,14.67,79,3,0.1857,"INT"
"Angus Brayshaw","Melbourne",2015,267,1459,12.71,69.48,21,0.183,"INT"
"Angus Brayshaw","Melbourne",2016,176,697,17.6,69.7,10,0.2525,"INT"
"Angus Brayshaw","Melbourne",2017,95,354,19,70.8,5,0.2684,"INT"
"Angus Brayshaw","Melbourne",2018,507,1491,26.68,78.47,19,0.34,"Mid"
"Angus Brayshaw","Melbourne",2019,488,1706,22.18,77.55,22,0.286,"Mid"
"Angus Brayshaw","Melbourne",2020,233,1046,16.64,74.71,14,0.2228,"Forward"
"Angus Brayshaw","Melbourne",2021,391,1802,17.77,81.91,22,0.217,"Mid"
"Angus Brayshaw","Melbourne",2022,574,1833,26.09,83.32,22,0.3131,"Back"
"Angus Brayshaw","Melbourne",2023,524,1762,23.82,80.09,22,0.2974,"Mid"
"Angus Dewar","West Coast Eagles",2022,7,90,7,90,1,0.0778,"Back"
"Angus Litherland","Hawthorn",2014,161,1027,12.38,79,13,0.1568,"Back"
"Angus Litherland","Hawthorn",2015,64,411,10.67,68.5,6,0.1557,"INT"
"Angus Litherland","Hawthorn",2016,62,463,10.33,77.17,6,0.1339,"Back"
"Angus Monfries","Port Adelaide",2014,181,1103,12.93,78.79,14,0.1641,"Forward"
"Angus Monfries","Port Adelaide",2015,268,1567,14.11,82.47,19,0.171,"Forward"
"Angus Monfries","Port Adelaide",2017,8,70,8,70,1,0.1143,"Forward"
"Angus Schumacher","Carlton",2019,13,79,13,79,1,0.1646,"INT"
"Angus Sheldrick","Sydney Swans",2022,8,67,4,33.5,2,0.1194,"Forward"
"Angus Sheldrick","Sydney Swans",2023,107,371,15.29,53,7,0.2884,"INT"
"Anthony Caminiti","St Kilda",2023,149,1362,8.76,80.12,17,0.1094,"Forward"
"Anthony McDonald-Tipungwuti","Essendon",2016,313,1670,14.9,79.52,21,0.1874,"Back"
"Anthony McDonald-Tipungwuti","Essendon",2017,289,1667,13.14,75.77,22,0.1734,"Forward"
"Anthony McDonald-Tipungwuti","Essendon",2018,270,1727,12.27,78.5,22,0.1563,"Forward"
"Anthony McDonald-Tipungwuti","Essendon",2019,254,1739,11.55,79.05,22,0.1461,"Forward"
"Anthony McDonald-Tipungwuti","Essendon",2020,147,1415,8.65,83.24,17,0.1039,"Forward"
"Anthony McDonald-Tipungwuti","Essendon",2021,201,1600,10.05,80,20,0.1256,"Forward"
"Anthony McDonald-Tipungwuti","Essendon",2023,46,382,7.67,63.67,6,0.1204,"Forward"
"Anthony Miles","Gold Coast Suns",2019,364,1242,21.41,73.06,17,0.2931,"INT"
"Anthony Miles","Richmond",2014,293,982,24.42,81.83,12,0.2984,"Mid"
"Anthony Miles","Richmond",2015,522,1848,23.73,84,22,0.2825,"INT"
"Anthony Miles","Richmond",2016,432,1418,22.74,74.63,19,0.3047,"INT"
