"season","round.roundNumber","venue.name","full_name","team.name","starting_position","is_home","opponent","kicks","goals","behinds","handballs","disposals","afl_fantasy_score","timeOnGroundPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon","mean_disposals_last_3","mean_disposals_last_5","mean_afl_fp_last_3","mean_afl_fp_last_5"
2023,4,"MCG","Jack Graham","Richmond","Forward","Home","Western Bulldogs",4,0,0,6,10,34,30,0,0,0,13,NA,51.33,NA
2023,4,"MCG","Marlion Pickett","Richmond","Mid","Home","Western Bulldogs",12,0,0,8,20,80,82,0,0,0,19.33,NA,68.67,NA
2023,4,"MCG","Dion Prestia","Richmond","Mid","Home","Western Bulldogs",8,0,0,12,20,68,72,18,1,1,20.33,NA,69.33,NA
2023,4,"MCG","Tylar Young","Richmond","Back","Home","Western Bulldogs",9,0,0,2,11,33,100,0,1,1,7.33,NA,29.67,NA
2023,4,"MCG","Daniel Rioli","Richmond","Back","Home","Western Bulldogs",10,0,0,19,29,105,91,0,3,3,25.67,NA,97,NA
2023,4,"MCG","Hugo Ralphsmith","Richmond","INT","Home","Western Bulldogs",10,1,1,9,19,89,81,0,0,0,NA,NA,NA,NA
2023,4,"MCG","Kamdyn McIntosh","Richmond","Mid","Home","Western Bulldogs",13,0,0,2,15,62,83,0,0,0,15.67,NA,57.33,NA
2023,4,"MCG","Toby Nankervis","Richmond","Ruck","Home","Western Bulldogs",8,0,0,7,15,105,79,21,0,0,17.67,NA,109,NA
2023,4,"MCG","Dustin Martin","Richmond","Forward","Home","Western Bulldogs",11,1,0,12,23,81,85,3,0,0,20,NA,73.67,NA
2023,4,"MCG","Tom Lynch","Richmond","Forward","Home","Western Bulldogs",2,2,0,4,6,36,86,0,0,0,8,NA,48,NA
2023,4,"MCG","Noah Balta","Richmond","Back","Home","Western Bulldogs",11,0,0,5,16,58,92,0,1,1,13.33,NA,60,NA
2023,4,"MCG","Tyler Sonsie","Richmond","INT","Home","Western Bulldogs",8,0,0,7,15,53,81,2,0,0,NA,NA,NA,NA
2023,4,"MCG","Nick Vlastuin","Richmond","Back","Home","Western Bulldogs",15,0,0,6,21,91,87,0,11,9,20.33,NA,83.67,NA
2023,4,"MCG","Noah Cumberland","Richmond","INT","Home","Western Bulldogs",13,1,2,8,21,102,77,0,0,0,NA,NA,NA,NA
2023,4,"MCG","Hayden Crozier","Western Bulldogs","INT","Away","Richmond",4,0,0,1,5,22,46,0,0,0,12.33,NA,52.33,NA
2023,4,"MCG","Josh Bruce","Western Bulldogs","Back","Away","Richmond",6,0,0,8,14,54,100,0,0,0,14,NA,57.33,NA
2023,4,"MCG","Liam Jones","Western Bulldogs","Back","Away","Richmond",6,0,0,1,7,30,100,0,0,0,9.67,NA,45.33,NA
2023,4,"MCG","Robbie McComb","Western Bulldogs","INT","Away","Richmond",5,1,0,3,8,35,65,0,0,0,4.33,NA,18,NA
2023,4,"MCG","Bailey Williams","Western Bulldogs","Mid","Away","Richmond",9,0,0,7,16,71,77,0,1,1,14.67,NA,70.67,NA
2023,4,"MCG","Adam Treloar","Western Bulldogs","Mid","Away","Richmond",12,0,0,13,25,78,81,19,0,0,28.33,NA,99.33,NA
2023,4,"MCG","Tim English","Western Bulldogs","Ruck","Away","Richmond",17,2,0,3,20,145,85,23,0,0,19,NA,124.33,NA
2023,4,"MCG","Bailey Smith","Western Bulldogs","Forward","Away","Richmond",15,0,1,9,24,83,89,9,0,0,23.67,NA,86.33,NA
2023,4,"MCG","Anthony Scott","Western Bulldogs","Forward","Away","Richmond",9,0,0,3,12,46,79,0,0,0,12.67,NA,49.67,NA
2023,4,"MCG","Jack Macrae","Western Bulldogs","Mid","Away","Richmond",12,1,0,9,21,89,74,15,0,0,25.33,NA,91,NA
2023,4,"MCG","Marcus Bontempelli","Western Bulldogs","Mid","Away","Richmond",10,0,1,15,25,108,85,23,0,0,25.67,NA,98,NA
2023,4,"MCG","Arthur Jones","Western Bulldogs","Forward","Away","Richmond",5,0,0,4,9,35,79,0,0,0,NA,NA,NA,NA
2023,4,"MCG","Caleb Daniel","Western Bulldogs","INT","Away","Richmond",14,1,2,5,19,76,79,0,1,1,20.33,NA,79,NA
2023,4,"MCG","Alex Keath","Western Bulldogs","Back","Away","Richmond",2,0,0,0,2,13,15,0,0,0,13.33,NA,56.67,NA
2023,4,"MCG","Oskar Baker","Western Bulldogs","INT","Away","Richmond",14,0,0,6,20,72,84,0,0,0,17,NA,74.33,NA
2023,4,"MCG","Aaron Naughton","Western Bulldogs","Forward","Away","Richmond",6,3,0,4,10,58,91,0,0,0,11.33,NA,70.33,NA
2023,4,"MCG","Tom Liberatore","Western Bulldogs","Mid","Away","Richmond",14,2,1,9,23,114,82,18,0,0,25.33,NA,110.33,NA
2023,4,"MCG","Rory Lobb","Western Bulldogs","Forward","Away","Richmond",10,1,1,4,14,71,94,5,0,0,8,NA,39,NA
2023,4,"MCG","Jason Johannisen","Western Bulldogs","Back","Away","Richmond",16,0,0,5,21,81,81,0,4,2,14,NA,59.33,NA
2023,4,"MCG","Jamarra Ugle-Hagan","Western Bulldogs","Forward","Away","Richmond",9,0,2,3,12,53,76,0,0,0,9.67,NA,48.67,NA
2023,4,"MCG","Bailey Dale","Western Bulldogs","Back","Away","Richmond",21,0,0,9,30,115,83,0,5,5,27,NA,89,NA
2023,4,"MCG","Mitch Hannan","Western Bulldogs","SUB","Away","Richmond",5,1,2,3,8,51,62,0,0,0,NA,NA,NA,NA
2023,4,"MCG","Ed Richards","Western Bulldogs","Back","Away","Richmond",18,0,0,1,19,91,90,0,1,1,21,NA,88.67,NA
2023,4,"Marvel Stadium","Ryan Byrnes","St Kilda","Mid","Home","Gold Coast Suns",15,0,1,6,21,77,76,2,0,0,17.33,NA,70.33,NA
2023,4,"Marvel Stadium","Josh Battle","St Kilda","Back","Home","Gold Coast Suns",10,0,0,5,15,76,88,0,0,0,14.67,NA,71.33,NA
2023,4,"Marvel Stadium","Dan Butler","St Kilda","Forward","Home","Gold Coast Suns",11,1,0,5,16,76,86,0,0,0,13.67,NA,68.33,NA
2023,4,"Marvel Stadium","Bradley Hill","St Kilda","Forward","Home","Gold Coast Suns",16,2,0,6,22,96,90,0,0,0,22.33,NA,89.33,NA
2023,4,"Marvel Stadium","Dougal Howard","St Kilda","Back","Home","Gold Coast Suns",12,0,0,6,18,80,97,0,1,0,16,NA,70,NA
2023,4,"Marvel Stadium","Mattaes Phillipou","St Kilda","Mid","Home","Gold Coast Suns",7,1,0,11,18,66,82,4,0,0,13,NA,49.33,NA
2023,4,"Marvel Stadium","Brad Crouch","St Kilda","Mid","Home","Gold Coast Suns",13,0,0,21,34,125,76,22,0,0,30.67,NA,119.33,NA
2023,4,"Marvel Stadium","Jade Gresham","St Kilda","Forward","Home","Gold Coast Suns",7,0,1,11,18,66,84,9,0,0,19.67,NA,80,NA
2023,4,"Marvel Stadium","Jack Higgins","St Kilda","Forward","Home","Gold Coast Suns",14,5,1,8,22,114,82,0,0,0,16,NA,78.33,NA
2023,4,"Marvel Stadium","Callum Wilkie","St Kilda","Back","Home","Gold Coast Suns",14,0,0,10,24,106,100,0,0,0,20,NA,94.67,NA
2023,4,"Marvel Stadium","Liam Stocker","St Kilda","Back","Home","Gold Coast Suns",15,0,0,11,26,88,78,0,0,0,20.33,NA,80.33,NA
2023,4,"Marvel Stadium","Nasiah Wanganeen-Milera","St Kilda","Back","Home","Gold Coast Suns",22,0,0,2,24,107,87,0,8,7,20.67,NA,88.33,NA
2023,4,"Marvel Stadium","Sebastian Ross","St Kilda","Mid","Home","Gold Coast Suns",16,1,0,14,30,93,78,23,0,0,26,NA,100.67,NA
2023,4,"Marvel Stadium","Mitch Owens","St Kilda","Forward","Home","Gold Coast Suns",9,2,2,18,27,115,90,1,0,0,19.33,NA,90,NA
2023,4,"Marvel Stadium","Ben Paton","St Kilda","INT","Home","Gold Coast Suns",6,0,0,8,14,55,74,0,0,0,13.67,NA,53.33,NA
2023,4,"Marvel Stadium","Jack Sinclair","St Kilda","Back","Home","Gold Coast Suns",22,1,0,9,31,103,77,11,3,3,30,NA,98,NA
2023,4,"Marvel Stadium","Marcus Windhager","St Kilda","INT","Home","Gold Coast Suns",9,1,1,5,14,58,66,9,0,0,10.67,NA,44.33,NA
2023,4,"Marvel Stadium","Mason Wood","St Kilda","Mid","Home","Gold Coast Suns",14,0,0,10,24,96,94,0,0,0,25,NA,105,NA
2023,4,"Marvel Stadium","Hunter Clark","St Kilda","INT","Home","Gold Coast Suns",15,0,0,12,27,95,72,7,0,0,24.67,NA,83.67,NA
2023,4,"Marvel Stadium","Rowan Marshall","St Kilda","Ruck","Home","Gold Coast Suns",10,0,0,11,21,107,71,20,0,0,20,NA,107.67,NA
2023,4,"Marvel Stadium","Anthony Caminiti","St Kilda","Forward","Home","Gold Coast Suns",4,2,1,5,9,46,76,0,0,0,10,NA,60,NA
2023,4,"Marvel Stadium","Zaine Cordy","St Kilda","INT","Home","Gold Coast Suns",3,1,0,6,9,39,70,8,0,0,7.67,NA,45,NA
2023,4,"Marvel Stadium","Jack Bytel","St Kilda","SUB","Home","Gold Coast Suns",2,0,0,1,3,14,7,0,0,0,NA,NA,NA,NA
2023,4,"Marvel Stadium","Elijah Hollands","Gold Coast Suns","Forward","Away","St Kilda",10,0,0,5,15,NA,89,1,0,0,12.33,NA,NA,NA
2023,4,"Marvel Stadium","Bailey Humphrey","Gold Coast Suns","INT","Away","St Kilda",7,0,2,4,11,NA,65,5,0,0,NA,NA,NA,NA
2023,4,"Marvel Stadium","Jack Lukosius","Gold Coast Suns","Mid","Away","St Kilda",6,0,1,5,11,NA,74,0,0,0,13.67,NA,NA,NA
2023,4,"Marvel Stadium","Matt Rowell","Gold Coast Suns","Mid","Away","St Kilda",5,0,0,7,12,NA,86,25,0,0,19.33,NA,NA,NA
2023,4,"Marvel Stadium","Alex Sexton","Gold Coast Suns","SUB","Away","St Kilda",2,1,0,1,3,NA,33,0,0,0,3.67,NA,NA,NA
2023,4,"Marvel Stadium","David Swallow","Gold Coast Suns","Mid","Away","St Kilda",9,0,1,8,17,NA,71,10,0,0,15.33,NA,NA,NA
2023,4,"Marvel Stadium","Malcolm Rosas","Gold Coast Suns","Forward","Away","St Kilda",4,1,0,7,11,NA,65,1,0,0,9.67,NA,NA,NA
2023,4,"Marvel Stadium","Ben Ainsworth","Gold Coast Suns","Forward","Away","St Kilda",11,1,1,7,18,NA,89,0,0,0,17.67,NA,NA,NA
2023,4,"Marvel Stadium","Touk Miller","Gold Coast Suns","Mid","Away","St Kilda",17,0,0,15,32,NA,91,21,0,0,27.67,NA,NA,NA
2023,4,"Marvel Stadium","Noah Anderson","Gold Coast Suns","Mid","Away","St Kilda",25,1,1,13,38,NA,84,23,0,0,28,NA,NA,NA
2023,4,"Marvel Stadium","Levi Casboult","Gold Coast Suns","Forward","Away","St Kilda",8,1,0,5,13,NA,83,8,0,0,13,NA,NA,NA
2023,4,"Marvel Stadium","Wil Powell","Gold Coast Suns","Back","Away","St Kilda",15,0,1,4,19,NA,76,0,3,3,NA,NA,NA,NA
2023,4,"Marvel Stadium","Ben Long","Gold Coast Suns","Back","Away","St Kilda",7,0,0,2,9,NA,79,0,0,0,14.33,NA,NA,NA
2023,4,"Marvel Stadium","Ben King","Gold Coast Suns","Forward","Away","St Kilda",3,1,1,3,6,NA,87,0,0,0,8.33,NA,NA,NA
2023,4,"Marvel Stadium","Darcy Macpherson","Gold Coast Suns","Back","Away","St Kilda",18,0,0,7,25,NA,99,0,1,1,22.33,NA,NA,NA
2023,4,"Marvel Stadium","Sam Collins","Gold Coast Suns","Back","Away","St Kilda",13,0,0,4,17,NA,98,0,0,0,16.67,NA,NA,NA
2023,4,"Marvel Stadium","Charlie Ballard","Gold Coast Suns","Back","Away","St Kilda",11,0,0,2,13,NA,94,0,0,0,11,NA,NA,NA
2023,4,"Marvel Stadium","Nick Holman","Gold Coast Suns","Forward","Away","St Kilda",7,1,1,7,14,NA,86,1,0,0,14.67,NA,NA,NA
2023,4,"Marvel Stadium","Joel Jeffrey","Gold Coast Suns","INT","Away","St Kilda",2,1,1,3,5,NA,41,0,0,0,8.33,NA,NA,NA
2023,4,"Marvel Stadium","Hewago Oea","Gold Coast Suns","INT","Away","St Kilda",7,0,0,4,11,NA,70,0,0,0,NA,NA,NA,NA
2023,4,"Marvel Stadium","Lachie Weller","Gold Coast Suns","Back","Away","St Kilda",24,0,0,6,30,NA,88,0,7,7,27.67,NA,NA,NA
2023,4,"Marvel Stadium","Mac Andrew","Gold Coast Suns","INT","Away","St Kilda",7,0,0,5,12,NA,76,0,0,0,NA,NA,NA,NA
2023,4,"Marvel Stadium","Ned Moyle","Gold Coast Suns","Ruck","Away","St Kilda",4,0,0,1,5,NA,77,21,0,0,NA,NA,NA,NA
2023,4,"SCG","Joel Amartey","Sydney Swans","Forward","Home","Port Adelaide",2,0,0,3,5,NA,73,2,0,0,10.67,NA,NA,NA
2023,4,"SCG","Nick Blakey","Sydney Swans","Back","Home","Port Adelaide",12,1,0,7,19,NA,80,0,3,3,20.67,NA,NA,NA
2023,4,"SCG","Braeden Campbell","Sydney Swans","Back","Home","Port Adelaide",11,0,0,5,16,NA,82,0,0,0,14.33,NA,NA,NA
2023,4,"SCG","Harry Cunningham","Sydney Swans","INT","Home","Port Adelaide",1,0,0,2,3,NA,81,0,0,0,7,NA,NA,NA
2023,4,"SCG","Lance Franklin","Sydney Swans","Forward","Home","Port Adelaide",4,0,1,4,8,NA,92,0,0,0,8.67,NA,NA,NA
2023,4,"SCG","Jake Lloyd","Sydney Swans","Back","Home","Port Adelaide",18,0,0,6,24,NA,86,0,5,4,23,NA,NA,NA
2023,4,"SCG","Paddy McCartin","Sydney Swans","INT","Home","Port Adelaide",0,0,0,0,0,NA,3,0,0,0,8,NA,NA,NA
2023,4,"SCG","Logan McDonald","Sydney Swans","INT","Home","Port Adelaide",4,2,0,3,7,NA,80,0,0,0,11,NA,NA,NA
2023,4,"SCG","Dane Rampe","Sydney Swans","Back","Home","Port Adelaide",11,0,0,8,19,NA,96,0,0,0,17,NA,NA,NA
2023,4,"SCG","James Rowbottom","Sydney Swans","Mid","Home","Port Adelaide",8,0,0,4,12,NA,82,21,0,0,12.67,NA,NA,NA
2023,4,"SCG","Chad Warner","Sydney Swans","INT","Home","Port Adelaide",16,2,1,14,30,NA,81,12,0,0,21.33,NA,NA,NA
2023,4,"SCG","Errol Gulden","Sydney Swans","Forward","Home","Port Adelaide",13,0,0,7,20,NA,88,9,0,0,21,NA,NA,NA
2023,4,"SCG","Tom McCartin","Sydney Swans","Back","Home","Port Adelaide",3,0,0,2,5,NA,33,0,0,0,10.33,NA,NA,NA
2023,4,"SCG","Justin McInerney","Sydney Swans","Mid","Home","Port Adelaide",7,0,0,7,14,NA,75,0,0,0,14.67,NA,NA,NA
2023,4,"SCG","Dylan Stephens","Sydney Swans","Mid","Home","Port Adelaide",9,0,0,9,18,NA,85,0,0,0,15.67,NA,NA,NA
2023,4,"SCG","Peter Ladhams","Sydney Swans","Ruck","Home","Port Adelaide",8,1,0,8,16,NA,80,20,0,0,15,NA,NA,NA
2023,4,"SCG","Tom Papley","Sydney Swans","Forward","Home","Port Adelaide",11,1,3,3,14,NA,87,2,0,0,13,NA,NA,NA
2023,4,"SCG","Oliver Florent","Sydney Swans","Back","Home","Port Adelaide",24,1,0,9,33,NA,90,0,4,4,26.33,NA,NA,NA
2023,4,"SCG","Robbie Fox","Sydney Swans","SUB","Home","Port Adelaide",3,0,0,13,16,NA,80,0,0,0,NA,NA,NA,NA
2023,4,"SCG","Luke Parker","Sydney Swans","Mid","Home","Port Adelaide",11,0,1,11,22,NA,87,16,0,0,22,NA,NA,NA
2023,4,"SCG","Isaac Heeney","Sydney Swans","Forward","Home","Port Adelaide",10,1,2,5,15,NA,86,0,0,0,12.67,NA,NA,NA
2023,4,"SCG","Will Hayward","Sydney Swans","Forward","Home","Port Adelaide",8,0,2,1,9,NA,83,0,0,0,10.67,NA,NA,NA
2023,4,"SCG","Callum Mills","Sydney Swans","Mid","Home","Port Adelaide",12,0,0,9,21,NA,90,6,0,0,24.67,NA,NA,NA
2023,4,"SCG","Travis Boak","Port Adelaide","Mid","Away","Sydney Swans",11,0,0,8,19,70,82,0,0,0,13.67,NA,49.33,NA
2023,4,"SCG","Darcy Byrne-Jones","Port Adelaide","SUB","Away","Sydney Swans",5,0,1,0,5,16,15,0,0,0,12.33,NA,49.67,NA
2023,4,"SCG","Charlie Dixon","Port Adelaide","Forward","Away","Sydney Swans",3,0,0,12,15,64,96,5,0,0,13.33,NA,76,NA
2023,4,"SCG","Miles Bergman","Port Adelaide","Back","Away","Sydney Swans",10,0,0,3,13,57,78,0,0,0,15.33,NA,68.33,NA
2023,4,"SCG","Jed McEntee","Port Adelaide","Forward","Away","Sydney Swans",6,1,1,5,11,47,83,0,0,0,NA,NA,NA,NA
2023,4,"SCG","Trent McKenzie","Port Adelaide","Back","Away","Sydney Swans",8,0,0,3,11,43,92,0,0,0,NA,NA,NA,NA
2023,4,"SCG","Jackson Mead","Port Adelaide","Forward","Away","Sydney Swans",5,0,1,4,9,43,74,0,0,0,NA,NA,NA,NA
2023,4,"SCG","Xavier Duursma","Port Adelaide","Mid","Away","Sydney Swans",13,0,0,9,22,86,77,0,0,0,14.33,NA,56.67,NA
2023,4,"SCG","Sam Powell-Pepper","Port Adelaide","Forward","Away","Sydney Swans",9,1,2,5,14,69,87,0,0,0,16.67,NA,74,NA
2023,4,"SCG","Aliir Aliir","Port Adelaide","Back","Away","Sydney Swans",11,0,0,5,16,63,96,0,0,0,11.67,NA,55,NA
2023,4,"SCG","Scott Lycett","Port Adelaide","Ruck","Away","Sydney Swans",6,0,0,8,14,69,66,15,0,0,12,NA,61,NA
2023,4,"SCG","Tom Jonas","Port Adelaide","Back","Away","Sydney Swans",4,0,0,5,9,28,95,0,0,0,6.33,NA,20,NA
2023,4,"SCG","Willem Drew","Port Adelaide","Mid","Away","Sydney Swans",6,0,0,6,12,47,69,6,0,0,15.67,NA,66.33,NA
2023,4,"SCG","Ollie Wines","Port Adelaide","INT","Away","Sydney Swans",6,0,0,13,19,48,75,15,0,0,20.33,NA,68.33,NA
2023,4,"SCG","Jeremy Finlayson","Port Adelaide","INT","Away","Sydney Swans",14,3,1,4,18,102,80,2,0,0,NA,NA,NA,NA
2023,4,"SCG","Jason Horne-Francis","Port Adelaide","INT","Away","Sydney Swans",8,1,1,10,18,69,68,10,0,0,16.33,NA,59.67,NA
2023,4,"SCG","Zak Butters","Port Adelaide","Mid","Away","Sydney Swans",14,1,0,13,27,83,79,15,0,0,20,NA,67.33,NA
2023,4,"SCG","Dan Houston","Port Adelaide","Back","Away","Sydney Swans",11,0,0,5,16,64,83,0,2,1,17.67,NA,74,NA
2023,4,"SCG","Junior Rioli","Port Adelaide","Forward","Away","Sydney Swans",5,0,3,1,6,29,66,0,0,0,9.33,NA,36.33,NA
2023,4,"SCG","Kane Farrell","Port Adelaide","INT","Away","Sydney Swans",15,0,0,3,18,60,81,0,4,4,16,NA,66,NA
2023,4,"SCG","Dylan Williams","Port Adelaide","Back","Away","Sydney Swans",13,0,0,3,16,49,75,0,2,2,NA,NA,NA,NA
2023,4,"SCG","Connor Rozee","Port Adelaide","Mid","Away","Sydney Swans",9,1,0,11,20,69,91,20,0,0,22.33,NA,87.67,NA
2023,4,"SCG","Todd Marshall","Port Adelaide","Forward","Away","Sydney Swans",5,1,0,3,8,61,94,0,0,0,8.33,NA,53.33,NA
2023,4,"Marvel Stadium","Jye Caldwell","Essendon","Forward","Home","GWS Giants",5,0,3,5,10,49,79,0,0,0,14.33,NA,63.33,NA
2023,4,"Marvel Stadium","Alwyn Davey Jnr","Essendon","INT","Home","GWS Giants",4,0,1,6,10,39,72,0,0,0,10.67,NA,47.33,NA
2023,4,"Marvel Stadium","Dyson Heppell","Essendon","SUB","Home","GWS Giants",9,0,0,10,19,64,59,0,0,0,16.33,NA,62.67,NA
2023,4,"Marvel Stadium","Jye Menzie","Essendon","Forward","Home","GWS Giants",7,0,2,10,17,57,80,0,0,0,11,NA,53.33,NA
2023,4,"Marvel Stadium","Zach Merrett","Essendon","Mid","Home","GWS Giants",18,1,1,10,28,109,82,22,0,0,28,NA,104,NA
2023,4,"Marvel Stadium","Jordan Ridley","Essendon","Back","Home","GWS Giants",18,0,0,3,21,82,78,0,3,3,20,NA,82.67,NA
2023,4,"Marvel Stadium","Dylan Shiel","Essendon","Mid","Home","GWS Giants",15,0,0,13,28,98,72,17,0,0,25.67,NA,103.67,NA
2023,4,"Marvel Stadium","Brandon Zerk-Thatcher","Essendon","Back","Home","GWS Giants",5,0,0,3,8,38,88,0,0,0,12.67,NA,50.67,NA
2023,4,"Marvel Stadium","Andrew Phillips","Essendon","Forward","Home","GWS Giants",5,0,1,1,6,51,81,7,0,0,5.67,NA,43.67,NA
2023,4,"Marvel Stadium","Sam Durham","Essendon","Mid","Home","GWS Giants",7,0,0,8,15,46,80,0,0,0,17,NA,62.33,NA
2023,4,"Marvel Stadium","Nic Martin","Essendon","Mid","Home","GWS Giants",13,2,1,11,24,87,93,0,0,0,21.67,NA,79.33,NA
2023,4,"Marvel Stadium","Harrison Jones","Essendon","Forward","Home","GWS Giants",6,0,1,4,10,40,80,0,0,0,9.33,NA,41,NA
2023,4,"Marvel Stadium","Jayden Laverde","Essendon","Back","Home","GWS Giants",8,0,0,3,11,48,88,0,0,0,13.67,NA,58.33,NA
2023,4,"Marvel Stadium","Jake Kelly","Essendon","Back","Home","GWS Giants",8,0,0,9,17,54,94,0,0,0,19,NA,72,NA
2023,4,"Marvel Stadium","Darcy Parish","Essendon","Mid","Home","GWS Giants",18,0,0,12,30,96,73,21,0,0,31.67,NA,106.33,NA
2023,4,"Marvel Stadium","Mason Redman","Essendon","Back","Home","GWS Giants",16,1,0,11,27,122,82,0,4,4,23,NA,97,NA
2023,4,"Marvel Stadium","Sam Weideman","Essendon","Forward","Home","GWS Giants",0,0,0,3,3,13,23,0,0,0,8,NA,46.33,NA
2023,4,"Marvel Stadium","Kyle Langford","Essendon","INT","Home","GWS Giants",8,1,0,4,12,63,88,0,0,0,14.33,NA,78.67,NA
2023,4,"Marvel Stadium","Archie Perkins","Essendon","INT","Home","GWS Giants",10,1,1,4,14,66,84,0,0,0,12,NA,57.67,NA
2023,4,"Marvel Stadium","Sam Draper","Essendon","Ruck","Home","GWS Giants",9,1,1,6,15,103,83,19,0,0,11.33,NA,81.33,NA
2023,4,"Marvel Stadium","Andrew McGrath","Essendon","Back","Home","GWS Giants",9,0,0,11,20,65,84,0,2,2,23,NA,77.33,NA
2023,4,"Marvel Stadium","Will Setterfield","Essendon","INT","Home","GWS Giants",11,0,1,10,21,99,72,16,0,0,23.33,NA,105.67,NA
2023,4,"Marvel Stadium","Jake Stringer","Essendon","Forward","Home","GWS Giants",14,4,6,1,15,93,86,2,0,0,NA,NA,NA,NA
2023,4,"Marvel Stadium","Jack Buckley","GWS Giants","Back","Away","Essendon",10,0,0,4,14,NA,86,0,0,0,15.67,NA,NA,NA
2023,4,"Marvel Stadium","Matt Flynn","GWS Giants","Ruck","Away","Essendon",1,0,0,6,7,NA,79,21,0,0,12.33,NA,NA,NA
2023,4,"Marvel Stadium","Toby Greene","GWS Giants","Forward","Away","Essendon",13,2,2,5,18,NA,93,3,0,0,13.67,NA,NA,NA
2023,4,"Marvel Stadium","Cooper Hamilton","GWS Giants","SUB","Away","Essendon",6,0,0,4,10,NA,25,0,0,0,13.67,NA,NA,NA
2023,4,"Marvel Stadium","Nick Haynes","GWS Giants","Back","Away","Essendon",19,0,0,7,26,NA,81,0,0,0,21.33,NA,NA,NA
2023,4,"Marvel Stadium","Jesse Hogan","GWS Giants","Forward","Away","Essendon",10,0,1,5,15,NA,83,0,0,0,13,NA,NA,NA
2023,4,"Marvel Stadium","Isaac Cumming","GWS Giants","Back","Away","Essendon",17,0,0,5,22,NA,83,0,10,8,22.33,NA,NA,NA
2023,4,"Marvel Stadium","Conor Stone","GWS Giants","Mid","Away","Essendon",1,0,0,1,2,NA,61,0,0,0,3.67,NA,NA,NA
2023,4,"Marvel Stadium","Stephen Coniglio","GWS Giants","Mid","Away","Essendon",13,1,0,12,25,NA,83,21,0,0,27.33,NA,NA,NA
2023,4,"Marvel Stadium","Brent Daniels","GWS Giants","Forward","Away","Essendon",13,1,1,9,22,NA,81,0,0,0,16.67,NA,NA,NA
2023,4,"Marvel Stadium","Josh Kelly","GWS Giants","Mid","Away","Essendon",13,2,1,15,28,NA,87,19,0,0,28,NA,NA,NA
2023,4,"Marvel Stadium","Harry Rowston","GWS Giants","INT","Away","Essendon",5,0,0,2,7,NA,57,9,0,0,9.33,NA,NA,NA
2023,4,"Marvel Stadium","Jake Riccardi","GWS Giants","INT","Away","Essendon",6,0,1,6,12,NA,57,4,0,0,10.67,NA,NA,NA
2023,4,"Marvel Stadium","Daniel Lloyd","GWS Giants","Forward","Away","Essendon",8,0,1,5,13,NA,89,0,0,0,13.67,NA,NA,NA
2023,4,"Marvel Stadium","Connor Idun","GWS Giants","Back","Away","Essendon",9,0,0,6,15,NA,92,0,1,1,14.67,NA,NA,NA
2023,4,"Marvel Stadium","Finn Callaghan","GWS Giants","Mid","Away","Essendon",17,0,0,8,25,NA,86,0,0,0,19,NA,NA,NA
2023,4,"Marvel Stadium","Lachie Whitfield","GWS Giants","INT","Away","Essendon",20,0,0,4,24,NA,82,0,7,7,22.67,NA,NA,NA
2023,4,"Marvel Stadium","Lachie Ash","GWS Giants","Back","Away","Essendon",15,0,0,11,26,NA,80,0,4,4,25.67,NA,NA,NA
2023,4,"Marvel Stadium","Harry Himmelberg","GWS Giants","Forward","Away","Essendon",3,3,0,2,5,NA,81,1,0,0,8.33,NA,NA,NA
2023,4,"Marvel Stadium","Tom Green","GWS Giants","Mid","Away","Essendon",16,0,0,18,34,NA,87,25,0,0,31.67,NA,NA,NA
2023,4,"Marvel Stadium","Adam Kennedy","GWS Giants","INT","Away","Essendon",3,0,0,3,6,NA,75,0,0,0,9,NA,NA,NA
2023,4,"Marvel Stadium","Sam Taylor","GWS Giants","Back","Away","Essendon",6,0,0,9,15,NA,96,0,0,0,13.67,NA,NA,NA
2023,4,"Marvel Stadium","Callan Ward","GWS Giants","Forward","Away","Essendon",11,2,1,11,22,NA,77,1,0,0,21,NA,NA,NA
2023,4,"Optus Stadium","Greg Clark","West Coast Eagles","Forward","Home","Melbourne",4,0,1,11,15,NA,89,0,0,0,NA,NA,NA,NA
2023,4,"Optus Stadium","Tom Cole","West Coast Eagles","INT","Home","Melbourne",6,0,0,8,14,NA,76,0,1,1,14.67,NA,NA,NA
2023,4,"Optus Stadium","Jai Culley","West Coast Eagles","INT","Home","Melbourne",1,0,0,11,12,NA,70,21,0,0,NA,NA,NA,NA
2023,4,"Optus Stadium","Jack Darling","West Coast Eagles","Forward","Home","Melbourne",6,0,2,4,10,NA,85,0,0,0,10.33,NA,NA,NA
2023,4,"Optus Stadium","Liam Duggan","West Coast Eagles","Back","Home","Melbourne",12,0,0,7,19,NA,87,0,2,2,17,NA,NA,NA
2023,4,"Optus Stadium","Luke Edwards","West Coast Eagles","Forward","Home","Melbourne",8,0,0,8,16,NA,78,5,0,0,NA,NA,NA,NA
2023,4,"Optus Stadium","Elijah Hewett","West Coast Eagles","INT","Home","Melbourne",1,0,0,7,8,NA,79,3,0,0,8.33,NA,NA,NA
2023,4,"Optus Stadium","Oscar Allen","West Coast Eagles","Forward","Home","Melbourne",10,3,1,4,14,NA,86,0,0,0,11.67,NA,NA,NA
