"season","round.roundNumber","venue.name","full_name","team.name","starting_position","is_home","opponent","kicks","goals","behinds","handballs","disposals","afl_fantasy_score","timeOnGroundPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon","mean_disposals_last_3","mean_disposals_last_5","mean_afl_fp_last_3","mean_afl_fp_last_5"
2023,1,"MCG","Liam Baker","Richmond","Back","Home","Carlton",10,0,0,5,15,55,84,0,1,1,NA,NA,NA,NA
2023,1,"MCG","Noah Balta","Richmond","Back","Home","Carlton",6,0,0,2,8,35,87,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Shai Bolton","Richmond","Forward","Home","Carlton",15,1,1,3,18,88,88,11,0,0,NA,NA,NA,NA
2023,1,"MCG","Nathan Broad","Richmond","Back","Home","Carlton",11,0,0,2,13,70,90,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Trent Cotchin","Richmond","INT","Home","Carlton",9,0,0,9,18,57,67,6,0,0,NA,NA,NA,NA
2023,1,"MCG","Dylan Grimes","Richmond","Back","Home","Carlton",8,0,0,4,12,55,82,0,2,2,NA,NA,NA,NA
2023,1,"MCG","Tom Lynch","Richmond","Forward","Home","Carlton",9,3,3,1,10,63,89,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Rhyan Mansell","Richmond","INT","Home","Carlton",5,0,0,2,7,32,67,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Marlion Pickett","Richmond","INT","Home","Carlton",4,0,0,6,10,30,51,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Tim Taranto","Richmond","Mid","Home","Carlton",18,0,2,14,32,123,80,16,0,0,NA,NA,NA,NA
2023,1,"MCG","Nick Vlastuin","Richmond","Back","Home","Carlton",9,0,1,2,11,53,91,0,1,1,NA,NA,NA,NA
2023,1,"MCG","Jacob Hopper","Richmond","Mid","Home","Carlton",12,0,0,6,18,71,72,13,0,0,NA,NA,NA,NA
2023,1,"MCG","Toby Nankervis","Richmond","Ruck","Home","Carlton",8,0,0,6,14,116,84,18,0,0,NA,NA,NA,NA
2023,1,"MCG","Jack Graham","Richmond","Forward","Home","Carlton",11,0,2,9,20,89,88,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Maurice Rioli","Richmond","Forward","Home","Carlton",7,2,0,4,11,57,74,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Jayden Short","Richmond","Mid","Home","Carlton",15,0,0,2,17,79,77,0,1,1,NA,NA,NA,NA
2023,1,"MCG","Kamdyn McIntosh","Richmond","Mid","Home","Carlton",11,0,0,6,17,69,82,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Jack Riewoldt","Richmond","Forward","Home","Carlton",9,1,0,3,12,76,95,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Daniel Rioli","Richmond","Back","Home","Carlton",17,0,0,10,27,108,84,0,4,3,NA,NA,NA,NA
2023,1,"MCG","Dion Prestia","Richmond","Mid","Home","Carlton",10,0,1,13,23,71,81,14,0,0,NA,NA,NA,NA
2023,1,"MCG","Dustin Martin","Richmond","Forward","Home","Carlton",15,1,0,8,23,76,82,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Jack Ross","Richmond","SUB","Home","Carlton",4,0,0,0,4,19,25,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Ben Miller","Richmond","INT","Home","Carlton",5,0,0,4,9,45,80,2,0,0,NA,NA,NA,NA
2023,1,"MCG","Blake Acres","Carlton","Mid","Away","Richmond",10,0,0,6,16,61,84,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Adam Cerra","Carlton","Mid","Away","Richmond",14,0,0,7,21,89,73,11,0,0,NA,NA,NA,NA
2023,1,"MCG","Lachlan Cowan","Carlton","Back","Away","Richmond",6,0,0,2,8,37,53,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Patrick Cripps","Carlton","Mid","Away","Richmond",9,0,1,16,25,84,83,14,0,0,NA,NA,NA,NA
2023,1,"MCG","Charlie Curnow","Carlton","Forward","Away","Richmond",8,3,0,2,10,50,95,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Ed Curnow","Carlton","Forward","Away","Richmond",12,0,0,2,14,74,86,4,0,0,NA,NA,NA,NA
2023,1,"MCG","Tom De Koning","Carlton","Ruck","Away","Richmond",7,0,1,6,13,76,79,16,0,0,NA,NA,NA,NA
2023,1,"MCG","Sam Docherty","Carlton","Back","Away","Richmond",23,1,0,2,25,110,84,0,4,4,NA,NA,NA,NA
2023,1,"MCG","Jack Martin","Carlton","Forward","Away","Richmond",3,0,1,3,6,32,71,0,0,0,NA,NA,NA,NA
2023,1,"MCG","George Hewett","Carlton","Mid","Away","Richmond",10,0,0,18,28,99,71,18,0,0,NA,NA,NA,NA
2023,1,"MCG","Zac Fisher","Carlton","Forward","Away","Richmond",5,1,0,2,7,28,67,2,0,0,NA,NA,NA,NA
2023,1,"MCG","Matthew Kennedy","Carlton","INT","Away","Richmond",13,0,1,9,22,91,69,11,0,0,NA,NA,NA,NA
2023,1,"MCG","Oliver Hollands","Carlton","Mid","Away","Richmond",5,0,1,6,11,44,81,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Mitch McGovern","Carlton","Back","Away","Richmond",17,0,0,4,21,93,76,0,2,2,NA,NA,NA,NA
2023,1,"MCG","Lewis Young","Carlton","Back","Away","Richmond",14,0,0,6,20,80,95,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Harry McKay","Carlton","Forward","Away","Richmond",11,1,2,2,13,76,96,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Jesse Motlop","Carlton","INT","Away","Richmond",5,0,0,5,10,43,81,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Nic Newman","Carlton","INT","Away","Richmond",9,0,0,5,14,61,90,0,1,1,NA,NA,NA,NA
2023,1,"MCG","Lochie O'Brien","Carlton","SUB","Away","Richmond",3,0,0,1,4,12,25,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Matthew Owies","Carlton","INT","Away","Richmond",5,1,1,5,10,38,70,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Adam Saad","Carlton","Back","Away","Richmond",13,0,0,5,18,62,86,0,3,3,NA,NA,NA,NA
2023,1,"MCG","Jack Silvagni","Carlton","Forward","Away","Richmond",2,1,0,3,5,29,85,4,0,0,NA,NA,NA,NA
2023,1,"MCG","Jacob Weitering","Carlton","Back","Away","Richmond",17,0,0,3,20,95,100,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Tom Atkins","Geelong Cats","INT","Home","Collingwood",9,1,0,12,21,NA,80,17,0,0,NA,NA,NA,NA
2023,1,"MCG","Jed Bews","Geelong Cats","Forward","Home","Collingwood",6,0,0,5,11,NA,80,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Mark Blicavs","Geelong Cats","Mid","Home","Collingwood",5,0,0,8,13,NA,89,21,0,0,NA,NA,NA,NA
2023,1,"MCG","Tanner Bruhn","Geelong Cats","INT","Home","Collingwood",9,0,0,8,17,NA,64,16,0,0,NA,NA,NA,NA
2023,1,"MCG","Jeremy Cameron","Geelong Cats","Forward","Home","Collingwood",16,2,1,0,16,NA,100,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Brad Close","Geelong Cats","Forward","Home","Collingwood",5,0,2,5,10,NA,80,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Patrick Dangerfield","Geelong Cats","Mid","Home","Collingwood",9,1,0,13,22,NA,62,25,0,0,NA,NA,NA,NA
2023,1,"MCG","Sam De Koning","Geelong Cats","Back","Home","Collingwood",2,0,0,5,7,NA,84,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Cameron Guthrie","Geelong Cats","Mid","Home","Collingwood",10,0,0,5,15,NA,74,28,0,0,NA,NA,NA,NA
2023,1,"MCG","Zach Guthrie","Geelong Cats","Back","Home","Collingwood",8,0,0,4,12,NA,91,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Tom Hawkins","Geelong Cats","Forward","Home","Collingwood",6,2,2,5,11,NA,86,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Oliver Henry","Geelong Cats","Forward","Home","Collingwood",8,2,0,7,15,NA,83,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Max Holmes","Geelong Cats","Mid","Home","Collingwood",10,1,0,7,17,NA,80,8,0,0,NA,NA,NA,NA
2023,1,"MCG","Gryan Miers","Geelong Cats","INT","Home","Collingwood",7,0,2,12,19,NA,87,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Mark O'Connor","Geelong Cats","Back","Home","Collingwood",8,0,0,7,15,NA,92,0,1,1,NA,NA,NA,NA
2023,1,"MCG","Brandan Parfitt","Geelong Cats","SUB","Home","Collingwood",0,0,0,5,5,NA,41,7,0,0,NA,NA,NA,NA
2023,1,"MCG","Esava Ratugolea","Geelong Cats","Back","Home","Collingwood",4,0,0,2,6,NA,94,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Gary Rohan","Geelong Cats","INT","Home","Collingwood",5,2,0,3,8,NA,81,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Isaac Smith","Geelong Cats","Back","Home","Collingwood",19,1,0,2,21,NA,88,0,4,4,NA,NA,NA,NA
2023,1,"MCG","Rhys Stanley","Geelong Cats","Ruck","Home","Collingwood",10,0,0,6,16,NA,85,34,0,0,NA,NA,NA,NA
2023,1,"MCG","Tyson Stengle","Geelong Cats","Forward","Home","Collingwood",10,2,0,7,17,NA,76,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Tom Stewart","Geelong Cats","Back","Home","Collingwood",3,0,0,0,3,NA,12,0,2,2,NA,NA,NA,NA
2023,1,"MCG","Zach Tuohy","Geelong Cats","Mid","Home","Collingwood",13,2,0,5,18,NA,92,0,4,4,NA,NA,NA,NA
2023,1,"MCG","Taylor Adams","Collingwood","Forward","Away","Geelong Cats",8,1,1,8,16,62,71,10,0,0,NA,NA,NA,NA
2023,1,"MCG","Darcy Cameron","Collingwood","Ruck","Away","Geelong Cats",8,0,1,3,11,75,77,24,0,0,NA,NA,NA,NA
2023,1,"MCG","Mason Cox","Collingwood","INT","Away","Geelong Cats",6,2,0,0,6,59,52,15,0,0,NA,NA,NA,NA
2023,1,"MCG","Jack Crisp","Collingwood","Mid","Away","Geelong Cats",11,0,1,11,22,81,78,24,0,0,NA,NA,NA,NA
2023,1,"MCG","Josh Daicos","Collingwood","Mid","Away","Geelong Cats",16,0,0,11,27,91,92,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Nick Daicos","Collingwood","Back","Away","Geelong Cats",21,0,0,14,35,114,86,0,2,2,NA,NA,NA,NA
2023,1,"MCG","Jordan De Goey","Collingwood","Mid","Away","Geelong Cats",12,3,0,13,25,113,84,27,0,0,NA,NA,NA,NA
2023,1,"MCG","Jamie Elliott","Collingwood","Forward","Away","Geelong Cats",8,0,2,5,13,58,89,6,0,0,NA,NA,NA,NA
2023,1,"MCG","Bobby Hill","Collingwood","Forward","Away","Geelong Cats",8,3,0,2,10,81,81,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Will Hoskin-Elliott","Collingwood","Forward","Away","Geelong Cats",12,0,0,6,18,72,71,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Jeremy Howe","Collingwood","Back","Away","Geelong Cats",6,0,0,2,8,31,46,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Brayden Maynard","Collingwood","Back","Away","Geelong Cats",13,0,0,6,19,75,86,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Beau McCreery","Collingwood","INT","Away","Geelong Cats",13,2,0,7,20,81,72,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Reef McInnes","Collingwood","SUB","Away","Geelong Cats",3,2,1,1,4,36,38,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Daniel McStay","Collingwood","Forward","Away","Geelong Cats",4,1,1,2,6,41,95,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Brody Mihocek","Collingwood","Forward","Away","Geelong Cats",6,2,1,3,9,59,85,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Tom Mitchell","Collingwood","Mid","Away","Geelong Cats",9,2,0,12,21,84,76,26,0,0,NA,NA,NA,NA
2023,1,"MCG","Darcy Moore","Collingwood","Back","Away","Geelong Cats",12,0,0,1,13,59,100,0,3,3,NA,NA,NA,NA
2023,1,"MCG","Nathan Murphy","Collingwood","INT","Away","Geelong Cats",5,0,0,1,6,21,88,0,0,0,NA,NA,NA,NA
2023,1,"MCG","John Noble","Collingwood","Back","Away","Geelong Cats",23,0,0,6,29,105,82,0,1,1,NA,NA,NA,NA
2023,1,"MCG","Scott Pendlebury","Collingwood","INT","Away","Geelong Cats",13,1,0,14,27,118,82,24,0,0,NA,NA,NA,NA
2023,1,"MCG","Isaac Quaynor","Collingwood","Back","Away","Geelong Cats",4,0,0,4,8,37,79,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Steele Sidebottom","Collingwood","Mid","Away","Geelong Cats",8,0,0,11,19,71,88,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Miller Bergman","North Melbourne","INT","Home","West Coast Eagles",9,0,0,4,13,46,86,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Aiden Bonar","North Melbourne","Back","Home","West Coast Eagles",5,0,0,10,15,58,85,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Charlie Comben","North Melbourne","Forward","Home","West Coast Eagles",7,1,1,6,13,80,81,21,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Ben Cunnington","North Melbourne","Mid","Home","West Coast Eagles",8,0,1,8,16,61,75,14,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Paul Curtis","North Melbourne","Forward","Home","West Coast Eagles",6,2,1,2,8,46,78,2,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Luke Davies-Uniacke","North Melbourne","Mid","Home","West Coast Eagles",12,1,1,20,32,108,87,22,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Josh Goater","North Melbourne","Back","Home","West Coast Eagles",8,0,1,7,15,46,81,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Griffin Logue","North Melbourne","Back","Home","West Coast Eagles",6,0,0,4,10,33,96,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Luke McDonald","North Melbourne","Back","Home","West Coast Eagles",15,0,0,7,22,88,89,0,2,2,NA,NA,NA,NA
2023,1,"Marvel Stadium","Jy Simpkin","North Melbourne","Mid","Home","West Coast Eagles",13,0,0,12,25,86,86,22,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Curtis Taylor","North Melbourne","Forward","Home","West Coast Eagles",12,0,1,5,17,77,84,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Bailey Scott","North Melbourne","Back","Home","West Coast Eagles",10,0,1,7,17,76,84,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Harry Sheezel","North Melbourne","Forward","Home","West Coast Eagles",22,0,0,12,34,118,86,0,3,3,NA,NA,NA,NA
2023,1,"Marvel Stadium","Jack Ziebell","North Melbourne","Back","Home","West Coast Eagles",22,0,0,4,26,109,84,0,5,5,NA,NA,NA,NA
2023,1,"Marvel Stadium","Tristan Xerri","North Melbourne","Ruck","Home","West Coast Eagles",0,0,0,5,5,26,15,5,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Hugh Greenwood","North Melbourne","INT","Home","West Coast Eagles",8,0,0,7,15,74,76,4,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Nick Larkey","North Melbourne","Forward","Home","West Coast Eagles",7,6,0,2,9,76,95,2,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Jaidyn Stephenson","North Melbourne","INT","Home","West Coast Eagles",4,0,1,4,8,47,66,1,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Cameron Zurhaar","North Melbourne","Forward","Home","West Coast Eagles",8,2,0,6,14,56,81,5,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Liam Shiels","North Melbourne","Mid","Home","West Coast Eagles",9,0,1,10,19,68,84,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Will Phillips","North Melbourne","SUB","Home","West Coast Eagles",5,0,1,12,17,46,53,9,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Tom Powell","North Melbourne","INT","Home","West Coast Eagles",8,0,1,16,24,73,78,5,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Kayne Turner","North Melbourne","Mid","Home","West Coast Eagles",4,0,0,4,8,60,69,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Jayden Hunt","West Coast Eagles","Back","Away","North Melbourne",6,0,0,6,12,NA,89,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Shannon Hurn","West Coast Eagles","Back","Away","North Melbourne",19,0,0,6,25,NA,81,0,10,10,NA,NA,NA,NA
2023,1,"Marvel Stadium","Callum Jamieson","West Coast Eagles","Forward","Away","North Melbourne",2,0,0,1,3,NA,50,5,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Jamaine Jones","West Coast Eagles","Forward","Away","North Melbourne",7,2,0,7,14,NA,87,2,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Noah Long","West Coast Eagles","INT","Away","North Melbourne",6,1,0,4,10,NA,67,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Jeremy McGovern","West Coast Eagles","Back","Away","North Melbourne",15,0,0,7,22,NA,87,0,1,1,NA,NA,NA,NA
2023,1,"Marvel Stadium","Xavier O'Neill","West Coast Eagles","Mid","Away","North Melbourne",4,0,0,4,8,NA,81,16,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Jack Petruccelle","West Coast Eagles","SUB","Away","North Melbourne",0,0,0,1,1,NA,32,2,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Liam Ryan","West Coast Eagles","Forward","Away","North Melbourne",11,3,0,2,13,NA,83,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Dom Sheed","West Coast Eagles","INT","Away","North Melbourne",12,0,0,13,25,NA,77,21,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Luke Shuey","West Coast Eagles","Mid","Away","North Melbourne",18,1,1,9,27,NA,74,10,1,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Alex Witherden","West Coast Eagles","Back","Away","North Melbourne",9,0,0,9,18,NA,81,0,1,1,NA,NA,NA,NA
2023,1,"Marvel Stadium","Tim Kelly","West Coast Eagles","Mid","Away","North Melbourne",13,1,0,9,22,NA,78,19,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Jamie Cripps","West Coast Eagles","Forward","Away","North Melbourne",5,1,2,7,12,NA,88,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Andrew Gaff","West Coast Eagles","Mid","Away","North Melbourne",11,0,1,12,23,NA,88,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Bailey J. Williams","West Coast Eagles","Ruck","Away","North Melbourne",3,0,0,5,8,NA,80,21,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Tom Cole","West Coast Eagles","INT","Away","North Melbourne",8,0,0,12,20,NA,77,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Liam Duggan","West Coast Eagles","Back","Away","North Melbourne",10,0,0,8,18,NA,84,0,2,2,NA,NA,NA,NA
2023,1,"Marvel Stadium","Reuben Ginbey","West Coast Eagles","INT","Away","North Melbourne",4,0,1,11,15,NA,72,16,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Oscar Allen","West Coast Eagles","Forward","Away","North Melbourne",7,2,2,2,9,NA,89,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Tom Barrass","West Coast Eagles","Back","Away","North Melbourne",15,0,0,3,18,NA,100,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Campbell Chesser","West Coast Eagles","Mid","Away","North Melbourne",4,0,0,1,5,NA,69,0,0,0,NA,NA,NA,NA
2023,1,"Marvel Stadium","Jack Darling","West Coast Eagles","Forward","Away","North Melbourne",9,1,3,5,14,NA,85,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Todd Marshall","Port Adelaide","Forward","Home","Brisbane Lions",8,4,1,3,11,88,87,1,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Aliir Aliir","Port Adelaide","Back","Home","Brisbane Lions",9,0,0,6,15,62,95,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Miles Bergman","Port Adelaide","Mid","Home","Brisbane Lions",18,0,2,5,23,89,81,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Ryan Burton","Port Adelaide","Back","Home","Brisbane Lions",21,0,0,3,24,95,84,0,2,2,NA,NA,NA,NA
2023,1,"Adelaide Oval","Zak Butters","Port Adelaide","Forward","Home","Brisbane Lions",13,0,0,11,24,89,77,10,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Darcy Byrne-Jones","Port Adelaide","Back","Home","Brisbane Lions",12,0,0,15,27,79,78,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Charlie Dixon","Port Adelaide","Forward","Home","Brisbane Lions",11,3,3,3,14,86,90,3,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Willem Drew","Port Adelaide","INT","Home","Brisbane Lions",4,0,0,16,20,64,73,10,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Xavier Duursma","Port Adelaide","Mid","Home","Brisbane Lions",9,0,0,13,22,62,83,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Francis Evans","Port Adelaide","SUB","Home","Brisbane Lions",1,0,0,1,2,8,23,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Orazio Fantasia","Port Adelaide","Forward","Home","Brisbane Lions",5,0,3,4,9,44,58,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Kane Farrell","Port Adelaide","INT","Home","Brisbane Lions",15,0,0,6,21,73,79,0,4,3,NA,NA,NA,NA
2023,1,"Adelaide Oval","Dan Houston","Port Adelaide","Back","Home","Brisbane Lions",10,0,0,9,19,58,82,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Lachie Jones","Port Adelaide","INT","Home","Brisbane Lions",7,3,0,5,12,72,70,1,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Jason Horne-Francis","Port Adelaide","Mid","Home","Brisbane Lions",17,1,1,8,25,90,84,20,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Junior Rioli","Port Adelaide","Forward","Home","Brisbane Lions",9,3,0,7,16,79,78,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Connor Rozee","Port Adelaide","Mid","Home","Brisbane Lions",12,1,0,11,23,95,84,25,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Sam Powell-Pepper","Port Adelaide","Forward","Home","Brisbane Lions",13,1,2,8,21,95,80,2,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Tom Jonas","Port Adelaide","Back","Home","Brisbane Lions",8,0,0,4,12,58,95,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Mitch Georgiades","Port Adelaide","INT","Home","Brisbane Lions",8,1,3,5,13,64,79,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Scott Lycett","Port Adelaide","Ruck","Home","Brisbane Lions",1,0,0,12,13,60,82,26,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Ollie Wines","Port Adelaide","Mid","Home","Brisbane Lions",12,1,1,17,29,93,70,22,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Trent McKenzie","Port Adelaide","Back","Home","Brisbane Lions",7,0,0,3,10,46,87,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Conor McKenna","Brisbane Lions","INT","Away","Port Adelaide",12,1,0,8,20,62,80,0,4,3,NA,NA,NA,NA
2023,1,"Adelaide Oval","Lachie Neale","Brisbane Lions","Mid","Away","Port Adelaide",8,0,0,12,20,72,86,26,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Jack Payne","Brisbane Lions","Back","Away","Port Adelaide",4,0,0,0,4,16,95,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Jaxon Prior","Brisbane Lions","SUB","Away","Port Adelaide",2,0,0,0,2,6,23,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Cam Rayner","Brisbane Lions","Forward","Away","Port Adelaide",9,0,0,5,14,63,78,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Daniel Rich","Brisbane Lions","Back","Away","Port Adelaide",23,1,0,3,26,89,87,0,12,11,NA,NA,NA,NA
2023,1,"Adelaide Oval","Deven Robertson","Brisbane Lions","Mid","Away","Port Adelaide",3,0,0,3,6,31,72,2,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Brandon Starcevich","Brisbane Lions","Back","Away","Port Adelaide",3,0,0,1,4,15,86,0,1,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","James Tunstill","Brisbane Lions","INT","Away","Port Adelaide",2,0,0,5,7,19,52,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Darcy Wilmot","Brisbane Lions","Back","Away","Port Adelaide",10,0,1,1,11,49,77,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Hugh McCluggage","Brisbane Lions","Forward","Away","Port Adelaide",7,0,0,6,13,55,79,21,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Zac Bailey","Brisbane Lions","Mid","Away","Port Adelaide",11,2,0,5,16,78,82,6,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Charlie Cameron","Brisbane Lions","Forward","Away","Port Adelaide",5,0,2,1,6,32,83,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Lincoln McCarthy","Brisbane Lions","Mid","Away","Port Adelaide",4,1,0,4,8,50,84,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Harris Andrews","Brisbane Lions","Back","Away","Port Adelaide",5,0,0,6,11,47,100,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Oscar McInerney","Brisbane Lions","Ruck","Away","Port Adelaide",5,1,0,6,11,80,85,27,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Jarrod Berry","Brisbane Lions","INT","Away","Port Adelaide",8,0,0,7,15,51,72,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Will Ashcroft","Brisbane Lions","INT","Away","Port Adelaide",10,1,0,3,13,59,81,14,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Keidean Coleman","Brisbane Lions","Back","Away","Port Adelaide",11,0,0,4,15,57,68,0,1,1,NA,NA,NA,NA
2023,1,"Adelaide Oval","Joe Daniher","Brisbane Lions","Forward","Away","Port Adelaide",7,1,0,3,10,45,86,3,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Josh Dunkley","Brisbane Lions","Mid","Away","Port Adelaide",3,0,0,16,19,77,82,21,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Jack Gunston","Brisbane Lions","Forward","Away","Port Adelaide",7,2,0,2,9,49,81,0,0,0,NA,NA,NA,NA
2023,1,"Adelaide Oval","Eric Hipwood","Brisbane Lions","Forward","Away","Port Adelaide",3,1,0,1,4,27,82,0,0,0,NA,NA,NA,NA
2023,1,"MCG","Jake Bowey","Melbourne","INT","Home","Western Bulldogs",10,0,0,7,17,62,73,0,2,2,NA,NA,NA,NA
2023,1,"MCG","Angus Brayshaw","Melbourne","Back","Home","Western Bulldogs",14,0,0,8,22,98,86,0,0,0,NA,NA,NA,NA
